Name,Ingredients,Instructions
Slow Cooker Sour Cream Pot Roast,"['3 pounds Pot Roast', ""10 ounces, fluid Campbell's Golden Mushroom Soup"", '1 package .7 Oz Packet, Lipton Onion Soup Mix', '12 ounces, fluid Coca Cola/Coke', '1 clove Garlic, Minced', '1 whole Onion, Sliced', '16 ounces, weight Sour Cream']","['Place roast into the bowl of your crockpot.', 'In a medium-sized bowl mix together the soups, Coke and garlic and pour it over the roast.', 'Add onions over the top of the roast.', 'Put the lid on and cook on low for 6 hours.', 'Remove roast from the crockpot and slice it.', 'Add sour cream into the crockpot and whisk until mixed.', 'Place the sliced roast back in the crockpot and cook on low for 2 more hours.', 'Adapted from Crockin Girls.']"
Roast Turkey Breast,"['1 (6 to 7-pound) turkey breast on the bone, rinsed and patted dry', '1/4 cup unsalted butter, softened', 'Aromatics and seasonings (recommended: garlic, fresh herbs, citrus zest, spices, etc.)', 'Salt and freshly ground black pepper', '2 stalks celery, cut into 2-inch pieces', '2 small carrots, peeled and cut into 2-inch pieces', '2 small onions, peeled and quartered', 'Roast Turkey Breast Variations, recipes follow']","['Preheat the oven to 325 degrees F.', 'In a small bowl, combine the softened butter with chosen aromatics and seasonings and salt and pepper.', 'Carefully lift the skin from the meat and rub half of the seasoned butter directly on the turkey breast.', 'Rub the rest of the seasoned butter on the skin.', 'Season the turkey generously with salt and freshly ground black pepper.', 'Scatter the vegetables on the bottom of a roasting pan just large enough to hold the turkey.', 'Set the meat breast-side up in the pan.', 'Roast for about 2 hours or until an instant read thermometer inserted into the thickest part of the breast registers 160 degrees F. Transfer the turkey to a cutting board and tent loosely with foil for 20 minutes.', 'The breast temperature will continue to rise as it rests.', 'Carve the breast and serve with the pan juices.', 'Cook\'s Note: A shallow baking pan will yield the best results when HYPERLINK ""http://www.recipetips.com/kitchen-tips/t--644/roasting-a-turkey-turkey-cooking-times.asp"" roasting a turkey breast, allowing air to flow completely around the turkey breast.', 'Roasting times for a turkey breast cooked in a 325 degrees F oven:', 'Unstuffed, a 2 to 3-pound turkey will cook from 1 1/2 to 2 hours.', 'Unstuffed, a 4 to 6-pound turkey will cook from 1 1/2 to 2 1/4 hours', 'Unstuffed, a 7 to 8-pound turkey will cook from 2 1/4 to 3 1/4 hours; if stuffed, it will cook in 3 to 4 hours.', 'Roasted Turkey Breast Variations:', 'Lemon and Thyme: Season the butter with 3 tablespoons fresh thyme leaves, 1 teaspoon lemon juice, and 1 teaspoon lemon zest.', 'Honey Glazed: Season the butter with 1/2 teaspoon ground cinnamon, 1/4 teaspoon nutmeg, and 2 tablespoons honey.', 'Soy Ginger: Season the butter with 2 teaspoons minced fresh ginger, 2 teaspoons soy sauce, and 3 cloves garlic, minced.']"
Pumpkin butter,"['1 (15 ounce) can100% pure pumpkin puree', '1 cup applesauce', '13 cup packed light brown sugar', '34 teaspoon ground cinnamon', '14 teaspoon ground ginger', '2 tablespoons fresh lemon juice']","['In small sauce pan, combine pumpkin, applesauce, sugar, cinnamon and ginger.', 'Bring to a boil; reduce heat to low and simmer, uncovered, stirring often to prevent scorching, 45 min.', 'or until mixture becomes very thick.', 'Stir in lemon juice.', 'Let cool, then spoon into tight-sealing container and refrigerate.', 'Will keep in the refrigerator up to 2 weeks.']"
Hungarian Sour Cherry-Cream Pie Meggyes-kremes lepeny,"['3- 1/2 ounces, weight Butter, Plus Extra For Greasing Surfaces', '3/4 cups Minus 3 Tablespoons Of Ground Almonds', '1/2 cups Plus 1/8 Cup, Plus 1 Teaspoon Of Pastry Flour; Regular Unbleached White Flour Will Be Fine, Too', '1 teaspoon Kirsch Or Rum', '1 teaspoon Baking Powder', '2 whole Eggs', '1 cup Minus 2 Teaspoons Of Granulated Sugar', '2 teaspoons Vanilla Extract', '7 ounces, fluid Milk', '2 whole Eggs Yolks', '2 Tablespoons Granulated Sugar', '1 teaspoon Vanilla Extract', '1 Tablespoon Cornstarch', '1 cup Canned, Pitted Sour Cherries In Light Syrup, Drained And Patted Dry, Plus Another 1/2 Cup To Decorate The Baked Pie', '2 Tablespoons Thin-Sliced, Toasted Almonds', '3 Tablespoons Powdered Sugar, And A Little More For A Final Dusting Over The Pie Before Serving']","['You will also need:', '1.', 'A springform pan, measuring about 21 centimeters across the bottom (or about 8 and 1/2-inches).', '2.', 'A piece of parchment paper to line the pan.', '3.', 'Another sheet of parchment paper on which to chill the top crust and a baking pan on which to place the paper and crust while the crust chills.', '4.', 'A medium-sized frying pan.', '5.', '2 bowls.', '6.', 'A mixer, hand or standing.', '7.', 'A heavy-bottomed saucepan.', '8.', 'A whisk.', '9.', 'A pizza cutter or knife.', '10.', 'A broad spatula.', '11.', 'A small strainer.', 'For the pastry crust: Allow one hour for chilling the dough.', '1.', 'Butter the bottom and sides of the springform pan and line the bottom of the pan with parchment paper.', 'Cut another sheet of parchment slightly bigger than the bottom of the springform pan.', 'Place the pan on top of it and trace around it with a pencil.', 'Butter the traced circle and place the sheet on a small baking pan that will fit in the freezer.', 'Set aside both the springform pan and the sheet of buttered paper.', '2.', 'Melt the butter in the frying pan over medium heat.', 'Add the ground almonds and stir them about and brown them for a minute or two.', '3.', 'Remove the pan from the heat and stir in the flour.', 'Transfer the mixture to a bowl.', '4.', 'Mix in the Kirsch (or rum) and the baking powder and set the mixture aside.', '5.', 'In another bowl, beat the eggs with the sugar and vanilla until they thicken, become creamy, and turn a pale, white-ish yellow.', 'Then beat them into the bowl of ground almond mixture.', '6.', 'There will be almost 2 cups of very soft pastry dough.', 'Pour 2/3 cup of the dough into the traced circle and spread it out to cover the circles interior.', '(Theres no need to be precise about spreading the pastry exactly out to the edge of the circle.)', 'Place the circle of pastry, on the pan, in the freezer and chill it for 1 hour while you make the pastry cream and form the pastry shell in the pan.', '7.', 'Put the bowl holding the remainder of the pastry dough in the freezer for 30 minutes.', 'While waiting for the dough to chill, make the cream for the pie filling.', 'For the cream:', '1.', 'In a saucepan over medium heat, heat the milk until it is hot but not boiling.', 'Then remove it from heat and set it aside.', '2.', 'Put the egg yolks, sugar and vanilla in a bowl and beat until they become creamy.', 'Then beat in the cornstarch.', '3.', 'Still mixing, slowly add the hot milk.', '4.', 'Pour the milk and egg mixture into a heavy-bottomed saucepan and cook the cream, stirring with a whisk, over medium heat until it slowly comes to a boil and thickens.', '(This may take about 5 minutes or a little longer.)', 'Set the thickened cream aside to cool to lukewarm and then place it in the refrigerator while you work on the chilled dough.', 'For assembling and baking the pie:', '1.', 'Preheat the oven to 400 F. 2.', 'After 30 minutes of chilling, remove the bowl of dough from the freezer.', 'Butter your fingers, turn the dough into the prepared pan and press it over the bottom and about 2.5 centimeters (or 1 1/2 inches) up the sides of the pan.', 'Put the pan back in the freezer for another 20 minutes.', '(The crust will firm up some more in the freezer and then it will be easy to even the crust out a little more and define the sides of it a little better before filling it.', '3.', 'After 20 more minutes of chilling in the freezer, take the crust out.', 'With your fingers, even the bottom and rim of the pastry some more and then, fill it with the pastry cream and arrange a cup of cherries in the cream.', '4.', 'By now the round of top crust will have been chilling on the parchment paper in the freezer for about 1 hour.', 'Take it out of the freezer.', 'The dough will still be pliable and too soft to come away from the paper in one piece.', 'But this doesnt matter.', 'With a pizza cutter or knife, divide the dough into 8 sections.', 'The sections are used as a guide as you scrape off and flatten sections of dough and place them on top of the pie.', '5.', 'Butter your fingers.', 'Scrape up a section of pastry dough with the spatula.', 'It will not slide onto the spatula in a flat piece; rather, it will wrinkle and bunch up.', 'Lift the piece off the spatula, roughly flatten it out between your buttered fingers, and place it on top of the pie filling.', 'This step isnt easy to visualize.', 'There are photos illustrating it, as well as other parts of the recipe on the related link.', '6.', 'Repeat, section by section, until all the round of dough is transferred to the top of the filling, placing the irregular, flattened strips of dough in a single layer over the filling.', '7.', 'Finally, spread out the flattened segments of pastry gently with your fingers, until the sections meet and cover most of the filling.', '(But dont labour over the crust too much.', 'Placing a soft crust over a soft filling is not tricky so long as you realize that the crust need not cover every space and will not be a thing of beauty before it is baked.', 'As it bakes, however, the sections of flattened dough will spread out and fill in most of the spaces, and the powdered sugar and almonds used for decorating the baked pie will fill in the remainder.', '8.', 'Bake the pie in the middle of the oven for 25-30 minutes, or until the top crust is golden and does not collapse when gently pressed with your finger.', 'Then remove it from the oven and cool the pie in the pan on a rack.', 'Remove the rim of the pan.', 'Lift the pie gently to peel away the parchment paper, or leave it on the parchment paper and slide the pie onto a serving platter.', '9.', 'Sprinkle the pie with thin-sliced, toasted almonds.', 'Sift powdered sugar over it and, just before serving sift a little more sugar over the pie and place cherries around on the top.', 'Once the pie is sliced and placed on dessert plates, add another one or two cherries beside or on each slice.', 'A Note: Step-by-step photos illustrating the recipe are on the diplomatickitchens related blog link.', 'An Acknowledgement: Hungarian Sour Cherry-Cream Pie is adapted from a recipe in the Hungarian cooking journal Konyha Magazin (July-August 2001).']"
Oops I Forgot Pinwheels,"['3 (8 ounce) boxes cream cheese', '1 (10 ounce) can diced tomatoes with green chilies', '1 (4 ounce) canof chopped jalapenos', '16 large tortillas, shells', '1 taco seasoning mix', '1 (8 ounce) bag sharp cheddar cheese', '1 (16 ounce) jar salsa']","['soften cream chesse.', 'mix cream cheese, taco seasoning, can of diced tomatoesand green chilles,can of chopped jalapenos, and sharp cheddar cheese together in a bowl.', 'take spoonfull of mix and spread it on the tortillas shells.', 'roll the tortillas shells.', 'put in fridge for about 30 minute to cool then take out and cut in to pinwheels.', 'then serve with salsa.']"
Pb and C Sandwiches,"['12 cup peanut butter', '1 tablespoon honey', '14 cup strawberry cream cheese', '1 cup strawberry, thinly sliced', '8 slices bread']","['In small bowl, combine peanut butter and honey; mix well.', 'Partially stir in cream cheese to give a swirl effect.', 'Spread mixture on 4 slices of bread.', 'Top each with strawberries.', 'Cover with remaining bread slices.']"
Ripe Tomato and Leek Soup (Crock Pot Version),"['1 quart chicken broth', '6 large tomatoes, chopped', '2 cups sliced leeks (white parts only)', '3 garlic cloves, minced', '1 teaspoon dried basil', 'salt and white pepper', '6 tablespoons sour cream', 'fresh basil (to garnish)']","['Combine all ingredients, except salt, pepper, sour cream and fresh basil, in slow cooker; cover and cook on high 3-4 hours.', 'Process soup in food processor or blender until smooth; season to taste with salt and white pepper.', 'Can be served warm or cold.', 'Garnish each bowl of soup with a dallop of sour cream and a basil sprig.']"
Tempeh Tacos with Ancho-Lime Sauce,"['1/2 cup raw cashews', '13 cup lime juice', '1 1/2 tsp. ancho chili powder', '1/2 tsp. garlic powder', '2 Tbs. coconut oil', '1 medium yellow onion, sliced thin', '1 8 oz. pkg. tempeh, cubed', '1 tsp. chili powder', '1/2 tsp. ground cumin', '8 6-inch soft corn tortillas, warmed', '2 cups finely shredded red cabbage, for garnish', '2 cups prepared salsa, for garnish']","['To make Sauce: Puree all ingredients and 1/4 cup water in blender until smooth.', 'Season with salt and pepper, if desired.', 'To make Tacos: Heat oil in large skillet over medium-high heat until shimmering.', 'Add onion, and cook 3 to 4 minutes.', 'Add tempeh, and season with salt and pepper, if desired.', 'Cook 3 to 4 minutes, or until golden, stirring frequently.', 'Remove from heat, and stir in chili powder and cumin.', 'Serve tempeh mixture with tortillas; garnish with cabbage, salsa, and Sauce.']"
Pineapple Banana Salad,"['2 (6 ounce) packages lemon Jell-O gelatin', '4 cups hot water', '16 marshmallows', '1 (20 ounce) can crushed pineapple', '4 bananas', '12 cup sugar', '2 tablespoons flour', '2 eggs', '1 cup pineapple juice', '2 tablespoons butter', 'whipped topping', '14 cup nuts']","['Mix jello into hot water and add marshmellows .', 'Drain crushed pineapple keeping juice for topping and add pineapple to jello mixture.', 'Dice bananas and add to jello mixture.', 'Place in refrigerator and let set.', 'Now make topping.', 'Mix sugar, eggs, pineapple juice flour and butter.', 'Cook until it is like pudding, set aside and cool.', 'When jello set put cooled pudding on top then spread whipped topping over and sprinkle with nuts.']"
Blueberry Pomegranate Coffee Cake,"['2 cups blueberry and pomegranate cereal, slightly crushed', '1 teaspoon ground cinnamon', '2 tablespoons butter or 2 tablespoons margarine, melted', '2 cups flour', '1 teaspoon baking soda', '12 teaspoon baking powder', '12 teaspoon salt', '12 cup butter or 12 cup margarine, softened', '1 cup sugar', '2 eggs', '12 teaspoon vanilla', '1 cup sour cream']","['PREHEAT oven to 350F Spray 9-inch square baking pan with cooking spray; set aside.', 'Mix cereal, cinnamon and 2 tablespoons melted butter until well blended; set aside for later use.', 'Combine flour, baking soda, baking powder and salt in another bowl.', 'BEAT 1/2 cup butter in large bowl with electric mixer on medium speed until creamy.', 'Gradually add sugar, beating until light and fluffy.', 'Add eggs, 1 at a time, beating well after each addition.', 'Blend in vanilla.', 'Add flour mixture alternately with the sour cream, beating well after each addition.', 'Pour half of the batter into prepared pan; sprinkle with half of the cereal mixture.', 'Repeat layers.', 'BAKE 40 minutes or until toothpick inserted in center comes out clean.', 'Cut into 16 pieces.', 'Serve warm.']"
