Name,Ingredients,Instructions
Pine Nut and Spinach Tart,"['8 ounces flour (about 1 1/2 cups plus 2 tablespoons)', '1/2 teaspoon salt', '1 stick cold butter, cut into 1/2-inch pieces', '2 tablespoons solid vegetable shortening', '3 tablespoons ice water', '1/2 cup pine nuts (about 3 ounces)', '1/4 cup olive oil', '1 cup chopped yellow onion', '10 -ounces fresh spinach, stems removed, well rinsed and chopped, or 1 10-ounce package frozen chopped spinach, thawed and squeezed to remove excess liquid', '3/4 teaspoon salt', '1/2 teaspoon ground black pepper', '3 large eggs', '3/4 cup heavy cream', '1/2 cup (about 3 ounces) crumbled goat cheese, or feta']","['Into a large bowl sift the flour and salt.', 'Add the butter pieces and shortening and work them into the flour by hand until the dough starts to come together and form small pea shapes.', 'Work the ice water into the dough 1 tablespoon at a time with your fingers until it just comes together, being careful not to over mix.', 'Form the crust into a disk shape, wrap tightly in plastic wrap, and place in the refrigerator to rest for at least 30 minutes before rolling out.', 'Preheat oven to 375 degrees F.', 'Remove the prepared pie dough from the refrigerator and roll into an 11-inch circle.', 'Transfer to a tart pan with a removable bottom and press the dough up to the top of the sides, trimming any excess.', 'Cover the tart crust with a sheet of parchment paper and place a layer of uncooked beans in the bottom.', 'Bake in the preheated oven for 10 minutes, then remove the parchment and beans and cook for an additional 10 minutes until the crust has colored lightly.', 'Remove the crust from the oven and let cool.', 'On sheet pan toast pine nuts in the middle of the oven until just golden, 3 to 5 minutes, and cool.', 'In a large heavy skillet heat the oil over medium-high heat.', 'Add the onions and cook for 3 minutes.', 'Add the spinach, salt, and pepper and cook the liquid is evaporated, 2 minutes.', 'Remove from the heat and cool.', 'In a large bowl whisk the eggs and cream.', 'Stir in the spinach, 1/4 cup of the pine nuts and cheese and mix well.', 'Pour into the prepared pie crust and sprinkle the remaining 1/4 cup of pine nuts over the top.', 'Bake in the oven until golden and the center is set, about 30 to 40 minutes.', 'Remove from the oven and let cool for 15 minutes before serving.']"
White Pizza,"['1 prebaked pizza crust (such as Boboli)', '1 cup ricotta cheese', '1 garlic clove, finely chopped (or more to taste)', 'basil leaves, to taste', '34 cup mozzarella cheese, grated']","['Preheat oven to 400 degrees F.', 'Spread ricotta cheese evenly over the prebaked crust.', 'Top with finely chopped garlic clove and julienned basil leaves.', 'To julienne the basil leaves, make a pile of them and roll up like a cigarette.', 'Then thinly slice across the roll of leaves.', 'Top with mozzarella cheese sprinkled over.', 'Bake in preheated oven until bubbly and hot, about 20-25 minutes.', 'NOTE: An alternate topping would include: sliced roma tomatoes, vegetables of choice including mushrooms, and sesame seeds.', 'Olives, too, if desired.', 'Acutally you may create your own topping according to your own preferences.', 'I like to add just sliced roma tomatoes to the garlic and basil topping, for instance.']"
Chickpea Burgers,"['2 tablespoons olive oil', '1 12 cups onions, minced (I used more like 1/2 cup)', '3 garlic cloves, minced', '1 teaspoon ground cumin', '1 cup carrot (finely chopped or shredded)', '1 12 cups cooked and drained chickpeas (one 14 ounce can, drained)', '1 12 tablespoons tahini or 1 12 tablespoons peanut butter', '14 cup parsley, minced (I used about 1 1/2 tbsp. dried)', '13 cup chickpea flour or 13 cup white flour', '12 teaspoon baking soda', '1 teaspoon salt', '12 lemon, juice of']","['Heat 1 T of oil and saute the onions over medium heat, stirring frequently, until they soften, about 5 minutes.', 'Add the garlic, cumin, and carrot and saute for two more minutes.', 'Transfer to large bowl or food processor and add the chickpeas.', 'Mash or process until mushy.', 'Stir in tahini and parsley and lemon juice.', 'Combine the flour, baking soda, and salt in the small bowl, then stir into chickpeas.', 'Flour your hands, shape mixture into four patties, and dust them with flour (I added the flour to the bean mixture.', 'here).', 'Fry in 1 T oil over medium-low heat for 1 minute, until just beginning to brown or spray with cooking spray and cook that way for less calories.', 'Flip, fry 2 minutes, flip again, and fry 1 one minute (2 minutes total per side).']"
Taglierini with Caramelized Scallops and Rosemary Beurre Blanc,"['3/4 pound Fresh Taglierini or 3/4 pound good-quality dried taglierini or fettuccine', '1 1/2 pounds sea scallops', '1/2 cup dry white wine', '3 tablespoons white-wine vinegar', '1/4 cup chopped shallots', '1 tablespoon chopped garlic', '2 teaspoons chopped fresh rosemary leaves', '1/2 cup heavy cream', '1 stick (1/2 cup) cold unsalted butter, cut into pieces', '1 tablespoon fresh lemon juice, or to taste', '2 tablespoons vegetable oil', 'Garnish: finely chopped fresh rosemary and parsley leaves']","['In an 8-quart kettle bring 7 quarts of salted water to a boil for pasta.', 'Remove tough muscle from side of each scallop if necessary.', 'In a small heavy saucepan simmer wine, vinegar, shallot, garlic, and rosemary until reduced to about 2 tablespoons.', 'Add cream and simmer until liquid is reduced by about half.', 'Add butter all at once and cook over moderately low heat, swirling pan constantly, just until creamy and butter is incorporated.', '(Sauce must not get hot enough to liquify.', 'It should be the consistency of hollandaise.)', 'Remove pan from heat and stir in lemon juice and salt and pepper to taste.', 'Pat scallops dry and season with salt and pepper.', 'In a 12-inch heavy skillet heat 1 tablespoon oil over moderately high heat until hot but not smoking.', 'Arrange half of scallops, without crowding, in skillet and cook, undisturbed, 1 to 2 minutes, or until undersides are golden brown.', 'Turn scallops over and cook, undisturbed, 1 to 2 minutes, or until undersides are golden brown.', 'Transfer scallops to a bowl and keep warm.', 'Cook remaining scallops in remaining oil in the same manner.', 'Cook pasta in boiling water until al dente (about 30 seconds for fresh, longer for dried) and drain in a colander.', 'Transfer pasta to a heated bowl and pour sauce through a fine sieve onto pasta.', 'Add any liquid accumulated in bowl of scallops and toss.', 'Divide pasta among 6 heated plates.', 'Arrange scallops on top of pasta and garnish with herbs.']"
Maple Mocha,"['3 cups strong coffee', '5 teaspoons cocoa powder', '34 cup 15% cream', '13 cup maple syrup', '1 teaspoon vanilla']","['Stir 1/4 cup of coffee into cocoa powder to dissolve.', 'Pour into a saucepan and add remaining ingredients.', 'Heat without boiling.', 'Whirl in blender 30 seconds and serve immediately.']"
Amazing Corn Cake Recipe,"['1 can (17 ounces) cream-style corn', '1/2 c. Packed brown sugar', '3/4 c. Sugar', '3 x Large eggs', '1 c. Vegetable oil', '1 Tbsp. Baking pwdr', '2 1/4 c. All-purpose flour', '1 tsp Baking soda', '1 tsp Salt', '1 tsp Grnd cinnamon', '1/2 c. Raisins', '1/2 c. Minced nuts CARAMEL FROSTING:', '4 Tbsp. Butter or possibly margarine', '1/2 c. Packed brown sugar', '1/4 c. Lowfat milk', ""2 c. Sifted confectioners' sugar (or possibly more)""]","['In a mixing bowl, combine corn and sugars.', 'Add in Large eggs and oil; beat till well blended.', 'Combine dry ingredients; add in to batter and mix well.', 'Stir in raisins and nuts.', 'Pour into a greased 1 3-in.', 'x 9-in.', 'x 2-in.', 'baking pan.', 'Bake at 350!', 'for 30-35 min or possibly till cake tests done.', 'Cold thoroughly.', 'For frosting, bring butter and brown sugar to a boil over medium heat.', 'Remove from the heat.', 'Stir in lowfat milk.', ""Stir in confectioners' sugar till frosting is desired consistency."", 'Frost cooled cake.', 'Yield: 12-15 servings.']"
Mini Strawberry Sugar Cookie Sandwich with Strawberry Cream,"['1 (17.5-ounce) package sugar cookie mix', '5 tablespoons butter, softened', '1 egg white', '5 tablespoons strawberry daiquiri mix, divided', '2 cups powdered sugar']","['Preheat the oven to 375 degrees F.', 'In a large mixing bowl, beat with a hand mixer the sugar cookie mix, butter, egg white, and 3 tablespoons strawberry daiquiri mix until all the ingredients are well incorporated and a dough is formed.', 'Using a small ice cream scoop or tablespoon measure, drop the dough out in cherry size rounds onto a baking sheet.', 'Bake until puffed, 7 to 9 minutes.', 'Allow to cool slightly on the pan before transferring to a wire cooling rack to cool completely.', 'In a small bowl, combine the powdered sugar with the remaining 2 tablespoons strawberry daiquiri mix and whisk until blended.', 'The filling should have a thick consistency, but if it is too dry add a teaspoon or 2 of the daiquiri mix until the filling comes together.', 'Spread a teaspoon of filling on the flat side of 1 of the cookies and sandwich with a second.', 'Repeat with the remaining cookies and filling.', 'Allow the filling to set before packaging.']"
Horseradish Jelly,"['6 cups sugar', '1-1/2 cups Heinz Apple Cider Vinegar', '1-1/2 cups prepared horseradish', '1/2 cup water', '1 pouch Certo Liquid Pectin']","['MEASURE sugar and vinegar into a large saucepan.', 'PLACE saucepan over high heat.', 'Bring to a full rolling boil and boil hard 3 minutes.', 'ADD horseradish and water; bring to a boil.', 'Remove from heat.', 'IMMEDIATELY sitr in liquid fruit pectin.', 'STIR and skim foam with metal spoon.', 'POUR quickly into warm, sterilized jars filling up to 1/4 inch from rim.', 'SEAL while hot with sterilized 2-piece lids with new centres.']"
Hunt's 'Classic' Skillet Lasagna,"['8 ounces dry bowtie (farfalle) pasta, uncooked', '1 cup part-skim ricotta cheese', '1/3 cup Kraft Grated Parmesan Cheese', '2 tablespoons water', '1/4 teaspoon ground black pepper', '12 ounces Italian pork sausage', '1/3 cup chopped yellow onion', ""2 (14.5 ounce) cans Hunt's Diced Tomatoes with Basil, Garlic and Oregano, undrained"", ""1 (6 ounce) can Hunt's Tomato Paste"", '1 1/2 cups shredded part-skim mozzarella cheese, divided']","['Cook pasta according to package directions, omitting salt.', 'Meanwhile, combine ricotta cheese, Parmesan cheese, water and pepper in small bowl; set aside.', 'Heat large skillet over medium-high heat.', 'Add sausage and onion; cook 3 to 5 minutes or until sausage is crumbled and onion is tender, stirring occasionally.', 'Drain.', 'Add undrained tomatoes, tomato paste, 3/4 cup mozzarella cheese and cooked pasta to skillet; stir to combine.', 'Dollop spoonfuls of ricotta mixture on top of pasta mixture.', 'Sprinkle with remaining mozzarella cheese.', 'Reduce heat to low; cover and cook 2 to 3 minutes or until ricotta mixture is hot and mozzarella cheese melts.']"
Super Bowl Indiana Succotash,"['8 ounces green beans', '5 green onions with tops (chopped)', '12 red pepper (diced the size of the corn)', '15 ounces whole kernel corn (frozen or can drained)', '1 teaspoon sugar', '12 teaspoon salt', '3 tablespoons butter', '14 teaspoon paprika', '14 teaspoon celery salt', 'black pepper']","['Cut beans in rounds the size of corn; cook with 1/4 teaspoon salt about 15 minutes or until tender, drain.', 'Saute green onions and red pepper in butter until transparent (do not brown).', 'Add corn, 1/4 teaspoon salt, paprika, celery salt and sugar, then beans.', 'Simmer succotash, covered, for about 10 minutes.']"
