Name,Ingredients,Instructions
Chinese Walnut Chicken,"['12 kg chicken breast, boneless', '14 cup soy sauce', '2 tablespoons white wine', '2 tablespoons seasoned rice vinegar', '1 tablespoon fresh ginger, minced', '2 tablespoons oil', '12 cup walnut pieces', '5 scallions, sliced', '1 cup chicken stock', '2 tablespoons cornstarch', '1 tablespoon water']","['Cut the chicken breasts into slivers (1 inch by 1/4 inch).', 'Stir together soy sauce, wine, vinegar, ginger and garlic.', 'Add the chicken pieces, mix so the chicken is coated with the marinade and let stand for at least 15 minutes.', 'Add oil to wok over high heat.', 'When oil is hot, add the walnut pieces.', 'Toss until the color changes, less than a minute.', 'Set aside.', 'Add the scallions to the rest of the oil and fry briefly until the color brightens.', 'Set aside.', 'Add the chicken to the pan, reserving the marinade.', 'Stir-fry until opaque, 1-2 minutes.', 'Add the stock and the reserved marinade and bring the mixture to a boil.', 'Stir the cornstarch in the water so it is evenly dissolved and add it to the mix along with the scallions.', 'Cook and stir until the sauce is thickened.', 'Serve with the walnuts.']"
Paleo Cauliflower Rice,"['1 large head cauliflower, cut into large chunks', '2 tablespoons extra-virgin olive oil', 'salt and ground black pepper to taste']","['Place cauliflower chunks in a food processor and pulse until broken down into rice-size pieces.', ""Heat olive oil in a skillet over medium heat; add cauliflower 'rice', salt, and pepper."", 'Cover skillet and cook until heated through, 3 to 5 minutes.', ""Remove lid and fluff 'rice' with a fork.""]"
Paula Deen's BLT Appetizer,"['1 cup mayonnaise', '1 cup sour cream', 'iceberg lettuce, shredded', '2 large vine-ripe tomatoes, chopped', '1 lb lean bacon, cooked crisp and crumbled', 'sea salt bagel chips']","['Combine the mayonnaise and sour cream in a small bowl with a snap-on lid.', 'When well mixed, refrigerate until serving time.', 'When ready to serve, place the mayonnaise mixture in a large serving bowl.', 'Top with the lettuce, tomatoes and bacon.', 'Serve with bagel chips.']"
Seven-Day Sweet Pickles,"['7 pounds cucumbers', '1 quart apple cider vinegar', '8 cups sugar granulated', '2 tablespoons salt', '2 tablespoons pickling spices']","['Scrub the cucumbers; put them in a large dishpan or crock and cover them with boiling water.', 'Let stand for 24 hours.', 'On day 2 drain them, then cover them again with fresh boiling water.', 'Repeat process on day 3 and 4.', 'On day 5 drain the pickles, then cut them into 1/4 inch slices.', 'Combine the vinegar, sugar and seasonings and bring to a boil.', 'Pour over the sliced pickles.', 'On day 6 drain the syrup into a saucepan, bring to a boil and pour over the pickles once again.', 'Repeat the process on day 7, then spoon the pickles and syrup into hot steralized jars and seal.']"
Wellesley Fudge,"['2/3 cup milk', '1/2 cup margarine or butter', '1 tsp. vanilla extract', '1 (16 oz.) powdered sugar', '2 cups JET-PUFFED Miniature Marshmallows']","['Blend pudding mix and milk in medium saucepan over medium heat.', 'Add margarine or butter, stirring until melted.', 'Heat mixture just to a boil; remove from heat.', 'Stir in vanilla and powdered sugar, beating until smooth.', 'Add marshmallows.', 'Spread into lightly greased 9 x 9 x 2-inch pan; cool.', 'Chill until firm.', 'Cut into squares to serve.']"
Mandarin Orange Chicken,"['1 chicken breast, cut into 1 in. pieces', '12 green bell pepper, sliced', '2 tablespoons white onions (diced)', '1 (3 ounce) can orange sections (preferably in water)', '14 cup frozen corn', '1 tablespoon sesame oil', '2 12 tablespoons soy sauce', '1 teaspoon ginger (ground)', '12 teaspoon sugar', '1 teaspoon honey']","['Drain the can of orange segments, rinse.', 'Mix ginger, sugar, sesame oil and soy sauce, let heat gently in frying pan.', 'Add chicken pieces and chopped onion, saute over medium high heat till chicken is white.', 'Add corn and bell pepper, saute for three minutes.', 'Add drained and rinsed oranges, and then spoon honey over mixture.', 'Saute for ten minutes, raise heat to high if desired.', 'Check chicken pieces with a toothpick to see if ready, there should still be a fair amount of liquid in the pan.', 'Serve with rice.']"
Asparagus in Butter and Soy Sauce,"['6 Asparagus', '20 grams Butter', '1 tsp Soy sauce']","['Cut the bottom 5cm off well-washed asparagus (or peel the skin), and slice diagonally.', 'Put butter and the asparagus in a pan and fry.', 'Add soy sauce, fry for a little longer and then remove from heat.']"
Banana Oatmeal Muffins,"['1 12 cups all-purpose flour', '1 cup rolled oats', '12 cup sugar', '2 teaspoons baking powder', '1 teaspoon baking soda', '12 teaspoon salt', '2 eggs', '14 cup cooking oil', '14 cup milk', '3 medium bananas, mashed']","['Preheat over to 400 degrees F (200 C).', 'In a large bowl measure the first 6 ingredients.', 'Stir to mix.', 'Make a well in the centre.', 'In a small bowl beat eggs until frothy.', 'Mix in cooking oil, milk and bananas.', 'Pour into well.', 'Stir just to moisten (overmixing will make muffins tough).', 'Batter will be lumpy.', 'Fill greased muffin cups 3/4 full.', 'Bake 20-25 minutes.']"
Macadamia Nut Tart,"['1 14 cups all-purpose flour', '2 tablespoons packed dark brown sugar', '12 cup packed dark brown sugar', '12 teaspoon salt', '34 cup cold unsalted butter, cut into pieces, plus', '2 tablespoons melted butter', '1 large egg yolk, plus', '1 large egg', '14 cup light corn syrup', '2 tablespoons dark rum', '1 13 cups unsalted macadamia nuts, coarsely chopped']","['Preheat oven to 375.', 'In a food processor, whirl flour, 2 tablespoons brown sugar, and 1/4 teaspoons salt.', 'Add cold butter and pulse until mixture resembles coarse crumbs.', 'Add egg yolk and pulse to combine.', 'Add 2 to 3 tablespoons ice water, pulsing until mixture begins to come together in a ball.', 'Press dough into bottom and up sides of a 9-in.', 'round tart pan with 1-in.', 'sides.', 'Prick bottom of tart with a fork and chill in freezer 15 minutes.', 'Bake crust until medium golden brown, 15 to 25 minutes, and remove from oven (leave oven on).', 'Meanwhile, in a standing electric mixer on high speed, beat whole egg, remaining 1/2 cup brown sugar, and remaining 1/4 teaspoons salt until pale and ribbony, 7 to 10 minutes.', 'Beat in melted butter, corn syrup, and rum.', 'Pour sugar mixture into tart shell and sprinkle with macadamia nuts.', 'Bake tart until a knife inserted in center comes out clean, about 25 minutes.', 'Cool tart on a wire rack at least 1 hour.', 'Cut into wedges.']"
Southwest Alfredo With Lemon-Lime Chicken,"['4 frozen boneless skinless chicken breasts (from Costco)', '12 cup lemon juice', '14 cup lime juice', '2 garlic cloves, minced', '2 teaspoons dried oregano', '12 teaspoon salt', '14 teaspoon red pepper flakes', '12 cup olive oil', '2 roasted red peppers', '12 red onion, grilled in herb butter', '6 ounces fettuccine pasta', '6 tablespoons butter', '1 cup heavy cream', '14 cup of pasta water', '12 cup parmesan cheese', '3 tablespoons butter', 'salt (to taste)']","['Preheat oven to 450F.', 'Place frozen chicken in a glass baking dish.', 'In a bowl whisk together juices, garlic, oregano, salt, pepper flakes, and oil.', 'Pour over chicken and bake for 20 minutes.', 'While chicken cooks, grill onion.', 'In a food processor puree roasted red pepper and onion.', 'Set aside.', 'When timer goes off for the chicken pull it out, turn, and baste.', 'Return to oven for 20 minutes.', 'At this time start to boil the water for the pasta and cook to package directions.', 'When pasta is done DRAIN OVER A MEASURING CUP, this will give you your 1/4 cup of pasta water.', 'In same pot melt the 6T.', 'of butter on low.', 'Add pepper mixture and heat for 1 minute.', 'Add pasta and toss to coat.', 'Add parmesan, salt, 3T.', 'butter, pasta water, and heavy cream.', 'Cook on LOW for about 5-10 minutes, stirring occasionally until it reaches your desired thickness.', 'By this time the chicken should be done.', 'While the sauce cooks cut the chicken into slices or bite size pieces.', 'Pile pasta on your plate, sprinkle with parmesan and chicken.', 'Enjoy!']"
