Name,Ingredients,Instructions
"Green Bean Salad With Corn, Cherry Tomatoes & Basil","['3 cups fresh corn kernels (3-4 ears)', '1 lb fresh green beans, trimmed and cut in half', '1 small red onion, cut half then into thin slices', '1 garlic clove', '14 cup red wine vinegar', '13 cup extra virgin olive oil', '1 pint cherry tomatoes, cut in half', '1 cup fresh basil, roughly chopped', 'fresh ground pepper, to taste', 'kosher salt, to taste']","['Cut the corn kernels from the ears, while bringing a pot of water to a boil.', 'When the water comes to a boil, add the corn kernels and blanch for about 1 minute.', 'Remove them with a strainer and set aside.', 'Let the water return to a boil and season generously with salt.', 'Add the beans and cook until tender, about 3 minutes.', 'Drain the beans and flush with cold water until they are cool.', 'Meanwhile, put the onion slices in a bowl of ice water, which will crips them and mellow their flavor.', ""Using either a mortar and pestel or the flat side of a chef's knife, mash the garlic to a paste with a pinch of salt."", 'Add the paste to a small bowl (or leave it in the mortar) and whisk in the vinegar and let sit for 10 minutes.', 'Add the olive oil and whisk again.', 'Just before serving, drain the onions.', 'Put the beans, corn, onions, tomatoes, and basil in a large bowl.', 'Season with salt and pepper, and then toss with the vinaigrette.', 'Season further if required.', 'Serve right away.']"
White Sangria,"['1 Bottle Pinot Grigio, or other dry fruity white wine', '1/4 cup white rum', '24 ounces lemon lime soda', '1 lime, thinly sliced into disks about 1/4 of an inch thick', '1 lemon, thinly sliced into disks about 1/4 of an inch thick', 'Optional garnishes', '1 pint fresh cherries (Bing are best)', '1 pint fresh strawberries if small left whole if large cut into quarters']","['Fill a large pitcher half way with some ice.', 'Add the lemon and lime slices, white wine, rum and lemon lime soda.', 'Stir and then pour into a glass and garnish with strawberries and fresh cherries.']"
C.'S Chilie Con Queso Recipe,"['1 fresh tomato, minced (2 or possibly 3 are better when tomatoes are in season)', '1 can green chilies, minced (2 cans are better)', '1 can Jalapeno chili', '2 lbs. Velveeta cheese, cut into small pcs']","['For best results, use a Teflon pan only.', 'Simmer first 4 items (after onion is sauteed) till most of liquid is absorbed.', 'Add in Velveeta cheese and simmer on very low heat till cheese is melted and heated through.', 'Add in a healthy pinch of garlic pwdr or possibly garlic salt if you like.', 'Serve with Doritos or possibly plain corn chips.']"
Strawberry and Raspberry Shake,"['6 cups cold milk', '1 34 cups strawberries', '1 cup raspberries', '12 cup sugar']","['Mix all the ingredients in a blender for about a minute.', 'Serve cold.']"
Seared and Roasted Chicken Breasts with Lemon and Thyme,"['Juice of 1 lemon', '5 tablespoons virgin olive oil', '4 chicken breasts', 'Zest of 1 lemon, in strips', '8 sprigs thyme', '1/2 teaspoon cracked black pepper', 'Kosher salt and freshly ground black pepper', '1 tablespoon pure olive oil', '1 large shallot, minced', '1 cup Chicken Stock or low-salt canned chicken broth', 'Juice of 1/2 lemon, plus a few drops', '1 teaspoon finely chopped thyme leaves', '3 tablespoons cold butter', 'Kosher salt and freshly ground black pepper', 'Green and Yellow Squash Ribbons or any zucchini dish; thyme and zucchini are a superb combination', 'Herbed Smashed Potatoes', 'Confit Bayaldi']","['For the chicken:', 'Combine the lemon juice and 4 tablespoons of the olive oil in a small bowl.', 'Place the chicken breasts in a shallow pan and pour the lemon mixture over them, coating both sides.', 'Scatter the zest, thyme, and pepper over both sides.', 'Cover and refrigerate for 3 hours or up to 1 day.', 'Preheat the oven for 400F.', 'Season the chicken with salt and pepper.', 'In a large skillet, heat the remaining tablespoon of oil until smoking over high heat.', 'Add the chicken, skin-side down, then immediately transfer the pan to the oven and roast the chicken for 8 minutes.', 'Turn and continue roasting until just cooked through, 2 to 3 minutes more.', 'Remove from the pan and let rest at room temperature for 5 minutes, keeping warm.', 'For the sauce:', 'Pour off any grease and return the skillet to medium heat.', 'Heat the olive oil until shimmering, then saute the shallot for 1 minute.', 'Add the stock and bring to a boil, stirring and scraping up any browned bits.', 'Add the lemon juice and thyme, reduce the heat to medium-high, and boil gently until reduced by a little mote than half.', 'Reduce the heat to medium and whisk in the butter.', 'Taste and add more lemon juice if needed.', 'Season with salt and pepper.', 'To serve:', 'Cut each breast on the bias into 1/2-inch slices.', 'Place on a warm serving plate and spoon the sauce on top, to taste.']"
"Fennel, Orange and Olive Salad","['1 fennel bulb', '1 large orange', '12 black olives', '1 tablespoon olive oil', '1 tablespoon olive oil', '1 tablespoon finely chopped red onion', 'salt & freshly ground black pepper']","['Thinely slice the fennel, reserving the frondy herbs from the top.', 'Arrange the slices on a plate.', 'Slice the bottom of the orange so it will sit firmly on the board, then with a small, sharp knife slice off the rind and pith.', 'Slice off any remaining pith at the top of the orange, then cut into thin slices on the plate with the fennel.', 'Scatter over the olives, olive oil, red onion and the reserved fennel fronds.', 'Season with salt and pepper and serve.']"
Irish Sausage and Potato Pie,"['12 good quality thick pork sausage links', '4 ounces unsalted butter', '2 large onions, finely sliced', '6 ounces bacon, lardons', '8 ounces savoy cabbage, finely shredded', '3 lbs baking potatoes, peeled and finely sliced', '2 tablespoons fresh thyme leaves', '1 pint double cream', '34 pint beef stock', '2 bay leaves']","['Heat oven to 325F.', 'Heat a nonstick fry pan.', 'Add the sausages and gently fry for about 10 minutes, until almost cooked through and golden brown.', 'Remove from the pan and slice into three, lengthwise on the diagonal.', 'Heat the frying pan once more.', 'Add half the butter, and when melted add the onions.', 'Cook gently for 10 minutes until soft and translucent.', 'Remove from the pan and set aside.', 'Add the bacon lardons to the pan and cook over a high heat for 3 to 4 minutes until golden and crispy.', 'Remove and drain on paper towel.', 'Add the cabbage and 2 TBS water.', 'Quickly cook for 2 to 3 minutes until the cabbage is just beginning to wilt.', 'Drain off any fat, remove from the pan and set aside.', 'Grease a large gratin dish with 1 oz.', 'of the butter.', 'Place a layer of sliced potatoes in the bottom of the dish.', 'Season with salt, freshly ground black pepper and a sprinkling of the thyme.', 'Top with a layer of sliced sausages, then a layer of onion.', 'Spoon over the cooked cabbage and bacon.', 'Top with another layer of potato, season again as before, then add another layer of sausage, then onion and finally sliced potato.', 'Season again with the salt, pepper and thyme.', 'Gently heat the cream, stock and bay leaves until almost boiling.', ""*DON'T BOIL!"", 'Pour over the sausage and potato pie, just to cover the top layer of potatoes.', 'Dot with the remaining butter and cover with foil.', 'Place on a baking sheet and bake in the oven for 1 3/4 hours.', 'Remove foil, increase oven temp to 400F and bake for a further 15 minutes until golden.']"
Hg's Just Veggin' Pizza - Ww Points = 3,"['1 (10 ounce) can pizza dough, the refrigerated kind, the whole roll', '1 small Japanese eggplant, thinly sliced widthwise, ends removed (or 3 oz. regular eggplant, thinly sliced and cut into bite-sized pieces)', '1 small zucchini, thinly sliced widthwise, ends removed', '34 cup tomato sauce, with Italian seasonings', '34 cup fat free mozzarella cheese, shredded', '12 cup mushroom, sliced', '13 cup red bell pepper, chopped', 'reduced-fat parmesan cheese (optional)', 'red pepper flakes (optional)']","['Preheat oven to 425 degrees.', 'Roll out pizza dough into a large rectangle about 12 inches by 16 inches.', 'Transfer to a large baking sheet sprayed with nonstick spray.', 'Spread tomato sauce over the dough, leaving about a half-inch border for the crust.', 'Place the eggplant and zucchini slices evenly over the sauce, and then sprinkle with the mozzarella cheese.', 'Evenly distribute mushrooms and peppers over the pizza.', 'Bake in the oven for about 15 minutes, until the crust is a nice shade of golden brown.', 'Cut into 8 pieces.', 'If you like, top your piece with some reduced-fat Parmesan-style grated topping and/or red pepper flakes.', 'Now dig in!']"
Sauteed Gala Apples and Leeks,"['2 leeks, white and light green parts halved and cut into 1 inch pieces', '3 gala apples, cored and cut into slices', '1 tablespoon olive oil', '1 teaspoon rice wine vinegar', '2 teaspoons honey', '14 teaspoon fennel seed', '14 teaspoon salt', '14 teaspoon pepper']","['Heat olive oil to medium high heat in a non stick skillet.', 'Add leeks and cook until tender, about 5 minutes.', 'Add apples, salt, pepper, and fennel seeds.', 'Cook for another 4-5 minutes until apples soften.', 'Lower heat to medium low and add honey & vinegar.', 'Cook for 1 minute.', 'Remove from heat and serve.']"
Orange-Avocado Salad,"['6 cups tightly packed torn mixed salad greens', '2 cups chopped cooked chicken Whole Foods 1 lb For $3.99 thru 02/09', '1 avocado, chopped Safeway 10 ct For $10.00 thru 02/09', '1 navel orange, sliced Safeway 1 lb For $0.79 thru 02/09', '1/2 cup slivered red onions', '1/2 cup KRAFT Lite Ranch Dressing']","['Toss salad greens with all remaining ingredients except dressing in large bowl.', 'Add dressing just before serving; mix lightly.']"
Beef Stroganoff,"['4 tablespoons olive oil', '8 ounces beef sirloin, cut into 2-by-1-by-1/8-inch strips', 'Kosher salt and freshly ground black pepper', '12 ounces button mushrooms, quartered', '1 medium yellow onion, thinly sliced', '1 large carrot, peeled and sliced into 1/4-inch-thick coins', '1 medium parsnip, peeled and cut into 1/2-inch chunks', '1 tablespoon tomato paste', '2 tablespoons all-purpose flour', '2 cups beef broth, homemade or low-sodium canned', '2 cups sliced hearty greens (like kale or mustard greens)', '1/4 cup sour cream', '2 teaspoons Dijon mustard', '2 teaspoons freshly squeezed lemon juice', '1 tablespoon chopped fresh flat-leaf parsley', '2 cups cooked barley, for serving']","['Heat a large skillet over medium heat for 3 to 4 minutes.', 'Raise the heat to high and heat 1 tablespoon oil.', 'Season the beef with salt and pepper.', 'Add the beef to the skillet, arranging it in a single layer, and saute, without stirring, until well browned and still pinkish inside, 1 to 2 minutes.', '(It is key to only partially cook the meat at this stage, since it will finish cooking later in the sauce.)', 'Transfer to a large plate and set aside.', 'Discard any excess oil.', 'Return the skillet to medium-high heat.', 'Add 1 tablespoon of the oil and heat.', 'Add the mushrooms and cook, stirring occasionally, until well browned, about 7 minutes.', 'Season with salt and pepper.', 'Using a slotted spoon, transfer to the plate with the beef.', 'Heat another tablespoon of oil.', 'Add the onions, carrots and parsnips and cook, stirring, until lightly caramelized, about 5 minutes.', 'Add the tomato paste and cook, stirring, until lightly browned, about 1 minute more.', 'Whisk in the flour and cook, stirring, for 1 minute.', 'Pour in the beef broth and, whisking constantly, bring to a full boil.', 'Reduce the heat, add the greens and simmer until the greens and veggies are crisp-tender, 5 to 10 minutes.', 'Remove from the heat.', 'Whisk in the sour cream, mustard and lemon juice and season with pepper to taste.', 'Add the beef and any juices, mushrooms and parsley to the sauce and reheat over medium heat just until hot.', '(Do not boil.)', 'Toss the barley with the remaining 1 tablespoon olive oil and lots of freshly ground black pepper.', 'Divide the cooked barley among 4 plates and top with the stroganoff.', 'Serve immediately.']"
Missy's Wet Burritos,"['12 cup butter', '2 medium onions, diced', '1 (4 ounce) can green chilies', '1 (8 ounce) can evaporated milk', '1 (8 ounce) can cream of celery soup', '1 (4 lb) box Velveeta cheese (diced into cubes)', '1 lb hamburger or 1 lb turkey meat', '1 (16 ounce) package tortillas (20 count)', '12 teaspoon salt', '1 teaspoon pepper', '1 teaspoon season salt']","['In frying pan add hamburger or turkey meat 1 medium onion diced, salt, pepper, tony chacheres seasoning.', 'Cook meat and drain.', 'Set aside.', 'Cheese dip.', 'In large teflon pan melt butter and saute onions and green chilis.', 'Add evaporated milk (do not add water), cream of celery and let simmer; stirring constantly.', 'Slowly add in cubed cheese stirring constantly until all cheese is melted.', 'Add hamburger or turkey meat let cook for about 5 minutes.', 'When making tortillas remember to save some cheese dip to drizzle over top of burritos.', 'Take a baking dish and spray with pam then take a tortilla then fill with meat and cheese mixture.', 'Roll and set in pan until you have about a 1/2 -3/4 cup of cheese/meat mixture left.', 'Then drizzle the remaining cheese over the burritos.', 'Cook in oven for 30 minutes at 350 degrees.']"
Mediterranean Chicken,"['1 pint Cherry Or Grape Tomatoes', '25 whole Large Kalamata Olives, Pitted And Halved', '4 Tablespoons Capers, Rinsed And Drained', '2 Tablespoons Olive Oil, Divided', '4 whole Boneless, Skinless Chicken Breasts', '1 Salt And Pepper, To Tate', '3 ounces, weight Feta Cheese (optional)']","['Preheat your oven to 475 degrees F. Add the tomatoes, olives and capers to a bowl.', 'Add 3 teaspoons of the olive oil and mix, making sure everything is coated.', 'Season the chicken with salt and pepper on both sides.', 'Add 2 teaspoons of oil to a skillet over high heat (the skillet needs to be oven friendly).', 'Make sure the skillet is already hot when you add the oil.', 'Next, add the chicken to the skillet and sear on both sides.', 'Turn the heat down to medium-high and add the remaining oil.', 'Continue to cook the chicken until it is deep golden brown on all sides (this should take about 4 minutes).', 'When the chicken has browned, add the tomato mixture, and scatter it around and on top of the chicken.', 'Place the skillet in the oven and cook for about 15-18 minutes or until the chicken is cooked through and the tomatoes are softened.', 'If you want to add feta cheese, sprinkle it on top of the chicken when there are about 5 minutes left to cook.', 'Place the chicken on a plate, spoon the tomato mixture over top, and enjoy!']"
