Name,Ingredients,Instructions
Crispy Sun-Dried Tomato Crusted Chicken,"['12 cup julienne cut sun-dried tomato, drained', '2 cups corn flakes', '14 cup flour', '12 teaspoon dried rosemary', '12 teaspoon salt', '14 teaspoon black pepper', '4 boneless skinless chicken breast halves', '1 egg, beaten']","['Whirl tomatoes in food processor until chopped.', 'Add next five ingredients, whirl until cornflakes are fine crumbs.', 'Pour above mixture into a gallon ziploc bag.', 'Flatten chicken with palm of hand and dip both sides of chicken in egg.', 'Place one piece of chicken at a time in bag and coat with crumb mixture.', 'Bake on lightly greased baking sheet at 400* for 15-20 minutes or until chicken is no longer pink in center.']"
Llanfairpwllgwyngyll Gogerychyrndrobwllllanty Siliogogogoch Corn,"['1 cup cooked chopped corned beef brisket', '12 cup cooked mixed vegetables, chopped (carrots, parsnips, cabbage, onions)', '1 cup cooked beet, chopped', '2 cups boiled potatoes, chopped', 'bacon fat or vegetable shortening', '4 fluid ounces beef broth', '1 tablespoon fresh parsley, chopped', '4 eggs, poached']","['Toss the chopped meat and vegetables in a mixing bowl.', 'Heat a skillet containing the bacon fat or shortening about 1/4 inch deep.', 'Spread the hash smoothly to cover the bottom of the pan, tamping it down a bit and adding a little broth.', 'Cook without stirring over very low heat, until the hash begins to brown at the edges, at least 30 minutes.', 'Fold it as you would an omelette and slide it onto a hot platter.', 'Sprinkle with parsley.', 'Plop a poached egg on top of each serving and serve.']"
Oven-Smoked Ribs,"['1 tablespoon salt', '2 tablespoons brown sugar', '1 tablespoon freshly ground black pepper', '1 tablespoon ground cumin', '1 tablespoon chili powder', '2 tablespoons paprika', '1 rack spareribs, 2 to 3 pounds']","['Heat oven to 225 degrees.', 'While oven heats, mix together dry ingredients and rub them all over pork.', 'Layer bottom of roasting pan with hickory or oak chips and add enough water to create a shallow pool coating bottom of pan and moistening chips; do not drown them.', 'Put a rack over chips and put rubbed meat on rack.', 'Cover entire roasting pan tightly with foil, making a tent at top so smoke-flavored steam can circulate around meat.', 'Bake for 2 1/2 to 3 hours, or until meat is cooked and tender.', 'Carefully remove foil from pan and run ribs under broiler, watching carefully, until nicely crisp and browned, about 5 minutes.']"
Kimchi Potato Salad,"['1 12 lbs baby gourmet potato blend', '2 tablespoons apple cider vinegar, divided', '14-12 cup cabbage kimchi', '1 whole green onion, sliced thinly', '2 tablespoons cilantro, chopped', '1 raw carrot, shredded', '34 cup mayonnaise', '1 tablespoon sugar', '12 teaspoon salt', '12 tablespoon korean red pepper paste (gochujang)']","['Put potatoes in a pot of cold water and a handful of salt.', 'Boil roughly 15-18 minutes.', '(Do not over boil or it will fall apart)', 'Rinse with cold water so that you can cut the potatoes in half without burning your fingers.', 'Cut potatoes in half and then pour 1 1/2 Tbsp of apple cider vinegar.', 'Set aside.', 'In a small bowl, mix together the mayo, sugar, salt, gochujang, and remaining 1/2 Tbsp of apple cider vinegar.', 'In a large bowl, add the shredded carrot (you can use the large cheese grater setting), sliced green onion, and chopped cilantro.', 'Add the mayo dressing and the potatoes to the large bowl and mix gently.', 'Refrigerate, then enjoy.']"
Peas with Ham,"['2 tbsp olive oil', '1 onion, finely diced', '7 oz (200g) Serrano ham or prosciutto, diced', '3/4 cup canned crushed tomatoes', '1 tsp sweet paprika', 'One 1 lb (450g) bag frozen baby peas, thawed', '1 garlic clove, crushed', '1 tbsp finely chopped parsley', 'Salt and freshly ground black pepper', '2/3 cup dry white wine']","['Heat the oil in a frying pan.', 'Cook the onion for 5 minutes, stirring frequently, until translucent.', 'Increase the heat.', 'Add the ham and cook for about 3 minutes until it begins to brown.', 'Stir in the tomatoes and paprika.', 'Bring to a boil, then simmer for 3 minutes, stirring frequently.', 'Mix in the peas.', 'Mash the garlic, parsley, and 1/2 tsp salt together, then stir in the wine.', 'Add to the pan, and season with pepper.', 'Simmer for 5 minutes more, and serve hot.']"
Baked Kimchi Chikuwa,"['1 Chikuwa', '1 Kimchi', '1 Cheese']","['Cut the chikuwa into 4.', 'Stuff the kimchi in the hollows of the chikuwa.', ""Sprinkle with cheese, bake in a toaster oven for 5 minutes, and it's done.""]"
Crusty Apple Cobbler,"['10 rhodes crusty French rolls, thawed', '12 cup butter, melted', '21 ounces apple pie filling', '14 ounces sweetened condensed milk', '12 teaspoon cinnamon', '1 pinch allspice', '1 pinch nutmeg', '1 pinch ginger', '1 teaspoon vanilla', '1 cup maple syrup, if desired']","['Cut rolls into 1/2 inch cubes.', 'Melt butter in 9x13-inch pan and top with pie filling.', 'Sprinkle bread cubes over the pie filling.', 'Combine sweetened condensed milk, cinnamon, allspice, nutmeg, ginger and vanilla.', 'Pour mixture over bread cubes and push cubes down with a fork to absorb moisture.', 'Bake at 375F 30-35 minutes or until deep golden brown and bubbly.', 'Cool for 15 minutes and serve warm with maple syrup, if desired.']"
Italian Meatballs,"['1 lb lean ground beef', '1 lb ground pork', '34 cup plain breadcrumbs', '1 egg', '14 cup parmesan cheese (grated)', '1 medium onion (chopped)', '2 garlic cloves (chopped)', '1 teaspoon fennel seed', '1 tablespoon oregano', '2 teaspoons basil', 'extra virgin olive oil (for frying)', 'salt and pepper', 'garlic powder', '2 (14 1/2 ounce) canshunts chunky crushed tomatoes', '2 (6 ounce) cans hunts tomato paste', '14 cup extra virgin olive oil', '6 garlic cloves (cut in halves)', '1 teaspoon garlic juice (from jar)', '1 shallots (diced) or 12 small onion (diced)', '1 (14 1/2 ounce) can stewed tomatoes (Italian)', '2 tablespoons dried oregano', '4 tablespoons dried Italian seasoning', '1 teaspoon dried basil', '1 tablespoon granulated sugar', '12 teaspoon salt', '12 teaspoon black pepper']","['DIRECTIONS FOR MARINARA SAUCE:.', 'Empty Hunts chunky crushed tomatoes and Hunts tomato paste into the pot.', 'Add the extra-virgin olive oil to the pot.', 'Slice the cloves of garlic crosswise into either halves or thirds or pieces, and dump them into the pot.', 'Dice the shallot, and dump that into the pot.', 'Add the rest of the ingredients, and stir to mix well with a large long handled wooden spoon.', 'Do not strain, as the pulp adds to make this a thick and wonderful sauce.', 'Cover and cook on medium heat, stirring every 10 minutes for about an hour or until it bubbles and is completely heated throughout.', 'Reduce heat to simmer, and continue to simmer, stirring every 10 or 15 minutes to keep from burning or sticking to the bottom of the pot for 1 or 2 hours.', 'Remove from heat and give it one last stir.', 'NOTE: You may want to double the ingredients in the sauce, depending on how many people you are serving.', 'Set the sauce aside.', 'DIRECTIONS FOR MEATBALLS:.', 'Mix all meatball ingredients together.', 'Shape meatballs to desired size.', 'To serve with spaghetti I usually make them 1 1/2 in diameter, but for a meatball sub or as hors doeuvres, I make them smaller.', 'Heat olive oil in a large skillet.', 'Place meatballs into skillet and sprinkle with salt, pepper and garlic powder.', 'Continue turning the meatballs until they are done on all sides.', 'Reduce the heat and add the Marinara sauce to the skillet with the meatballs.', 'Cover and simmer for 20 to 30 minutes.']"
pizza,"['2 1/2 cup flour', '2 3/4 tsp baking powder', '1 tsp salt', '1 tbsp vegetable oil', '3/4 cup water']","['pre heat oven to 400F', 'mix dry ingredients', 'add oil and water', 'mix until it turns into a ball.', 'add more flour to mix if sticky', 'roll into desired shape and bake for 15-20 minutes']"
Chocolate - Chocolate Chip Cookies,"['2 14 cups all-purpose flour', '12 cup unsweetened cocoa powder', '1 teaspoon baking soda', '12 teaspoon salt', '1 cup brown sugar', '12 cup sugar', '1 cup unsalted butter, room temp', '2 eggs', '1 teaspoon vanilla extract', '14 teaspoon almond extract', '2 cups chocolate chips']","['Preheat oven to 375.', 'Sift together first 4 ingredient.', 'In a separate bowl beat butter until soften and beat in sugars.', 'Mix in 1 egg at a time and then the extracts.', 'Add dry ingredient a little at a time mixing well each time.', 'Mix in chocolate chips.', 'Drop cookie dough by spoonfuls on cookie sheets lined with parchment and flatten with moist finger (the dough is very sticky!).', 'Bake for about 5 minutes and then rotate sheets if necessary and bake an additional 5 minutes.']"
