Name,Ingredients,Instructions
Shrimp and Pasta in a Basil Cream Sauce,"['1 tablespoon olive oil', '1 tablespoon butter', '14 cup shallot, thinly sliced (one large shallot)', '1 tablespoon garlic, minced (2-3 cloves)', '13 lb shrimp, peeled and deveined', '13 cup grape tomatoes (2 good handfuls) or 13 cup cherry tomatoes (2 good handfuls)', '12 ounce pine nuts (about a quarter of a small bag)', '12 cup dry vermouth or 12 cup dry white wine', '1 cup heavy cream', '2 tablespoons basil, sliced in a chiffinade (about 10 to 12 large leaves)', '13 lb pasta (I used spaghetti)', '2 tablespoons chives, chopped', 'salt and pepper']","['Start the water for the pasta.', 'When it comes to a boil, add salt and pasta and cook until al dente.', 'In a skillet, heat olive oil and butter.', 'When butter stops foaming, add shallots and garlic, and a pinch of salt and black pepper, and saute until shallots are tender.', 'Add shrimp, grape tomatoes, and pine nuts and cook until tomatoes burst.', 'Remove everything from pan and keep warm.', 'Return pan to heat and add vermouth.', 'Allow to cook down for 1 minute while scraping up the brown bits from the bottom of the pan.', 'Add the cream, and salt and pepper to taste.', 'I used about 20 grinds of fresh ground black pepper and a healthy pinch of kosher salt.', 'Stir well and cook until cream reduces and thickens.', ""Stir often during this process so your cream doesn't stick to the bottom and burn."", 'To chiffinade the basil, pile the basil leaves neatly on top of each other, then roll the whole pile into a long, tight log.', 'Cut the log into thin slices.', 'When sauce reaches desired thickness, add basil to cream sauce and stir well.', 'Cook for a minute or two to let the basil infuse the cream.', 'Return shrimp and tomato mixture to pan and heat through.', 'Serve over your choice of pasta.', 'Garnish with chives and parmesan cheese, if desired, and serve with crusty bread and a nice salad on the side.', 'Enjoy!']"
Smoked Fish & Broccoli Flan,"['1 12 cups flour', '14 cup bran flakes', '100 g butter', 'cold water', '1 large onion (chopped)', '1 teaspoon butter', '1 12 broccoli florets', '2 eggs', '1 cup evaporated milk', '14 cup milk', '1 teaspoon mixed herbs', '1 cup tasty cheese', 'salt and pepper', '250 g smoked fish fillet', 'paprika']","['Combine flour and bran in basin.', 'Rub in butter until mixture resembles breadcrumbs.', 'Add sufficient cold water to mix it to a firm dough.', 'Roll out on a floured board and line a 25cm dish.', 'Chill for 30 minutes.', 'Prick with fork, then cook, high power, 7-11 minutes, or until crisp and golden.', 'Set aside.', 'Place onion and butter in small microproof dish and micro-cook, high power, 3 minutes.', 'Wash broccoli and place in small microproof casserole dish.', 'Cover and micro-cook, high power, 2-3 minutes.', 'Place eggs, evaporated milk, milk, herbs, half the cheese and salt and pepper in microproof jug.', 'Mix well and micro-cook, high power, 2 1/2 - 3 minutes, stirring twice.', 'Arrange broccoli, onion and smoked fish in cooked flan.', 'Pour over milk/cheese mixture.', 'Sprinkle with remaining cheese and paprika.', 'Micro-cook, medium-low power (50%) 8-10 minutes.']"
Berry Blast Breakfast Smoothie,"['1 cup frozen mixed berries', '1 frozen banana, slices', '1/2 cup vanilla yogurt (can use low fat)', '1/4 cup orange juice', '1 tbsp honey', '1 tbsp hemp seeds (optional) (I use Manitoba Harvest hemp hearts)']",['Combine all ingredients together in a blender and puree until smooth.']
Turkey Roast Supreme (Crock Pot),"['2 cups baby carrots', '1 23 cups sliced celery', '1 tablespoon olive oil', '1 12 cups sliced onions', '2 garlic cloves, minced', '1 teaspoon olive oil', '1 teaspoon paprika', '1 teaspoon pepper', '2 12 lbs turkey breast', '1 cup chicken broth', '2 teaspoons italian sodium-free seasoning', '34 cup evaporated milk', '2 tablespoons all-purpose flour']","['Layer carrots and celery, in order given, in 3 1/2 to 4 quart crock pot.', 'Heat 1 tablespoon of olive oil in large frying pan on medium.', 'Add onion.', 'Cook for about 10 minutes, stirring often, until onion is softened and starting to brown.', 'Add to crock pot.', 'Combine minced garlic, 1 tsp olive oil, paprika and pepper in small dish.', 'Rub spice mixture on turkey breast roast.', 'Place over onions in crock pot.', 'Pour broth around roast.', 'Sprinkle with Italian sodium-free seasoning.', 'Cook, covered, on low for 7 to 8 hours or on high for 3 1/2 to 4 hours.', 'Transfer meat to cutting board.', 'Cover with foil.', 'Let stand for 10 minutes.', 'Stir evaporated milk into flour in small bowl until smooth.', 'Add to crock pot.', 'Stir.', 'Cook, coered on high for about 15 minutes until boiling and slightly thickened.', 'Cut roast into thin slices.', 'Arrange on serving platter.', 'Spoon vegetables and sauce over top.']"
Eggless Chocolate Chipit Snackin' Muffins,"['1 12 cups all-purpose flour', '1 cup granulated sugar', '2 tablespoons cocoa', '1 teaspoon baking powder', '1 teaspoon baking soda', '12 teaspoon salt', '14 cup oil', '1 teaspoon vanilla', '1 tablespoon vinegar', '1 cup warm water', '12 cup chocolate chips']","['Preheat oven to 400 degrees.', 'In a bowl combine flour, sugar, cocoa, baking powder, baking soda and salt.', 'Make a well in the centre.', 'Add oil, vanilla, vinegar and warm water.', 'Stir just until moist.', 'Stir in chocolate chips Spoon batter into paper-lined muffin tins, filling to top.', 'Bake for 15-20 minutes.']"
Sideways Sour,"['1 1/2 ounces pisco (South American grape-based spirit)', '1 1/2 ounces chilled white grape juice', '1/2 ounce fresh lemon juice', '1/2 ounce fresh lime juice', '1 large egg white', '1/2 ounce Cointreau or other triple sec', 'Ice', '1/2 ounce Pinot Noir']","['In a cocktail shaker, combine all of the ingredients except the ice and Pinot Noir.', 'Shake vigorously for 30 seconds.', 'Add ice and shake again.', 'Strain into a chilled martini glass.', 'Add the Pinot Noir.']"
Chicken Soup,"['1 large fowl, fresh or frozen, or 1 large roasting chicken, discard the organs but reserve the neck', '2 Knorr chicken bouillon cubes', '3 large onions, peeled and sliced', '4 carrots, cut into 2-inch chunks', '3 parsnips, cut into 2-inch chunks', '4 stalks celery, cut into 2- inch slices', '1 bunch parsley, well rinsed', '2 teaspoons black peppercorns', '5 cloves garlic, peeled', 'Approximately 3 to 4 quarts cold water', 'Additional chunks of carrots, celery, and parsnips and more sliced onions', 'Salt and freshly ground black pepper to taste']","['Rinse the chicken and neck well and place them in a very large pot or kettle.', 'If you are using a frozen fowl, dont bother defrosting it.', 'Add the bouillon cubes and the cut-up vegetables, parsley, peppercorns, and garlic.', 'Cover completely with cold water and bring to a simmer.', 'Cover the pot, leaving the lid off center so that some steam escapes.', 'Cook for 2 hours over very low heat.', 'The soup should be just barely simmering.', 'Let the soup cool with the chicken in it for an additional half-hour at room temperature, and then strain off the liquid.', 'You should have about 3 quarts liquid.', 'Refrigerate the soup until very cold and then scrape off the fat that has solidified on top and discard it.', 'You can use the cooked chicken for chicken salad or add it back to the soup before serving.', '(It wont have much taste.)', 'Discard the cooked vegetables (or eat them out of the bottom of the pot the way I do).', 'Reheat the soup and taste before adding any additional vegetables or seasoning.', 'If the soup is very undersalted, I like to add another bouillon cube rather than straight salt; try adding one-half a cube at a time to avoid oversalting.', 'I like lots of pepper in my soup.', 'Add the remaining vegetables and cook only until they are tender.']"
Coriander Potatoes,"['6 russet potatoes, cut into rounds', '3 tablespoons olive oil', '2 1/4 teaspoons ground coriander', 'Chopped fresh cilantro']","['Preheat oven to 350F.', 'Mix potatoes and oil in large bowl.', 'Season generously with salt and pepper.', 'Transfer to large baking sheet.', 'Bake until tender and brown, turning after 30 minutes, about 45 minutes.', 'Transfer to large bowl.', 'Mix in coriander and cilantro and serve.']"
Salmon Stir-Fry,"['1 orange, juice of', '1 tablespoon runny honey', '2 tablespoons soy sauce', '1 tablespoon olive oil', '150 g broccoli florets', '2 salmon fillets, skinned and sliced', '100 g green beans, topped and tailed', '6 cherry plum tomatoes, halved', '150 g ready prepared Baby Spinach', '50 g walnut halves', '2 avocados, peeled, stoned and sliced', 'serve with freshly cooked noodles']","['Mix together the orange juice, honey and soy sauce.', 'Set aside.', 'Heat the oil in a large wok, add the broccolli and stir-fry for 2 minutes.', 'Add the salmon and green beans and cook for a further 2 minutes.', 'Now add the remaining ingredients and fry for 2 minutes more, stirring gently all the time, until the vegetables are just done but remain some crunch.', 'Pour over the orange dressing and geat throughly for 1 minute, stirring.', 'Divide the freshly cooked noodles between 4 warm bowls, pile the stir-fry on top and serve immediately.']"
Indian Peanut Stew,"['2 cups uncooked brown rice', '6 cups water', '1 tablespoon olive oil', '1 large white onion, chopped', '4 cloves garlic, minced', '3 tablespoons grated fresh ginger root', '1 (28 ounce) can diced tomatoes with juice', '1/8 teaspoon cayenne pepper', '1 cup chunky natural peanut butter']","['Place rice and water in a large saucepan and bring to a boil.', 'Cover, and reduce heat to low.', 'Simmer until rice is tender and water has absorbed, about 30 minutes.', 'Heat olive oil in a large saucepan over medium-low heat.', 'Add onion, and cook until soft and golden, stirring frequently.', 'Add garlic and ginger, and cook until fragrant, about 5 minutes.', 'Stir in tomatoes, and season with cayenne pepper.', 'Increase heat to medium, and bring to a gentle simmer.', 'Stir in peanut butter and heat through.', 'The mixture will thicken.', 'Serve over rice.']"
