Name,Ingredients,Instructions
Guittard Super Cookie Chip Cookies (50% More Chocolate),"['1 cup all-purpose flour, unsifted, plus', '2 tablespoons all-purpose flour', '12 teaspoon baking soda', '12 teaspoon salt', '12 cup butter, softened (I use 1 CUP, unsalted butter)', '6 tablespoons granulated sugar', '6 tablespoons light brown sugar, packed', '1 egg, large', '12 teaspoon vanilla (I use 1-1/2 tsp Vanilla Bean Paste)', '2 cups semi-sweet chocolate chips (Guittard Super Cookie Chips, 10 oz. package)', '12 cup walnuts, chopped (optional)']","['Preheat oven to 375F.', 'In a small bowl, combine flour, baking soda and salt; set aside.', 'In a large bowl, cream butter, granulated sugar and brown sugar until light.', 'Beat in egg and vanilla until smooth.', 'Stir in chocolate chips and walnuts.', 'Drop by well-rounded teaspoonfuls (or cookie scoop) onto ungreased (I always use parchment paper) cookie sheets, spacing at least 2-inches apart.', 'Bake 8-10 minutes or until golden brown.']"
Quick Mushroom Pork Chops,"['1 Tbsp. oil', '4 boneless pork chops (1 lb.)', '1 can (10-3/4 oz.) condensed cream of mushroom soup', '1/2 cup milk', '3 Tbsp. KRAFT Zesty Italian Dressing', '2 cups frozen peas', '3 cups hot cooked instant white rice', '1/4 cup KRAFT Grated Parmesan Cheese']","['Heat oil in large nonstick skillet on medium-high heat.', 'Add chops; cook 4 min.', 'on each side or until browned on both sides.', 'Add soup, milk, dressing and peas; mix well.', 'Cook on medium-low heat 4 min.', 'or until meat is done (145F), stirring occasionally.', 'Remove from heat; let stand 3 min.', 'Spoon meat mixture over hot rice; top with cheese.']"
Ranch Chicken (Or Turkey) Loaf,"['2 eggs, beaten', '2 cups corn flakes, crushed', '3 tablespoons salsa', '2 tablespoons fat free ranch dressing', '1 teaspoon chili powder', '1 teaspoon cumin', '20 ounces ground chicken (or you can use ground turkey if you prefer)', '14 cup low-fat parmesan cheese (optional)', 'sour cream (optional)']","['Preheat the oven to 350 degrees F.', 'In a large bowl, mix together the eggs, crushed corn flakes, salsa, salad dressing, chili powder, and cumin.', 'Add chicken and mix gently but thoroughly.', 'Shape into loaf on slotted baking pan or broiler pan.', 'Bake for 1 hour, until internal temperature registers 175 degrees F.', 'Cover with foil and let stand for ten minutes.', 'Slice and serve with sour cream and more salsa.', 'Add some parmesan cheese if so desired.']"
Baked to Perfection Chicken Quesadillas,"['1 Boneless, Skinless Chicken Breast, Cut Into 1/2 Inch Cubes', '1- 1/2 Tablespoon Fajita Seasoning', '1/2 Tablespoons Vegetable Oil', '1/2 Red Pepper, Diced', '1/2 Green Pepper, Diced', '1/4 Onion, Diced', '2 Tortilla Wraps (10-inch)', '1/2 cups Cheddar Cheese, Shredded', '1/2 cups Monterey Jack Cheese, Shredded', 'Guacamole, Sour Cream, And Salsa, To Serve (optional)']","['Arrange one oven rack on the top shelf and the other on the bottom.', 'Preheat boiler on high.', 'In a medium bowl, toss cubed chicken with fajita seasoning.', 'Set aside while oven preheats.', 'When oven is ready, place chicken on a greased baking tray.', 'Place tray on the top shelf of the oven and broil for 5 minutes.', 'Remove chicken and lower oven temperature to 350 degrees F.', 'In a large skillet, heat vegetable oil over medium.', 'Add red pepper, green pepper, onion and chicken.', 'Continuously stir and cook for 510 minutes.', 'Take a tortilla wrap and spread half the chicken mixture onto one side.', 'Sprinkle with half the cheddar cheese and Monterey Jack cheese.', 'Fold tortilla wrap over and place on a baking tray.', 'Repeat with the second tortilla wrap.', 'Place tray in the middle rack of the oven and bake for 10 minutes until cheese is melted.', 'Cut into 4 slices and serve with guacamole, salsa and sour cream.']"
Enchanted Sour Cream Chicken Enchiladas,"['2 cups cubed cooked chicken', '1 cup sour cream', '1/8 teaspoon salt', '1 pinch ground black pepper', '1/2 cup vegetable oil for frying', '12 (5 inch) corn tortillas', '1 (4 ounce) can chopped green chilies, drained', '2 cups shredded Monterey Jack cheese']","['Preheat an oven to 400 degrees F (200 degrees C).', 'Grease a 9x13 inch baking dish.', 'Combine the chicken, sour cream, salt, and pepper in a bowl; set aside.', 'Heat the oil in a skillet over medium-high heat.', 'Dip the corn tortillas into the hot oil one at a time until softened, about 10 seconds each.', 'Spoon a heaping tablespoon of chicken mixture onto each tortilla, spread down the center and roll into a cylinder.', 'Place seam side down into the prepared baking dish.', 'When all tortillas are filled and rolled, sprinkle the green chiles over all and top with the shredded Monterey Jack cheese.', 'Bake in the preheated oven until the cheese has melted and the enchiladas are hot, 12 to 15 minutes.']"
Turkey gravy,"['1 turkey neck', '1 turkey liver', '1 turkey heart', '1 stick celery', '1 onion', '1 carrot', '1 bayleaf', '1 1/2 liter water', '1 stock cube', '1 small glass white wine', '1 tsp corn flour']","['When you buy the turkey, ask the butcher to put the neck and giblets in another bag and put them in the fridge.', 'When you are ready to make the gravy (you can do it while the turkey is roasting or you can make the stock the day before and leave it in the fridge), put them in a pan with the vegetables and the bayleaf and when it starts to boil, cover, turn heat down to minimum and leave to simmer for an hour and a half.', ""Strain the liquid into a smaller saucepan (you can use the other ingredients for your pet dog's Christmas Dinner if you have one!)."", 'Add the stock cube at this stage if you are going to use one.', 'This is where you either transfer to an airtight container, leave to cool and put in the fridge for tomorrow OR carry on.', 'When the turkey is ready, separate the juices from the roasting tray', 'and put them into the pan', 'Dissolve the corn flour in the white wine (and pour a glass for yourself!!)', 'and add to the pan.', 'Turn the heat up and simmer for 15 minutes to thicken', 'When you have put the turkey onto the carving plate, pour the gravy into the roasting tray to get all the tasty bits that have stuck to it', 'Carefully pour back into the pan, test for salt and pepper and add if necessary.', 'Turn the heat up if you want it to thicken more.', 'Enjoy!', '!']"
Easy Southern Chicken Casserole,"['2 cups deboned cooked chicken', '1 cup sour cream', '1 can cream of mushroom soup', '1 can cream of chicken soup', '1 can cream of celery soup', '1 package Ritz cracker, crushed', '12 cup margarine, melted']","['Place cooked chicken in a baking dish.', 'Mix sour cream and soups.', 'Pour over chicken.', 'Mix cracker crumbs and melted margarine.', 'Sprinkle on top of casserole.', 'Bake in 350 degree oven for 25 minutes or until lightly browned.']"
Banana Purse,"['Nonstick vegetable cooking spray', '3 bananas, peeled and thinly sliced', '1/4 cup maple flavored pancake syrup', '1 package frozen puff pastry (2 sheets), thawed', '1 tablespoon granulated sugar', '1 teaspoon ground cinnamon', '2 tablespoons whole milk']","['Position rack in center of oven and preheat to 400 degrees.', 'Line a heavy large cookie sheet with foil.', 'Spray foil with nonstick spray.', 'In a medium bowl combine bananas and syrup.', 'Mash bananas slightly with a fork.', 'On a clean surface, lay flat 1 sheet of puff pastry.', 'Cut pastry in 1/2 lengthwise.', 'Using a rolling pin, roll out each pastry sheet into a 15 by 5-inch rectangle.', 'Cut each rectangle crosswise into thirds, forming 6 squares total.', 'Evenly distribute 1/2 of the banana mixture onto center of each square.', 'Fold corners of pastry into center and pinch ends together, twisting to seal.', 'Repeat with remaining sheet of puff pastry and banana mixture.', 'Arrange pastries on prepared cookie sheet.', 'In a small bowl, combine sugar and cinnamon.', 'Brush pastries with milk.', 'Sprinkle cinnamon-sugar over pastries.', 'Bake for 15 minutes or until golden.', 'Serve warm.']"
Meringue Porcupines,"['Swiss Meringue (recipe follows)', '1/2 cup heavy cream', '1 drop pure almond extract', '1 cup plus 2 tablespoons best-quality apricot preserves', '4 large egg whites', '1 cup sugar', 'Pinch of cream of tartar', '1/2 teaspoon pure vanilla extract', '(makes 4 cups)']","['Preheat oven to 200F.', 'Line two baking sheets with parchment.', 'Scoop a spoonful of meringue onto a large oval soupspoon, and use another soupspoon to form meringue into the shape of a small egg.', 'Use second spoon to push meringue oval off first spoon and onto parchment.', 'Spoon 12 ovals onto each prepared baking sheet.', 'Using a small offset spatula, pull out spikes of meringue, creating a porcupine effect.', 'Bake cookies until they are crisp on outside but have marshmallow consistency inside, about 1 hour.', 'Reduce oven to 175F if meringue starts to brown.', 'Remove from oven, and gently press bottom of each meringue so that it caves in and can be filled.', 'Turn off oven, and return meringues to oven to dry, about 20 minutes.', 'Let cool completely on parchment on wire racks before filling.', 'Put cream and almond extract in the chilled bowl of an electric mixer fitted with the whisk attachment, and mix on medium speed until just stiff, about 2 minutes.', 'Fill half of the hollowed meringues with cream, and the remaining halves with preserves.', 'Sandwich together.', 'Serve immediately.', 'Put egg whites, sugar, and cream of tartar in the heatproof bowl of an electric mixer set over a pan of simmering water.', 'Cook, whisking constantly, until sugar has dissolved and mixture is warm to the touch, 3 to 3 1/2 minutes.', 'Transfer bowl to electric mixer fitted with the whisk attachment; beat, starting on low speed and gradually increasing to high, until stiff, glossy peaks form, about 10 minutes.', 'Add vanilla; mix until combined.', 'Use immediately.', '1.', 'After scooping meringues onto a parchment paperlined baking sheet, use an offset spatula to pull out little spikes.', '2.', 'Bake for one hour, then push in the bottoms of the baked cookies so you can fill them with whipped cream and preserves.', 'Let dry and cool completely before sandwiching pairs together.']"
Crab and Shrimp Chopped Salad with Thousand Island Dressing,"['1 head Romain Lettuce, Chopped', '1/2 heads To 1 Whole Head Iceberg Lettuce, Chopped', '1 cup Halved Yellow Cherry Tomatoes', '3 whole To 4 Whole Tomatoes, Seeded And Diced', '4 stalks Celery, Diced', '1 whole Large Or 2 Small European Cucumbers, Unpeeled, Diced', '1 whole Orange Sweet Pepper, Stem And Seeds Removed Then Diced', '1/2 pounds To 1 Pound Salad Shrimp, Rinsed And Drained', '1/2 pounds To 1 Pound Lump Crab Meat (in The Can From The Refrigerated Section At Your Grocery Store)', '4 whole Hard Boiled Eggs, Peeled, Quartered Lengthwise', 'Chives, Snipped For Garnish (optional)', '1 cup Mayonnaise', '1/4 cups Chili Sauce', '2 Tablespoons Sweet Pickle Relish', '2 Tablespoons White Wine Vinegar', '2 teaspoons White Granulated Sugar', '2 teaspoons Finely Mined White Onion', '1 teaspoon Worcestershire Sauce', '1/4 teaspoons Salt', '1 dash Ground Black Pepper']","['For the Thousand Island Dressing:', 'Combine all ingredients well in a medium bowl.', 'Cover and refrigerate for at least an hour prior to serving to allow flavors to blend.', 'Serve with Crab and Shrimp Chopped Salad.', 'For the salad:', 'In a large bowl toss together the lettuces, tomatoes, celery, cucumbers and peppers.', 'Set aside.', 'In another bowl, toss together the shrimp and crab.', 'Divide salad among four salad plates or bowls.', 'Top each salad with the shrimp and crab mixture.', 'Arrange quartered eggs around salad.', 'Garnish with chopped chives if desired.', 'Serve with Thousand Island dressing or dressing of choice.']"
Mac 'N Double Cheese Soup,"['3 cups water', '2 cups milk', '1 pkg. (14 oz.) KRAFT Deluxe Macaroni & Cheese Dinner', '2 cups frozen vegetable blend', '1/2 lb. (8 oz.) VELVEETA, cut into 1/2-inch cubes']","['Bring water and milk to boil in large saucepan.', 'Stir in Macaroni and vegetable blend.', 'Return to boil; simmer on medium-low heat 12 to 14 min.', 'or until macaroni is tender.', 'Add VELVEETA and Cheese Sauce from pouch; cook until VELVEETA is completely melted and mixture is well blended, stirring constantly.']"
