Name,Ingredients,Instructions
Grape Pie,"['4 12 cups grapes', '34 cup sugar', '14 cup flour', '1 tablespoon tapioca', '1 tablespoon lemon juice', '1 tablespoon butter', '1 pie dough, recipe', '12 cup quick oats', '12 cup brown sugar, packed', '14 cup all-purpose flour', '14 cup butter']","['Stem grapes, wash, drain and squeeze from skins.', 'Chop skins and set aside.', 'Simmer pulp for 5 minutes.', 'Remove from heat and immediately put through a food press or strainer to separate seeds.', 'Discard seeds.', 'Stir pulp and skins together.', 'Blend in sugar 1/4 cup flour, tapioca, lemon juice and 1 tablespoon butter.', 'Roll out pie dough to fit 9 inch pie pan and place in pan.', 'Spoon grape mixture into pie shell.', 'Combine topping ingredients until it resembles a coarse crumble.', 'Sprinkle over pie.', 'Bake at 425 degrees F for 10 minutes.', 'Reduce to 350 degrees F and bake an additional 30 minutes.']"
Cristina Ferrare's Super Bowl Guacamole,"['4 ripe avocados', '14 cup white onion, finely chopped', '12 cup cilantro, finely chopped', '2 limes, juiced', '2 teaspoons kosher salt', '1 jalapeno, finely chopped', '3 garlic cloves']","['Split the avocados along their sides and divide in half.', 'Remove the pits.', 'In a ceramic or glass bowl, smash the avocados with a potato masher until smooth.', 'Add the next 6 ingredients, and continue to mash until fluffy.', 'Place one of the pits in the middle of the guacamole to help keep it from turning dark.', 'Cover with plastic wrap and chill for about an hour before serving.', 'Serve with warm tortilla chips.']"
Low Salt Veggie Soup With Beef Broth,"['12 cup frozen peas', '12 cup frozen corn', '14 cup frozen cauliflower', '1 tablespoon minced garlic clove', ""1 teaspoon bell's seasoning"", '14 teaspoon paprika', '14 teaspoon ground ginger', '14 teaspoon ground pepper', '1 teaspoon dehydrated onion', '14 teaspoon sage', '2 bay leaves', '12 cup water', '1 (14 1/2 ounce) can low sodium beef broth', '1 tablespoon Worcestershire sauce']","['take out frozen vegetables ahead of time to let them thaw out a little bit (or use fresh veggies but you will need to soften the veggies a bit as seen in the next step).', 'Put partially thawed vegetables in a saucepan with a lid.', 'Pour in the water and swirl it around the bottom.', ""Add Garlic, Bell's Seasoning, Paprika, Ginger, Pepper, Onion, Sage, and Bay Leaves."", 'Mix well with Vegetables.', 'Put on high heat without cover until the water begins to boil.', 'Then put cover on and turn heat down to med-low.', 'Cook until the cauliflower is soft enough to break apart with a fork.', '(The water will be low, the veggies are being steamed.If the water runs out then - add hot, preferably boiling water)', 'Take of the heat temporarily and break the Cauliflower into smaller pieces.', 'Turn up heat to Medium.', 'Add the beef broth and Worcestershire Sauce.', 'When the soup begins to boil again, let it boil for 2-3 more minutes.', 'Add any further seasonings to your taste.', 'Ready to serve.']"
Mud Hen Bars,"['14 cup shortening', '14 cup butter', '1 cup sugar', '3 large eggs, divided', '1 12 cups flour', '1 teaspoon baking powder', '14 teaspoon salt', '1 cup walnuts', '12 cup chocolate chips', '1 cup miniature marshmallow', '1 cup brown sugar, firmly packed']","['Cream shortening, butter,and sugar.', 'Beat in 1 egg and 2 egg yolks.', 'Add flour, baking powder, and salt.', 'Spread batter in a 9 x 13 pan.', 'Sprinkle walnuts, chocolate chips and marshmallows over batter.', 'Beat the two egg whites remaining until stiff.', 'Fold in brown sugar; spread over top.', 'Bake at 350 degrees Fahrenheit for 30 to 40 minutes.', 'WATCH IT.']"
Roasted Pork Tenderloins,"['2 pork tenderloins (about 3 pounds total)', '1 tablespoon olive oil or vegetable oil', '2 teaspoons kosher salt', '1 teaspoon coarsely ground black pepper']","['Position the oven racks so that the top rack is about 6 inches from the top of the oven.', 'Preheat the oven to convection roast at 425F.', 'Rub the tenderloins with the olive oil, salt, and pepper.', 'Arrange them at least 3 inches apart on the roasting rack that comes with the oven.', 'Roast the tenderloins on the top rack for 25 minutes or until an instant-read thermometer registers 160F.', 'Transfer the tenderloins to a cutting board and let them rest, covered with foil, for 5 minutes.', 'Cut into crosswise diagonal slices.', 'Rub the tenderloins with olive oil and then with 1 tablespoon lemon pepper seasoning.', 'Roast as directed above.', 'Place the tenderloins in a large, heavy-duty zip-top plastic bag.', 'Add 3 minced garlic cloves, 1 cup soy sauce, 1/2 cup hoisin sauce, 2 tablespoons honey, 2 tablespoons ketchup, 2 tablespoons cider vinegar, 2 tablespoons dry sherry, and 1 teaspoon five-spice powder.', 'Seal the bag and knead it so that the pork and marinade are evenly distributed.', 'Refrigerate for at least 3 hours or overnight.', 'Remove the tenderloins from the marinade and roast as directed above, basting twice.']"
Roasted Cauliflower and Potatoes With Lemon and Feta,"['12 head cauliflower, trimmed and broken into florets', '6 -8 small yellow potatoes, such as Dutch or fingerling', '1 teaspoon smoked paprika', '1 teaspoon cumin', '1 teaspoon kosher salt', '1 teaspoon lemon pepper', '2 tablespoons olive oil', '2 tablespoons lemon juice', '14 cup fresh cilantro, chopped', '1 cup feta cheese, crumbled']","['Preheat oven to 425 .', 'Place cauliflower and potatoes in a shallow baking dish large enough to accommodate as a single layer.', 'Drizzle about 2 tblsp of olive oil over them.', 'Sprinkle with smoked paprika, cumin, a couple of good pinches of salt and lemon pepper.', 'Toss to coat evenly.', 'Roast for about 20-25 minutes occasionally shaking and stirring to rotate potatoes and cauliflower throughout.', 'When potatoes are fork tender and cauliflower is deep golden brown remove from the oven.', 'While oven is still hot place 2 pita breads on oven rack and let toast until slightly crispy and charred.', 'Meahwhile sprinkle lemon juice and cilantro and feta over the potatoes and cauliflower and toss together.', 'Serve with toasted pita and a dollop of hummus on the side.']"
Carrots and Turnips with Honey Pecans,"['1 pound Carrots', '1 pound Turnips', '5 Tablespoons Butter Or Margarine, Divided', '2 Tablespoons Honey', '1/2 cups Chopped Pecans', '1/2 teaspoons (rounded) Salt', '2 Tablespoons Packed Brown Sugar']","['Peel and cut carrots into no larger than 1/2-inch slices.', 'Peel turnips and cut them into 1-inch cubes.', 'Place carrots and turnips in a medium saucepan and fill with enough water to cover the vegetables.', 'Cover pan loosely and bring water to a boil.', 'Reduce heat to medium and boil for about 15 minutes or until vegetables are tender.', 'I use a small pointed sharp knife to test tendernessthey are done when the knife easily slides in and out.', 'While carrots and turnips boil, make the honey pecans.', 'Place a medium skillet on medium to medium high heat.', 'Add 1 tablespoon of butter and the honey.', 'Stir gently as the butter melts.', 'Add pecans, and cook for a couple minutes.', 'Remove from heat and spread pecans in a single layer on a parchment paper lined baking sheet to dry out.', 'Allow enough space between pecan pieces to prevent excessive clumping.', 'When carrots and turnips are tender, drain them.', 'Add the remaining butter, salt and brown sugar and toss to combine.', 'Then mash them using a potato masher.', 'Place them in a serving bowl.', 'Break up the pecan clumps and sprinkle them over the mashed carrots and turnips.', 'Makes 4 to 6 servings.']"
Favorite Topped Deviled Eggs,"['12 hard-cooked eggs', '4 oz. (1/2 of 8-oz. pkg.) PHILADELPHIA Neufchatel Cheese, softened', '3 Tbsp. KRAFT Light Mayo Reduced Fat Mayonnaise', '2 tsp. GREY POUPON Dijon Mustard', '2 tsp. HEINZ Distilled White Vinegar', '1 tsp. sugar', '1/8 tsp. paprika']","['Cut eggs lengthwise in half.', 'Remove yolks; place in medium bowl.', 'Add all remaining ingredients except paprika; mix well.', 'Spoon into resealable plastic bag.', 'Cut small piece off one bottom corner of bag; use to pipe filling into egg white halves.', 'Sprinkle with paprika.', 'Add your choice of Suggested Toppings (see tip) just before serving.']"
German Marble Cake,"['1 cup butter', '1 1/2 cups white sugar', '4 eggs', '1 cup milk', '1 teaspoon almond extract', '3 1/4 cups all-purpose flour', '1 tablespoon baking powder', '1/8 teaspoon salt', '1/4 cup unsweetened cocoa powder', '3 tablespoons dark rum']","['Preheat oven to 350 degrees F (175 degrees C).', 'Grease and flour one 10 inch tube pan.', 'In a large bowl, cream the butter with the sugar.', 'Beat in the eggs, then the milk and almond extract.', 'In another bowl, stir together the flour, baking powder and salt.', 'Beat the flour mixture into the creamed mixture.', 'Turn half of the batter into another bowl and stir in the cocoa and rum.', 'Layer the light and dark batters by large spoonfuls and then swirl slightly with a knife.', 'Bake the cake in at 350 degree F (175 degree C) for about 70 minutes, or until it tests done with a toothpick.', 'Transfer to a rack to cool.', 'Makes about 14 to 16 servings.']"
Beef Pasanday,"['1 cup plain yogurt', '1 teaspoon ginger-garlic paste', '2 teaspoons crushed red pepper flakes', '12 teaspoon ground black cumin', '12 teaspoon ground cloves', '14 teaspoon ground turmeric', '2 teaspoons salt', '2 lbs round steaks, cut into small cubes', '34 cup vegetable oil', '1 medium onion, thinly sliced', '1 12 tablespoons lemon juice', '1 bunch fresh cilantro, for garnish', '4 fresh green chilies, for garnish']","['In a medium bowl, combine yogurt, ginger garlic paste, pepper flakes, cumin, cloves, turmeric and salt.', 'Mix in beef until evenly coated.', 'Refrigerate for 4 hours.', 'Heat oil in a large heavy skillet over medium-high heat.', 'Fry onion until golden brown.', 'Remove 1 tablespoon of onion, and set aside for garnish.', 'Reduce heat to low.', 'Place meat in skillet, cover, and cook until tender, about 25 minutes.', 'Check every 10 minutes, and add water if necessary.', 'Pour in lemon juice, and simmer for 10 minutes.', 'Garnish with cilantro, green chiles, and reserved fried onion.', 'Serve hot with naan or chapati.']"
Individual Caramel Pecan Fudge Tarts,"['2 cups flour', '12 teaspoon salt', '2 teaspoons granulated sugar', '34 cup cold butter, unsalted', '4 -6 tablespoons ice water', '12 cup light corn syrup or 12 cup brown sugar corn syrup', '34 cup caramel', '2 tablespoons butter', '12 cup brown sugar', '14 teaspoon salt', '2 teaspoons vanilla extract', '1 teaspoon vinegar (cider or white)', '3 large eggs', '34 cup chocolate chips', '34 cup chopped pecans']","['To make the crust: Whisk together the dry ingredients in a medium bowl.', 'Cut the butter into small cubes, and work it into the dry ingredients using your fingers, a pastry blender or fork, or a mixer until the dough is unevenly crumbly.', 'For the crust, drizzle in ice water, mixing until the dough is cohesive.', ""Grab a handful; if it holds together willingly and doesn't seem at all dry or crumbly, you've added enough liquid."", 'Divide the dough in half, and shape each half into a disk.', 'Roll each on its edge along a floured work surface, as though the disk were a wheel, to smooth the edges out.', ""Pat the disks till they're about 1-inch thick, wrap in plastic wrap, and refrigerate for at least 30 minutes, or for up to 2 days."", ""Remove the dough from the refrigerator; if it's been refrigerated for longer than an hour, allow it to warm a bit and become flexible, 15 to 30 minutes."", 'Divide each piece of dough into six equal pieces; each will weigh about 1 1/2 ounces, if you have a scale.', 'Gently round each piece into a disk.', 'Flour your work surface; a silicone rolling mat works well here.', 'Roll each disk into a 6-inch circle.', 'A miniature silicone rolling pin works well here; that size pin fits this job perfectly.', 'Press the circles of dough into the wells of a standard muffin pan, either metal or silicone.', ""The pan doesn't need to be greased."", 'Crimp the edges of crust that extend above the wells of the pan.', ""This is kind of fussy work, but don't stress about it too much; your raggedy crimping will smooth out a bit in the oven, and anyway, when you serve the tarts people will be focusing on the luscious-looking filling, rather than the edge of the crust."", 'Refrigerate the tart shells, and preheat the oven to 350F, while you prepare the filling.', 'To make the filling: In a small saucepan set over low heat, or in the microwave, heat together the corn syrup, caramel, butter, sugar, and salt, stirring till the mixture is smooth.', ""Don't let it get too hot; just heat until the caramel and butter melt."", 'Remove from the heat, and stir in the vanilla and vinegar, then the eggs, beating until everything is well combined.', 'To assemble the tarts: Sprinkle 1 tablespoon chocolate chips in the bottom of each tart shell.', 'Add a scant 3 tablespoons (a scant 2 ounces) caramel filling; a muffin scoop works well here.', 'The filling should come to within about 3/8-inch of the top of the pastry.', 'Sprinkle 1 tablespoon chopped pecans atop the filling.', 'Suggestion: assemble one tart first, so you can see how much filling to add without it overflowing once you add the pecans.', 'If you have leftover filling, bake it in a custard cup, if desired.', 'Bake the tarts for 45 minutes (in a metal muffin pan), or 40 minutes (in a silicone muffin pan).', 'The tarts will puff up and become golden brown and bubbly.', ""Remove them from the oven (they'll fall down; that's what they're supposed to do), and serve warm, or at room temperature."", 'Ice cream or whipped cream is always a plus.']"
5 Minute Toasted Almond Cheesecake Pie,"['1-1/4 cups cold milk', '1/4 tsp. almond extract', '2 pkg. (4-serving size each) JELL-O Cheesecake Flavor Instant Pudding', '2 cups thawed COOL WHIP Whipped Topping, divided', '1/4 cup plus 2 Tbsp. PLANTERS Sliced Almonds, toasted, divided', '1 ready-to-use vanilla wafer crumb crust (6 oz.)']","['Pour milk and almond extract in large bowl.', 'Add dry pudding mixes.', 'Beat with wire whisk 2 minutes.', 'Gently stir in 1 cup of the whipped topping.', '(Mixture will be thick.)', 'Sprinkle 1/4 cup of the almonds onto bottom of crust; cover with the pudding mixture.', 'Spread remaining whipped topping over pudding layer; sprinkle with remaining 2 Tbsp.', 'almonds.', 'Cover.', 'Refrigerate several hours until chilled.', 'Store leftover pie in refrigerator.']"
Pollo Fundido,"['1 medium red onion', '1 red pepper', '1 green pepper', '2 lbs boneless chicken breasts', '14 teaspoon ground cumin', '14 teaspoon chili seasoning mix', 'garlic, salt, pepper hot sauce (to taste)', '12 small flour tortillas', '2 cups vegetable oil', '0.5 (8 ounce) package cream cheese', '12 cup sour cream', '1 jalapeno', '14 cup half-and-half', '1 teaspoon chopped garlic', '1 cup grated monterey jack and cheddar cheese blend']","['Dice your peppers, onion,and the chicken.', 'Add seasonings.', 'Cook in a saucepan until vegetables are soft and the chicken is fully cooked.', 'Remove from heat.', 'If you have a deep fryer start to heat it up.', ""If you don't, use a big pot and heat the 2 cups of vegetable oil."", 'You will be deep frying!', '(Tip:Flour tortillas are easier to work with when they are warm)', 'Fill the tortillas with the chicken mixture and roll.', '(Tip: You might want to use tooth picks to keep the tortillas closed in the deep fryer).', 'Place the filled tortilla in the deep fryer until crispy and brown.', 'When done place on a paper towel to soak some of the grease.', 'Put the finished tortillas in a baking dish large enough to fit all 12; set aside.', 'Preheat oven to 325F.', 'To make filling: In a blender, Put the cream cheese, sour cream, half& half, garlic, and Jalapeno blend until creamy.', 'Spoon the mixture over the tortillas, until covered sprinkle cheese on top.', 'Bake in oven until the cheese has melted.', 'Great with Mexican rice!']"
Filet Mignon and Shrimp Fondue,"['3 tablespoons freshly squeezed lemon juice', '2 tablespoons olive oil', '2 cloves garlic, minced', '1 green onion (white part only), finely chopped', '1/4 teaspoon fines herbes or herbs of Provence', '1 pound filet mignon or other beef steak, such as sirloin or tenderloin, cut into 1-inch pieces', 'Canola or peanut oil for the fondue pot', '1 pound medium raw shrimp, peeled and deveined', 'Basil Pesto', 'Horseradish-Sour Cream Sauce', 'Sour Cream-Dill Sauce', 'Chile-Peanut Sauce', 'and/or Tomato Cocktail Sauce']","['To prepare the marinade: In a small bowl, stir together the lemon juice, olive oil, garlic, green onion, and herbs, Put the beef into a resealable bag, pour in the marinade, and marinate, sealed, in the refrigerator for 1 to 2 hours, Bring to room temperature before cooking.', 'Fill a metal fondue pot one-third full with oil and heat the oil to 375F, or until a cube of bread browns in 30 seconds, Drain the meat, pat dry; and set out with the shrimp and 2 to 4 of the sauces.', 'With fondue forks or heat-proof chopsticks, cook the meat until medium-rare, about 2 minutes, and cook the shrimp until it turns pink, 1 to 2 minutes Dip into the sauces.']"
Homemade Mayonnaise,"['1 whole Large Egg', '1 teaspoon Lemon Juice (fresh Or Bottled, Your Choice)', '1/4 teaspoons Dry Mustard', '1- 1/4 cup Light Olive Oil (not Extra Virgin)', 'Salt And Pepper To Taste (optional)']","['Crack egg into blender or food processor, and add lemon juice and dry mustard.', 'Cover with lid and let come to room temperature, at least 30 minutes, and up to 2 hours.', 'Turn blender on (mine only has one speed, but something in the mid-range would probably work well) and let run 10-15 seconds to combine egg, lemon juice and dry mustard.', 'While blender is running, very slowly drizzle olive oil into blender.', 'The oil should be poured in a very thin stream.', 'Some recipes start out adding the oil drop by drop, but Ive found this isnt necessary.', 'Once the mixture begins to thicken and form an emulsion (youll hear the sound start to change), you can begin pouring the olive oil faster.', 'You may have to stop this process to stir in the oil that hasnt incorporated.', 'Blend until mixture is fully incorporated.', 'Season with salt and pepper to your taste.', 'Feel free to spice up your mayo with a clove of garlic, fresh basil, or any other spices you prefer.', 'Spread on sandwich bread, use as a dip for artichoke leaves, or as a base for creamy salad dressings.']"
