Name,Ingredients,Instructions
Pesto Butter,"['4 -6 tablespoons butter', '2 tablespoons pesto sauce', '3 tablespoons parmesan cheese (or your favorite cheese)', '1 garlic clove', '2 teaspoons italian seasoning (optional)', 'pepper']","['Whip ingredients together in food processor.', 'Spread on bread and cook as desired.', 'ENJOY!']"
Cheesey Spaghetti Squash Casserole #Ragu,"['3 cups cooked spaghetti squash', '34 cup sour cream', '3 eggs', '12 cup heavy cream', '12 cup Ragu Pasta Sauce (parmesan pasta sauce with roasted garlic)', '12 cup grated onion', 'salt and pepper', '14 cup seasoned bread crumbs', '1 cup mozzarella cheese, shredded', '14 cup feta cheese, crumbled', '14 cup goat cheese, crumbled']","['Preheat oven to 375 degrees.', 'Spray a 9 x 13 inch baking pan with cooking spray.', 'Remove the spaghetti squash from the skin with a fork and place in a bowl.', 'Cut the spaghetti squash strands in half using a scissor so it is small strands.', 'In another small bowl add the sour cream, eggs, heavy cream, Roasted Garlic Parmesan Sauce , onion, salt and pepper, bread crumbs, mozzerella cheese, and the feta cheese.', 'Combine the sour cream mixture with the spaghetti squash.', 'Mix well.', 'Place in the baking pan and top with goat cheese.', 'Bake for about 25-30 minutes, or until golden.']"
Kapisi Pulu (Cabbage & Beef Brisket in Coconut Cream),"['8 -10 large cabbage leaves', '1 lb corned beef or 1 lb beef brisket', '1 onion, chopped', '1 tomatoes, chopped', 'thick coconut cream']","['Place about 6 cabbage leaves on foil to make a cup shape.', '(It would help to put all these in a round cake tin).', 'Into the cup-shaped cabbage leaves, put the corned beef, onion, tomato, some shredded cabbage and coconut cream.', 'Wrap the foil around and bake in a moderate oven for about 1 to 1 and half hours.', ""(This is normally baked in the 'umu)."", 'Serving suggestions: kumala (sweet potato) goes well with this dish.', 'NOTE: This is similar to the ""lu pulu"".', 'Here, cabbage is used instead of the taro leaves and then the procedure is the same for both.', 'In fact, this dish can utilise any large leafy vegetable, hence spinach is an excellent substitute.', 'Where fresh coconut cream is scarce and expensive, fresh thickened cream is a successful substitute mixed with coconut cream in a tin.', 'Coconut cream now comes in powdered packages so you can mix to your preferred creaminess.']"
Green Mole,"['1 large chicken (3 1/2-4 pounds/1.575 to 1.8 kg), cut into serving pieces, or 4 1/2 pounds (about 2 kg) country-style spareribs, cut into 2-inch (5-cm) pieces', '1 small white onion, roughly chopped', '2 garlic cloves, roughly chopped', 'Water or light chicken broth to cover', 'Sea salt to taste', '1 pound (450g) giblets (optional)', '5 ounces (140g) sesame seeds, about 1 cup (250ml)', '1 1/2 ounces (45g) raw hulled pumpkin seeds, about 1/3 cup (83ml)', '3 whole cloves', '3 peppercorns', '3 allspice berries', 'About 1/3 cup (83ml) lard or vegetable oil', '2 garlic cloves, roughly chopped', '6 ounces (180g) tomate verde (about 8 medium), roughly chopped', '2 poblano chiles (unpeeled), seeds and veins removed and roughly chopped, about 1/2 cup (125ml)', '6 to 8 serrano chiles, roughly chopped', '8 romaine lettuce leaves, roughly chopped', '5 green Swiss chard leaves, stems removed and discarded, leaves roughly chopped', '1 large bunch cilantro, trimmed of thick stems and roughly chopped, about 1 1/2 cups (375ml) tightly packed', '1 small bunch flat-leaf parsley, roughly chopped, about 1/2 cup (125ml) tightly packed']","['Put the chicken pieces, onion, and garlic into a large saucepan; add water or chicken broth to cover and add salt.', 'Add the optional giblets if you are making this with water.', 'Bring to a simmer and cook over low heat until the meat is almost tender but still firm, about 25 minutes.', '(A lot will depend on the quality of the chicken.)', 'If using pork, cook for about 20 minutes longer.', 'Strain, reserving the broth.', 'Reduce or add water to make up to 6 cups (1.5L).', 'Put the sesame seeds into an ungreased skillet over medium heat, stirring them constantly until they become a deep golden color, about 5 minutes.', 'Take care not to let them burn.', 'Spread them out on a tray to cool.', 'Put the pumpkin seeds into the pan and stir them until they begin to swell and start to pop around, about 3 minutes.', 'Set aside to cool.', 'When the seeds are cool, grind the sesame first with the cloves, peppercorns, and allspice to a slightly textured powder.', 'Then grind the pumpkin seeds to the same texture.', 'Transfer both to a bowl and stir in 1 cup (250ml) of the reserved broth to make a thick paste.', 'Heat about 3 tablespoons of the lard or oil in a heavy casserole, add the seed paste, and fry over medium-low heat, scraping the bottom of the pan constantly to avoid sticking if necessary add a little more fat until dry, shiny, and a rich deep golden color.', 'Unless you have a large blender jar you may need to blend the greens in two batches, but try to use the minimum of liquid.', 'Put 1 cup (250ml) of the broth into the blender jar and add the garlic, tomate verde, and chiles and blend fairly smooth.', 'Gradually add half of the greens and blend as smoothly as possible.', 'Add the rest of the greens little by little, with just enough of the broth to enable the blades of the blender to work efficiently.', 'Gradually stir the blended ingredients into the fried seed paste over medium heat, stirring the mixture well after each addition.', 'Continue cooking over medium heat, stirring frequently, until the sauce starts to reduce and thicken, for about 10 minutes.', 'Add the remaining broth and cook for a further 10 minutes pools of oil will form around the periphery.', 'Add the meat, adjust salt, and cook for a further 10 minutes.', 'Dilute with more broth or water if desired.', 'Serve with corn tortillas.']"
Bow Tie Pasta With Bacon Pesto,"['6 slices thick-cut bacon (preferably smoked)', '12 ounces farfalle pasta', '2 12 cups fresh basil', '14 cup pine nuts', '3 garlic cloves', '14 cup extra virgin olive oil', 'salt & fresh ground pepper, to taste', '1 tomatoes, seeded and diced']","['In a large skillet over medium-high heat, cook bacon until crisp, about 8 minutes.', 'Use a slotted spoon to transfer bacon to paper towels and drain well.', 'Let bacon cool slightly.', 'Meanwhile, bring a large saucepan of salted water to a boil.', 'Add pasta and cook according to package directions.', 'Reserve 1/4 cup of the pasta cooking water; then drain pasta, return to the pot and set aside.', 'In a food processor, combine bacon, basil, pine nuts and garlic.', 'Pulse until well chopped.', 'Then with processor running, drizzle in olive oil until ingredients form a thick paste.', 'Stop processor and scrape sides with a rubber spatula as needed.', 'Season with salt and pepper, then pulse again to blend.', 'Add pesto to pasta and toss well.', 'Add just a bit ot the pasta cooking water and toss again.', 'Serve topped with diced tomato.']"
Eggs Yalumba,"['4 tablespoons butter', '2 tablespoons flour', '5/8 cup asparagus juice', '5/8 cup milk', 'Salt, to taste', 'Pepper, to taste', 'Nutmeg, to taste', '2 teaspoons paprika', '1/4 cup dry white wine', 'Clarified butter', '10 ounces peeled green jumbo shrimp', '2 tablespoons rye whisky', '1/2 lemon, juiced', '2 tablespoons dry white wine', '1 (16-ounce) can white asparagus', '4 hard boiled eggs, cut in 1/2, yolks removed', 'Parmesan cheese, to garnish', 'Finely chopped parsley, to garnish']","['For sauce: Melt 1 tablespoon butter in saucepan and add flour.', 'Stir to form roux and cook gently for 1 minute.', 'Add asparagus juice and when well combined, add milk.', 'Season with salt, pepper and nutmeg and add paprika.', 'Bring to boil, then reduce to simmer for 5 minutes.', 'Add white wine and simmer another 6 minutes.', 'Preheat broiler.', 'Heat clarified butter in frying pan and add shrimp, tossing from time to time.', 'When shrimps are colored, add whisky and flame.', 'Add lemon juice and wine, reduce heat and simmer 3 minutes.', 'Set shrimp aside and add contents of pan to sauce.', 'Lay asparagus onto heatproof serving dish and warm in oven.', 'Smash egg yolks on a board.', 'Finely chop 2 ounces cooked shrimp and add shrimp to yolks.', 'Combine well, then add remaining butter and season with salt and paprika.', 'Fill egg white halves with shrimp/yolk mixture and invert onto asparagus.', 'Nap eggs with 1/2 of sauce.', 'Add shrimp to remaining sauce and spoon around asparagus.', 'Dust surface with cheese and broil 3 minutes, until brrown.', 'Garnish with parsley.']"
Brown Sugar Pecan Muffins Recipe,"['2 c. flour', '1 c. granulated sugar', '1 tsp baking soda', '3/4 tsp cinnamon', '1/4 tsp salt', '1/2 c. minced pecans', '1 c. well-shaken buttermilk', '1/2 c. oil', '1 x egg', '1/2 tsp maple extract', '1/2 c. dark brown sugar - (packed)', '3 Tbsp. butter melted', '1/4 c. finely-minced pecans']","['Combine flour, granulated sugar, baking soda, cinnamon, salt and pecans in bowl.', 'Whisk buttermilk, oil, egg and maple extract in small bowl.', 'Add in to dry ingredients.', 'Stir just till combined.', 'Let batter sit 15 min.', 'Divide among 12 paper-lined muffin c..', 'Combine brown sugar and butter in small bowl till smooth.', 'Proportionately spoon 2 tsp.', 'over each muffin.', 'Sprinkle each with 1 tsp.', 'pecans.', 'Bake at 375 degrees till toothpick inserted in center comes out clean, about 20 min.', 'Cold on rack 15 min before serving.', '(Can be made ahead and kept at room temperature for two days or possibly frzn one month in airtight plastic bag.', 'Bring to room temperature before reheating.', 'To serve, reheat in 300 degree oven 10 to 12 min or possibly in microwave till just hot.)', 'This recipe yields 12 muffins.']"
Toe's Best Salsa,"['1 white onion, chopped', '2 (15 ounce) cans tomato sauce', '2 jalapeno peppers', '1 serrano pepper', '4 cloves garlic', '1 lime, juiced', '1/2 teaspoon salt', '1 pinch ground black pepper', '1/2 bunch cilantro']","['Place the onion in a bowl, and set aside.', 'In a blender, place tomato sauce, jalapeno peppers, serrano pepper, garlic, lime juice, salt, and pepper.', 'Blend well.', 'Place the cilantro into the blender, and pulse several times to chop the cilantro.', 'Do not over blend.', 'Pour the tomato sauce mixture into the bowl with the onion, stir well to combine, and refrigerate at least 1 hour to blend flavors before serving.']"
Hungarian Cucumber Salad with Sour Cream Dressing,"['4 cucumbers', '1 clove garlic', '1 teaspoon sugar', '14 teaspoon salt', '14 cup vinegar', '34 cup sour cream']","['Peel cukes.', 'Drag fork tines down length of peeled cucumbers to create long groves that will look very nice when you slice cucumbers very, very thin.', 'Put in mixing bowl.', 'Peel and chop clove of garlic.', 'Add salt and sugar slices.', 'Mix in sour cream.', 'Add vinegar and toss well, I use my hands, till cucumbers slices and sour cream are all frothy and foamy.', 'Place in serving dish and sprinkle a little paprika on top for decoration, and serve well chilled.']"
Christmas Krispy Treats,"['3 Tablespoons Butter', '6 cups Mini Marshmallows', '6 cups Rice Krispies', '1 cup White Chocolate Chips', '23 cups Cranberries', '23 cups Pistachios', '12 ounces, weight Melted White Chocolate', '5 ounces, weight Melted Dark Chocolate']","['1.', 'Butter or spray a 9x13 inch pan with cooking spray.', '2.', 'In a large pot, gently melt the butter over low heat.', 'Add the marshmallows and continue to stir over low heat until they are all melted.', '3.', 'Pull the pot off the heat and immediately add the rice krispies and stir well.', 'Gently stir in the white chocolate chips, cranberries and pistachios until they are well combined into the treats.', '4.', 'Pour the mixture into the prepared pan and using a spatula, press the mixture down flat into the baking dish.', '5.', 'When the Krispy treats have cooled completely, pour the melted white chocolate over the top and, using a spatula, spread it evenly.', 'Let them cool and set up further, about 1 hour.', '6.', 'Using a sharp knife, slice the treats into desired size bars (I cut them into 24 bars).', 'Remove them from the pan and drizzle them with the melted dark chocolate using a fork.', 'Let the chocolate set up (1 hour) and then serve or freeze.']"
