Name,Ingredients,Instructions
Zucchini-Layered Meatloaf,"['1 recipe basic meatloaf', '12 cup swiss cheese, Shredded', '12 cup zucchini, Thinly Sliced', '2 tablespoons pimientos, Chopped']","['Prepare the basic meat loaf -- except spread 1/3 of the mixture evenly in an ungreased loaf pan, 9 X 5 X 3-inches.', 'Sprinkle half each of the cheese, zucchini and pimento in layers, spreading the layers to within 1/2 inch of all sides of the pan.', 'Repeat the layers ending up with a layer of the meat mixture on the top.', 'Be sure to cover the layers completely by spreading the mixture to the sides of the pan.', 'Omit the catsup and bake, uncovered, for 1 1/4 hours.', 'Drain off the excess fat and let stand for 5 to 10 minutes before slicing into thick slices.', 'Serve on a heated platter.']"
Ultimate Pad Thai,"['1 pound dried thin rice noodles', '4 cups very hot water', '1 tablespoon vegetable oil', '3/4 cup firm tofu, cubed', '1/4 cup fresh basil leaves', '2 tablespoons vegetable oil', '3/4 cup chicken, cut into cubes', '1/2 cup small black tiger shrimp, peeled and deveined', '1 1/2 teaspoons paprika', '2 eggs, beaten', '7 tablespoons vegetable oil', '3 cloves garlic, minced', '1/2 cup white vinegar', '1/2 cup fish sauce', '1 tablespoon brown sugar', '2 teaspoons ketchup', '2 teaspoons tamarind paste', '1 teaspoon hot chili sauce (such as Sriracha)', '2 lemon grass stalks, minced', '1/2 cup water, if needed (optional)', '3 tablespoons chopped roasted peanuts (optional)', '1 cup bean sprouts', '1 lime, cut in wedges', '4 green onions, thinly sliced']","['Soak rice noodles in a bowl with 4 cups hot water, or as needed to cover, until noodles are slightly softened, about 15 minutes; drain.', 'Heat 1 tablespoon vegetable oil in a wok over medium heat.', 'Cook and stir tofu and basil leaves in hot oil until basil is crisp and tofu is golden, about 10 minutes.', 'Remove tofu-basil mixture and set aside.', 'Heat 2 tablespoons vegetable oil in the same skillet; cook and stir chicken, shrimp and paprika until chicken is no longer pink in the center and shrimp are bright pink on the outside and no longer transparent in the center, 5 to 8 minutes.', 'Pour eggs into chicken and shrimp; stir until eggs are lightly cooked, 2 to 3 minutes.', 'Remove and set aside.', 'Heat 7 tablespoons vegetable oil in a clean wok over medium heat.', 'Cook and stir garlic in hot oil until fragrant, a few seconds.', 'Stir white vinegar, fish sauce, brown sugar, ketchup, tamarind paste, and hot chili sauce into garlic until the brown sugar has dissolved; simmer for 1 minute.', 'Stir lemon grass and drained rice noodles into wok until sauce is almost absorbed, 2 to 3 minutes.', 'Pour 1/2 cup water into the skillet if noodles are still too firm.', 'Stir tofu with basil, peanuts, chicken and shrimp mixture, and bean sprouts into noodles; cook and stir until fully heated and combined with sauce, 1 to 2 minutes.', 'Garnish with lime wedges and green onions.']"
Bacon Mushroom and Rice Bake,"['6 -10 slices bacon (can use more or less bacon)', '1 onion, chopped', '1 tablespoon minced garlic (to taste)', '2 stalks celery, chopped', '1 small green pepper, chopped', '1 (10 ounce) can mushroom soup, undiluted', '13 cup grated parmesan cheese (can use more)', 'milk (use half of the can of the mushroom soup)', ""2 cups cooked converted white rice (I use Uncle Ben's converted rice for this)"", '1 -2 cup canned mushroom slices, drained', 'salt and pepper']","['Set oven to 325 degrees.', 'Butter a casserole dish.', 'Cook the rice, and set aside.', 'In a frypan cook bacon until crisp; drain the bacon fat if desired, or just leave in frypan to fry the veggies (you might still have to add in some butter for frying) remove and chop bacon into large pieces and set aside.', 'Add in 1/4 cup butter, and saute onion, garlic, celery and green pepper for about 4-5 minutes or until soft.', 'Transfer the cooked bacon and sauteed veggies to a large bowl; add in the cooked rice and all remaining ingredients; mix well to combine, adjusting salt and pepper to taste.', 'Transfer to a greased casserole dish.', 'Bake (covered or uncovered) for about 30-40 minutes.', '**NOTE** if desired sprinkle grated cheddar cheese over the casserole the last 20 minutes of baking.', 'Also, for perfrect converted rice, boil 1-3/4 cups water with 1 cup rice and 2 tablespoons butter (double the water, rice and butter if desired) this will give you a not too soft rice, perfect for this or any recipe.']"
Fettuccine With Creamy Mushroom and Green Peppercorn Sauce,"['2 tablespoons olive oil', '3 shallots, chopped', '8 ounces white mushrooms, sliced (2 1/2 c.)', '2 tablespoons all-purpose flour', '2 cups milk or 2 cups soymilk', '1 -2 teaspoon green peppercorn, drained', 'salt', '1 lb fettuccine']","['Heat the oil in a big saucepan over medium heat; add in shallots; cook 5 minutes or until softened.', 'Add in the mushrooms; cook 2 minutes to soften.', 'Sprinkle the flour over the shallots/mushroom mixture, cook/stir for 1 minute to remove the raw taste from the flour.', 'Decrease heat to low; slowly add the milk, stirring constantly to thicken.', 'Add in the peppercorns and salt to taste; simmer 5 minutes to allow the flavors to blend.', 'Keep warm over very low heat.', 'Cook the fettuccine in a big pot of salted boiling water, stirring occasionally, until it is al dente.', 'When the pasta is cooked, drain and place in a shallow serving bowl.', 'Add the sauce; toss lightly to combine, and serve immediately.']"
Breakfast Casserole,"['12 ounces breakfast sausage', '1 teaspoon poultry seasoning', '4 12 cups sourdough bread cubes or 4 12 cups croutons', '8 ounces shredded reduced-fat sharp cheddar cheese', '1 teaspoon mustard powder', '2 large eggs', '4 egg whites or 12 cup egg substitute', '2 cups low-fat milk']","['Crumble sausage into a medium nonstick skillet.', 'Cook over medium heat until nicely brown, breaking up into bits with spatula as it cooks.', 'Sprinkle with poultry seasoning.', 'Coat a 9 x 13 inch baking dish with canola cooking spray and set aside.', 'Add sausage to large bowl along with toasted bread squares, cheese, mustard powder and salt, if desired.', 'Add whole eggs, egg whites (or egg substitute) and milk to mixing bowl, and beat on medium-low speed until smooth and completely blended.', 'Drizzle egg-milk mixture over the sausage and bread mixture; stir to blend.', 'Pour into the prepared baking dish, spread top evenly, cover with foil, then chill in the refrigerator for 8 hours or overnight.', 'Preheat oven to 350 degrees and bake, covered in foil, for 45 minutes.', 'Uncover the foil, and reduce the temperature to 325 degrees.', 'Bake for about 20 minutes longer or until set.']"
Mashed Spiced Carrots,"['3 12 cups sliced carrots (1/4 inch thick)', '2 tablespoons sugar', '2 tablespoons orange juice', '1 tablespoon butter', '1 dash ground cinnamon']","['Put the carrots in a pan and cover them with water.', 'Bring to a boil.', 'Cover and reduce the heat.', 'Simmer for 20 minutes or until they are very tender.', 'Drain them.', 'Put the carrots in a bowl and add the other ingredients and then mash to the consistency you want.']"
Date Crisp Bars Recipe,"['1 c. minced dates', '1/2 c. sugar', '1/2 c. butter', '1 egg, well beaten', '2 c. Rice Krispie cereal', '1 c. minced nuts', '1 teaspoon vanilla']","['Preheat oven to 375 degrees.', 'In a small bowl, combine ingredients for the crust.', 'Mix till crumbly.', 'Press into ungreased 11 x 7 or possibly 9 inch square pan.', 'Bake at 375 degrees for 10 to 12 min or possibly till golden.', 'In medium saucepan, combine dates, sugar, and butter.', 'Cook over medium heat till mix boils.', 'Stir constantly.', 'Simmer 3 min.', 'Blend about 1/4 c. warm mix into beaten egg.', 'Return this to saucepan.', 'Cook till mix bubbles.', 'Stir constantly.', 'Remove from heat.', 'Stir in rice cereal, nuts, and vanilla.', 'Spread over baked crust.', 'Cold completely.', 'In small bowl, combine frosting ingredients.', 'Beat at low speed till smooth.', 'Spread over filling.', 'Cut into bars.']"
Vini's French Dressing,"['1 onion, chopped', '1 cup ketchup', '1 cup sugar', '1 cup salad oil', '23 cup vinegar', '1 12 teaspoons sea salt', '2 teaspoons celery seeds', '1 teaspoon garlic powder', '18 teaspoon ground cloves', '18 teaspoon black pepper']",['Combine all ingredients in blender and blend well.']
Shepherd's Pie,"['1 pound lean ground beef (90 percent lean or higher)', '2 teaspoons olive oil', '2 medium onions, chopped (about 3 cups)', '3 medium carrots, diced (about 1 1/2 cups)', '1/2 pound white mushrooms, sliced', '2 teaspoons chopped fresh thyme leaves or 1 teaspoon dried', '2 tablespoons all-purpose flour', '1 cup low-sodium beef broth', '1 teaspoon salt', 'Freshly ground black pepper', '1 cup frozen peas', '1 1/2 pounds Yukon gold or creamery potatoes', '1 small head cauliflower (about 2 pounds), cut into florets', '2/3 cup 1 percent lowfat milk', '2 tablespoons butter']","['In a large nonstick skillet cook the meat over medium heat, stirring occasionally, until brown, about 5 minutes.', 'Transfer the meat to a plate.', 'Drain any fat remaining in the skillet.', 'Heat the oil in the skillet over a medium heat.', 'Add the onions and carrots and cook, covered, until the vegetables begin to soften, about 8 minutes.', 'Raise the heat to moderately-high.', 'Add the mushrooms and thyme and cook, uncovered and stirring occasionally, until the mushrooms are soft and their liquid has evaporated, about 8 minutes longer.', 'Return the meat to the pan.', 'Add the flour and cook, stirring, for 2 minutes.', 'Stir in the broth, 1/2 teaspoon of the salt and 1/8 teaspoon of pepper and bring to a simmer being sure to scrape up any brown bits from the bottom of the pan.', 'Stir in the peas.', 'Pour the mixture into a 12-cup shallow baking dish (about 11 by 9 inches).', 'Preheat the oven to 350 degrees F. Scrub the potatoes and cut into 2-inch pieces.', 'Arrange the potatoes in a steamer basket, and steam for 10 minutes.', 'Add the cauliflower to the basket and cook until the potatoes and cauliflower are tender when pierced with the tip of a knife, about 15 minutes longer.', 'Mash the vegetables with a potato masher until smooth.', 'Heat the milk, butter, the remaining 1/2 teaspoon of salt and a pinch of pepper and stir into the potato mixture.', 'Spread the potato mixture on top of the meat and bake until heated through, about 25 minutes.', 'Excellent source of: Protein, Fiber, Vitamin A, Riboflavin, Niacin, Vitamin B6, Vitamin B12, Vitamin C, Folate, Vitamin K, Copper, Iron, Manganese, Potassium, Zinc', 'Good source of: Thiamin, Pantothenic Acid, Magnesium, Phosphorus']"
Party Pork,"['1 (8 ounce) jar dried beef', '8 thick cut pork loin chops', '8 thick slices bacon, cut into strips', '8 ounces sour cream', '2 (10.75 ounce) cans condensed cream of mushroom soup']","['Preheat oven to 275 degrees F (135 degrees C).', 'Cut dried beef into smaller pieces and spread in the bottom of a lightly greased 9x13 inch baking dish.', 'Wrap each pork chop with a strip of bacon and secure with toothpicks.', 'Lay wrapped pork on top of the dried beef.', 'In a medium bowl mix together the soup and sour cream until well blended; pour mixture on top of pork chops.', 'Bake uncovered in the preheated oven for 1 to 1 1/2 hours or until internal temperature of pork has reached 145 degrees F (63 degrees C).']"
