Name,Ingredients,Instructions
Cashew Chicken,"['14 cup tapioca flour', '12 teaspoon pepper', '6 tablespoons coconut aminos or 6 tablespoons low sodium soy sauce', '2 lbs chicken breasts (cut into 1.5-inch pieces) or 2 lbs chicken thighs (cut into 1.5-inch pieces)', '4 tablespoons rice wine vinegar', '4 tablespoons organic ketchup', '12 teaspoon powdered ginger or 1 teaspoon fresh ginger', '1 -2 tablespoon organic sugar', '2 garlic cloves, minced', '12 teaspoon red pepper flakes (optional)', '2 carrots, sliced thin', '2 stalks celery, sliced thin', '1 medium zucchini, chopped', '3 -4 green onions, sliced', '2 -3 tablespoons coconut oil, divided', '1 cup raw cashews']","['Melt 1.5 Tbs of the oil in a large skillet and saute all the veggies until almost soft; remove to a plate.', 'Melt the remaining coconut oil in the skillet.', 'Meanwhile, combine the tapioca flour and the pepper in a large Ziplock bag.', 'Add chicken and shake to cover all pieces.', 'Cook the chicken in the hot oil, over medium high heat, stirring often, until done.', 'While chicken is cooking, combine remaining sauce ingredients in a small bowl.', 'When chicken is done cooking, add the vegetables and the sauce back in, along with the cashews, and stir thoroughly.', 'Warm through for a few minutes.', 'Pour individual servings over cooked rice and serve.']"
Confetti Quinoa Salad,"['2 qt. 25%-less-sodium chicken broth', '1 qt. quinoa, uncooked', '5-1/3 cups green peppers, finely diced', '1-1/4 qt. red peppers, finely diced', '1 qt. yellow peppers, finely diced', '1 qt. fresh corn kernels, cooked', '2-2/3 cups red onions, finely diced', '1-1/3 cups Kraft Mandarin Orange with Sesame Dressing', '1 cup Italian parsley, chopped', '2 tsp. cracked black pepper', '1 tsp. lemon zest Safeway 4 ct For $5.00 thru 02/09', '1 cup whole almonds, toasted, coarsely chopped']","['Bring broth to boil in saucepan on high heat; stir in quinoa.', 'Cover; simmer on medium-low heat 15 min.', 'or until liquid is absorbed and quinoa is tender.', 'Transfer to large bowl; cool to room temperature.', 'Add all remaining ingredients except nuts; mix lightly.', 'Refrigerate until ready to serve.', 'For each serving: Top 1 cup (250 mL) quinoa salad with about 2 tsp.', '(10 mL) nuts.']"
"Mixed Baby Greens, Parmesan, Walnut & Strawberry Salad","['1 container (5 Oz. Size) Mixed Baby Greens', '1 bag (6 Oz. Bag) Baby Spinach', '1 cup Scallions, Sliced', '1 cup Walnuts, Chopped', '1- 1/2 cup Strawberries, Quartered', '1 whole Red Onion, Thinly Sliced', '1 cup Parmesan Cheese, Grated', '1 package (12 Oz. Size) Frozen, Unsweetened Raspberries, Thawed', '1/4 cups Raspberry Vinegar', '13 cups Sugar', '3- 1/2 cups Vegetable Oil']","['1.', 'Toss mixed baby greens, spinach.', 'and scallions together.', 'Refrigerate until needed.', '2.', 'Top with walnuts, strawberries, onion and Parmesan cheese.', 'Dress with vinaigrette.', 'Vinaigrette: 1.', 'Puree raspberries.', 'Set aside 2.', 'Add vinegar and sugar to a blender, blend until smooth.', '3.', 'Slowly add oil.', '4.', 'Blend in raspberry puree.', 'Strain if desired.']"
Fresh Orange Cake,"['2 cups cake flour', '1 tablespoon baking powder', '12 teaspoon salt', '1 34 sugar', '12 cup non-fat powdered milk', '1 cup fresh orange juice', '12 cup canola oil', '1 teaspoon pure vanilla extract', '4 large eggs', ""1 cup confectioners' sugar, sifted"", '3 tablespoons fresh orange juice (from about 1 medium orange)', '1 teaspoon orange zest, freshly grated (from about 1 medium orange)']","['Preheat oven to 350F and lightly spray or grease a 12-cup Bundt style pan.', 'In a mixing bowl, sift together the cake flour, baking powder, salt, sugar and the non-fat dry milk.', '(This is your cake mix base.', 'If you want to use a prepared box mix then skip this step and these ingredients and just place the mix in a large mixing bowl.', ').', 'Add to these dry ingredients, the orange juice, canola oil, vanilla and eggs.', 'On low speed mix the ingredients for about 1 minute until everything is incorporated and then raise the speed to medium and continue beating for 2 to 2 1/2 minutes more (your batter should be smooth and thick).', 'Pour the batter into the prepared pan and bake for approximately 45-50 minutes', 'Remove pan from oven and let stand on a wire rack for 20-25 minutes to allow the cake to cool before inverting it on a cake rack to cool completely (approximately 30 minutes more).', ""While cake is near finished cooling, prepare the glaze by mixing together the sifted confectioners' sugar, orange juice and orange zest until smooth."", 'Place the cake on a serving plate and drizzle the glaze over the top of the cake so it runs down all around the outside of the cake and a bit inside.', 'Let the glaze set up at least 10 minutes before slicing to serve.']"
Banana Crunch Bread Recipe,"['2 c. Very ripe bananas, mashed', '2 c. Sugar', '4 x Large eggs', '6 Tbsp. Lowfat milk', '4 c. Flour', '1 tsp Salt', '1 tsp Baking soda', '3 tsp Baking pwdr', '1 c. Melted butter or possibly margarine', '2 tsp Vanilla', '1 c. Minced nuts (optional)']","['Preheat oven to 350 deg.', 'Beat bananas, sugar and Large eggs together till light.', 'Stir in lowfat milk.', 'Add in sifted dry ingredients and mix thoroughly.', 'Stir in melted butter, vanilla and nuts.', 'Pour into 1 standard or possibly 2 smaller bake pans and bake one hour or possibly till done.', 'Baking time may need to be reduced for smaller pans.', 'Done when tooth pick tests dry.', 'Cold thoroughly before slicing.', 'Freezes well.']"
Grilled Tuna with Tomato Salsa,"['2 tuna steaks, each weighing 11 1/4 lb (450600g)', '6 tbsp olive oil, plus more for brushing', '2 garlic cloves, finely chopped', '2 tbsp fresh lime juice', '2 tsp chopped rosemary', 'Salt and freshly ground black pepper', '2 ripe medium tomatoes, halved, seeded, and chopped', '4 scallions, finely chopped', 'Small pinch of crushed hot red pepper (optional)', 'Lime wedges, to garnish', '1 cup coarsely chopped arugula', 'Ridged grill pan', 'Pastry brush']","['Put the tuna in a nonmetallic shallow dish.', 'Whisk together 4 tbsp oil, 1 garlic clove, 1 tbsp lime juice, and the rosemary in a small bowl; season with pepper.', 'Pour over the tuna, making sure both steaks are coated.', 'Cover with plastic wrap and marinate in the refrigerator for 1 hour.', 'Meanwhile, to make the salsa, put the tomatoes, scallions, and hot pepper in a nonmetallic bowl.', 'Stir in 2 tbsp olive oil and the remaining garlic and lime juice, then season with salt and pepper.', 'Cover and refrigerate until ready to serve.', 'Ten minutes before grilling, remove the tuna and salsa from the refrigerator.', 'Heat the ridged grill pan over high heat until a splash of water ""dances"" on the surface.', 'Brush the ridges with a little of the marinade.', 'Remove the tuna from the marinade and reserve the marinade.', 'Place the tuna on the grill pan and cook for 3 minutes, brushing with the marinade.', 'Carefully turn over the tuna and grill for another 24 minutes, until the outside is browned but the meat is still pink in the center.', 'Transfer to a cutting board and let stand for 2 minutes.', 'Cut each steak in half crosswise.', 'Combine the arugula and salsa and serve with the tuna, garnished with lime wedges.']"
Simple cheesy corn chowder,"['olive oil spray', '1 onion, finely chopped', '1 clove garlic, crushed', '300g potato, peeled and roughly chopped Safeway 2 pkg For $5.00 thru 02/09', '2 cups chicken stock', '1/2 cup water', '420g can creamed corn', '4 KRAFT FREE Singles, crumbled', '1 tablespoon chopped fresh chives', 'crusty bread, to serve']","['Spray a non-stick frying pan with oil, and saute onion and garlic.', 'Add potatoes and cook a further 2 minutes.', 'Add the chicken stock, water and creamed corn and bring to the boil.', 'Simmer for 15 minutes, or until vegetables are tender.', 'Stir in the Singles* and chives and heat cook a further 2 minutes.', 'Serve with crusty bread.']"
Joyce's Weenie Mess--The Great Hot Dog Concoction,"['3 (16 ounce) packages beef hot dogs, cut into 1/4-inch pieces', '1 white onion, diced', '1 (16 ounce) can tomato sauce', '1 (6 ounce) can tomato paste', '16 ounces water', '3 tablespoons chili powder']","['Cook onion and hot dog pieces until onion is soft.', 'Add rest of ingredients and cook until sauce is to the consistency of your liking (not too thick and not too runny), about 30 minutes.', 'Serve over rice, which has been cooked with beef bouillon cubes.']"
"Paillards of Chicken With Roasted Garlic, Peppers and Croutons","['2 small red bell peppers', '2 small green bell peppers', '4 small heads garlic, lightly smashed so that the cloves break apart but the heads remain intact', '2 1/2 teaspoons olive oil', '4 4-ounce boneless, skinless half-breasts of chicken', '1/2 cup rich fowl glaze (see recipe)', '1/2 teaspoon salt, plus more to taste', 'Freshly ground pepper to taste', '1/2 French or Italian baguette, cut into 1/4-inch-thick rounds']","['Roast the bell peppers over a gas flame or under a broiler until charred on all sides.', 'Place in a bowl and cover tightly with plastic wrap.', 'Let stand for 10 minutes.', 'Peel, stem, core, seed and derib the peppers.', 'Cut them into 1-inch cubes and set aside.', 'Preheat the oven to 375 degrees.', 'Place the garlic heads in a small casserole dish with a lid.', 'Drizzle with 2 teaspoons of the olive oil.', 'Cover and roast until garlic is soft, about 1 hour 10 minutes.', 'Set aside, covered.', 'Meanwhile, place the chicken between 2 sheets of plastic wrap and pound to a 3/8-inch thickness.', 'Heat the remaining 1/2 teaspoon of the olive oil in a large nonstick skillet.', 'Add the chicken, in batches if necessary, and saute until cooked through, about 2 minutes per side.', 'Remove the chicken from the pan, season with 1/2 teaspoon salt and set aside.', 'Add the glaze to the skillet and cook until thickened slightly, about 1 minute.', 'Return the chicken to the pan and coat with the glaze.', 'Season with salt and pepper to taste.', 'Keep warm.', 'Place the bread rounds on a baking sheet and bake at 375 degrees until light brown and crisp.', 'Place 1 chicken paillard on each of 4 plates, spooning the glaze on top.', 'Garnish with some of the roasted peppers and 1 head of roasted garlic.', 'Place the croutons beside the chicken and serve immediately.']"
Grilled Stuffed Mushrooms - grilled stuffed mushrroms,"['8 fresh mushrooms, cleaned and stems removed', 'Butter or margarine, melted', ""Cavendar's (A greek spice mix) to taste"", '1/2 cup (125 ml) chopped green pepper', '1/2 cup (125 ml) chopped onion', '8 pieces of Mozzerella cheese']","['Brush melted butter over mushrooms.', ""Sprinkle Cavendar's over mushrooms."", 'Saute green pepper and onions in about 3 tbsp (45 ml) butter until green pepper is soft.', ""Add Cavendar's to taste to saute mix."", 'Fill mushrooms with mix, pour some of the butter from saute mix into mushrooms.', 'Place a piece of Mozzerella cheese on top.', 'Place on grill', 'Grill until cheese is melted and mushrooms are soft (the time will depend on the heat and the size of the mushrooms - usually 10 minutes)', 'Option: Place mushrooms in baking pan and bake at 350 degrees (175 C.) until mushrooms are soft, about 15 mintues.']"
