Name,Ingredients,Instructions
Apple pie,"['500 grams plain flour', '250 grams butter', '2 eggs', '180 grams caster sugar', '150 grams caster sugar', '1 1/2 kg granny smith apples', '1 tsp ground cinnamon', '1 handfull of raspberries', '1 few shots of apple juice', '20 grams caster sugar', '1 egg whites']","['MAKING THE PASTRY Rub the cubed butter into the flour until the mixture resembles breadcrumbs.', 'Stir through the sugar and beaten egg.', 'Knead gently and briefly just until the whole thing forms a soft dough ball dont overwork or else the pastry will be tough when cooked.', 'Wrap the dough in Clingfilm and chill in the fridge for at least an hour to relax.', 'Roll the relaxed dough on a lightly floured surface to the thickness of 1cm.', 'Lay over a tart case and gently press into the edges, trim off any excessive pastry then chill again for 15 minutes as you preheat an oven to 190C.', 'MAKING THE FILLING Peel and cut the apples into thick slices, chucking them into a bowl.', 'Throw the sugar, cinnamon and raspberries in with the apple and toss together with a good squeeze of apple juice.', 'Tip the apple mixture into the chilled tart shell.', 'THE TOPPING Brush the top of the sides of the tart shell.', 'Roll another circle of dough that is slightly bigger than the tart case and drape it over the apples.', 'Make a lattice if you prefer.', 'Trim the lid to fit the tart, then pinch the lid into the brushed sides of the tart shell with fingers or a fork.', 'Poke a few slits into the middle of the lid to allow steam to escape the pie.', 'Brush the egg white over the pie lid then sprinkle with caster sugar.', 'BAKING AND FINISHINGPlace the pie in the oven for 50 minutes.']"
Peanut Butter-Banana Crepes,"['2 eggs', '1 cup milk', '1 Tbsp. oil', '3/4 cup flour', '1/4 cup Kraft Smooth Peanut Butter', '3 bananas, sliced', '3 Tbsp. chopped pecans, toasted']","['Blend eggs, milk and oil in blender until smooth.', 'Add flour; blend well.', 'Refrigerate 30 min.', 'Heat medium skillet sprayed with cooking spray on medium heat.', 'Add 3 Tbsp.', 'batter; tilt skillet to evenly coat bottom with batter.', 'Cook 1 min.', 'or until bottom of crepe is golden brown.', 'Loosen edge with spatula; invert crepe onto paper towel.', 'Repeat with remaining batter to make 8 crepes.', 'Place crepes, browned-sides down, on work surface; spread peanut butter down centres.', 'Top with bananas; roll up.', 'Sprinkle with nuts.']"
Sweet and Sour Dressing,"['1 cup vegetable oil', '2/3 cup white sugar', '1/3 cup distilled white vinegar', '1/4 small onion, finely diced', '1 teaspoon salt', '3/4 teaspoon dry mustard', '1/2 teaspoon celery seed']","['In a blender or salad dressing shaker, combine oil, sugar, vinegar, onion, salt, mustard, and celery seed.', 'Blend or shake until emulsified.']"
Ham and Bean Soup,"['1 lb soup dried beans, soaked in water overnight', '2 lbs ham hocks', '10 cups water', '14 ounces stewed tomatoes, chopped', '8 ounces tomato sauce', '6 carrots, chopped', '4 medium potatoes, cubed', '1 large onion, chopped', '3 beef bouillon cubes', '2 bay leaves', '2 tablespoons parsley flakes', '1 tablespoon salt', '1 tablespoon minced garlic', '12 tablespoon black pepper', '12 teaspoon dried thyme']","['Serves: 16.', 'Prep.', 'Time: 5:30.', '-Combine all ingredients in large pot; simmer over low heat for 4 hours.', '-Remove ham hocks from pot.', 'Cut off meat.', 'Return meat to pot.', 'Discard bones and fat.', '-Simmer over low heat for 1 hour.', '-Remove bay leaves from soup before serving.']"
Chocolate Dipped Jam Filled Cats' Tongues,"['1 cup unsalted butter, room temperature', ""1 12 cups confectioners' sugar"", '1 egg', '1 egg yolk', '2 cups flour, sifted', '1 12 teaspoons vanilla extract or 2 tablespoons grated lemons, zest of (variation)', '1 cup raspberry jam', '1 tablespoon fresh lemon juice', '6 ounces semisweet chocolate, melted']","['Preheat oven to 400*.', 'Line cookie sheets with baking parchment.', 'Cream butter on medium speed until light, about 2 minutes.', 'Add sugar and blend together.', 'Add vanilla (or zest), then egg and egg yolk;mix well.', 'Sift flour over batter and incorporate.', 'Batter will be thick.', 'Spoon batter into pastry bag or decorator fitted with 1/2 inch round tip or medium star tip.', 'Pipe 3 inch lengths of dough, about 2 inches apart, onto cookie sheets.', 'Bake cookies in the center of the oven for 8 to 9 minutes, until golden brown around the edges.', 'Let stand on cookie sheets 2 minutes, then remove to wire racks to cool completely.', 'While cookies are cooling, prepare filling.', 'In a saucepan, melt the jam with the lemon juice until it comes to a simmer.', 'Brush the jam over flat side of half the cookies and top with remaining cookies, flat side touching the jam.', 'Let cookies remain on racks in a cool place until jam has set.', 'Dip one end of each cookie into melted chocolate and place on wax paper until chocolate hardens.', 'If desired, sprinkle chocolate with chocolate or colored sprinkles (jimmies) before letting the chocolate set up.']"
Chocolate Teasers,"['1 cup butter or 1 cup margarine, softened', '1 cup sugar', '1 egg', '1 tablespoon vanilla extract', '2 ounces white chocolate, coarsely chopped', '14 cup semi-sweet chocolate chips', '2 12-3 cups flour', '1 12 teaspoons baking powder', '14 teaspoon salt']","['Cream butter.', 'Gradually add sugar, beating at medium speed of an electric mixer until light and fluffy.', 'Add egg and vanilla, beat well.', 'Divide mixture in half, putting halves in separate bowls.', 'Set aside.', 'Place white chocolate in top of double boiler, bring water to a boil.', 'Reduce heat to low and cook until chocolate melts.', 'Remove from heat and let cool slightly.', 'Place chocolate chips in top of double boiler and bring water to a boil.', 'Reduce heat to low and cook until chocolate melts.', 'Remove from heat and let cool slightly.', 'Stir white chocolate into one portion of creamed mixture.', 'Stir semisweet chocolate into remaining portion of creamed mixture.', 'Combine flour, baking powder, and salt.', 'Stir 1 1/4 to 1 1/2 cups flour mixture into each portion of chocolate mixture, stirring well.', 'It should be dough-like.', 'Cover and refrigerate both portions.', 'On floured wax paper, roll each half of dough into a 15- x 8-inch rectangle.', 'Invert white dough carefully onto dark dough.', 'Peel wax paper from white dough.', 'Tightly roll dough jellyroll fashion, starting at long end, and peeling wax paper from dough as you roll.', 'Cover and chill 1 hour.', 'Slice dough about 1/4 inch thick, and place on ungreased cookie sheets.', 'Bake at 350 degrees F for 10 to 12 minutes.', 'Remove to wire rack to cool.']"
Baked Manicotti With Meat Sauce,"['2 lbs ricotta cheese', '12 lb mozzarella cheese, shredded', '2 eggs, well beaten', '2 tablespoons parsley, chopped', '12 teaspoon pepper', '14 teaspoon nutmeg', '12 cup almonds, slivered', '1 teaspoon salt', '1 12 cups parmesan cheese, grated', '1 lb mild Italian sausage', '16 manicotti, cooked', '1 garlic clove, minced', '1 onion, finely chopped', '32 ounces spaghetti sauce']","['Make filling by mixing first 8ingredients and 1 cup parmesan cheese.', 'Blend thoroughly.', 'Cook meat with garlic and onions', 'Sprinkle with salt and drain grease.', 'Stuff cooked noodles (gently) with filling.', 'Butter 12x15 baking dish.', 'Spoon tomato sauce in bottom of dish to cover.', 'Place stuffed shells in dish to completely fill.', 'Sprinkle meat over and around shells.', 'Spoon tomato sauce over shells generously.', 'Sprinke with 1/2 cup parmesan.', 'Cover with foil.', 'Bake at 350F for 45 minutes.']"
Sweet Potatoes Aka (Yams),"['12 cup butter', '4 large sweet potatoes (peeled and sliced)', '1 12 cups sugar', '1 tablespoon nutmeg']","['In a large cast iron skillet.', 'melt butter put in sliced potatoes.', 'pour sugar on top of potatoes cover with lid.', 'cook on med for 30 min or until potatoes are easily mashed.', 'sprinkle nutmeg on top simmer for 10 more min and turn off the heat to cool.', 'juice will thicken while cooling.', 'eat when ready.']"
Ginger Scones,"['1 cup plus 2 tablespoons milk', '2 tablespoons honey', '4 cups unbleached flour', '1/4 cup sugar', '2 tablespoons baking powder', '1 teaspoon salt', '1 teaspoon ground ginger', '1 cup (2 sticks) butter, softened and cut into small pieces', '1/2 cup crystallized ginger, finely chopped and dredged in flour', '1/2 cup raisins, dredged in flour']","['Preheat the oven to 400F, and lightly oil a sheet pan.', 'Combine 2 tablespoons of the milk and the honey in a small saucepan over mediumlow heat, and stir until the honey is dissolved.', 'Remove from the heat and keep warm.', 'Sift all the dry ingredients into a large bowl.', 'Add the butter and cut it into the dry ingredients using either a pastry blender or two forks, until coarse crumbs are formed.', 'Add the crystallized ginger, the remaining milk and warm honey mixture to the flour and gently mix just until a soft dough is formed.', 'Do not overmix.', 'Turn the dough onto a lightly floured surface and gently knead 5 times.', 'Roll out the dough to form a thick 8-inch square.', 'Cut the square into quarters, diagonally.', 'Cut each quarter in half to make triangles.', 'Place the scones 1 inch apart on the sheet pan.', 'Bake for 15 minutes, or until they are lightly browned.', 'Place them on a rack to cool and serve warm or at room temperature.']"
Non-Strawberry Milk,"['4 cubes ice, or as desired', '1 (1.5 fluid ounce) jigger amaretto liqueur, or to taste', '1 fluid ounce grenadine syrup', '1/4 cup milk, or as needed']","['Put ice cubes in a tall glass; add amaretto and grenadine.', 'Pour enough milk into the glass to fill; stir.']"
