Name,Ingredients,Instructions
Peach or Apricot Ice Cream,"['3 pounds peaches or apricots, pitted and diced (no need to peel them)', '1/2 cup sugar', '1/2 cup buttermilk', 'A few drops of almond extract (optional)', '2 cups heavy cream', '23 cup sugar', '18 teaspoon fine sea salt', '6 large egg yolks']","['In a saucepan over medium heat, combine fruit with 1/2 cup sugar.', 'Simmer gently until fruit is tender, about 10 minutes.', 'Puree in a food processor or blender.']"
Laotian Curry Soup (Kao Pboon),"['8 cups water', '4 chicken thighs, skin removed', '1 inch fresh galangal root, cut into thirds', '1 inch fresh gingerroot, cut into thirds', '1 tablespoon salt', 'fresh ground black pepper, to taste', '1 tablespoon cooking oil', '1 shallot, diced', '2 garlic cloves, minced', '2 tablespoons red curry paste', '1 (14 ounce) can coconut milk', '2 tablespoons fish sauce', '2 tablespoons sugar', '1 (14 ounce) package rice vermicelli (not clear rice sticks)']","['Fill a large stockpot with water and add chicken, galangal, ginger, salt, and pepper.', 'Bring to a boil, reduce heat, and simmer 20 minutes or until chicken is cooked.', 'Remove chicken pieces and allow to cool.', 'Continue simmering broth.', 'Cook rice sticks according to package instructions and drain.', 'When chicken is cool enough to handle, remove meat from bones.', 'Shred meat with a fork.', 'Set aside.', 'Heat oil in a saucepan over medium-high heat; add shallots, garlic, and curry paste and saute until fragrant.', 'Stir in coconut milk, reduce heat, and simmer about 5 minutes.', 'Remove galangal and ginger pieces from broth and discard.', 'Add curry coconut mixture to broth along with shredded chicken, fish sauce, and sugar (adjusting to your tastes).', 'Serve additions noted in description on a platter, along with extra fish sauce.', 'Layer noodles in bowls, ladle broth over noodles (along with chicken) and pass platter of garnishes for toppings.']"
Coconut-Lime Lace Tuiles,"['3 tablespoons unsalted butter', '1/3 cup packed light-brown sugar', '1/4 cup light corn syrup', '2 tablespoons all-purpose flour', '1 cup unsweetened shredded coconut', 'Pinch of salt', 'Freshly grated zest of 1 lime']","['Preheat the oven to 350F.', 'Line two large baking sheets with nonstick baking mats (such as Silpats) or parchment paper; set aside.', 'In a small saucepan, combine butter, sugar, and corn syrup; cook over medium heat, stirring constantly, until the butter is melted and the sugar has liquefied, about 3 minutes.', 'Remove from heat.', 'In a bowl, whisk together flour, coconut, and salt.', 'Add to the butter mixture.', 'Add zest; stir until combined.', 'Drop rounds of batter (about 1 1/2 teaspoons each) 2 inches apart onto the prepared baking sheets.', '(You should be able to fit six per sheet.)', 'Bake, rotating sheets halfway through, until cookies are golden, 8 to 9 minutes.', 'Have a rolling pin ready.', 'As soon as the cookies come out of the oven, use an offset spatula to lift cookies, one at a time, and drape them over the rolling pin.', 'Let stand until set.', 'Repeat with remaining batter.', '(If you cannot shape all six cookies before they start to harden, return them to the oven for 1 or 2 minutes to soften, and try baking fewer cookies next time.)', 'For flat cookies, transfer mat and cookies straight from the oven to a wire rack to cool completely.', 'Cookies can be kept in an airtight container at room temperature for up to 3 days.']"
"Provencal Tuna Sandwich, Salad or Crostini No Mayonnaise","['1 (6 ounce) can tuna in water, drained (not too thoroughly, the tuna should still be a little wet)', '1 shallots or 14 medium red onion, diced thin', '2 medium celery ribs, diced thin', '1 medium sour pickles or 4 cornichons, diced', '10 capers, diced (optional)', '6 tablespoons extra virgin olive oil (or enough to get the consistency you like)', '2 tablespoons balsamic vinegar', '3 sprigs fresh thyme or 1 teaspoon dried thyme or 1 teaspoon herbes de provence', '3 twists fresh ground pepper', '2 slices toasted rye bread (fresh, medium-width, for sandwich) or 6 inches baguette, sliced in half length-wise (fresh, medium-width, for sandwich)', '4 -5 leaves butter lettuce (for salad) or 4 -5 leaves red leaf lettuce (for salad)', '1 baguette, sliced on the diagonal brushed with olive oil and oven toasted (for crostinis)']","['Pour tuna into mixing bowl and mash chunks finely.', 'Add balsamic, thyme, ground pepper and 6 Tbsp of olive oil and mix well.', 'Add the rest of the ingredients and mix well.', 'Observe texture and taste.', 'Add more olive oil, if needed, to hold the ingredients together.', 'Add more pepper, if needed, and salt to taste.', 'Spread onto bread.', 'Cut sandwhich in half, and enjoy!', 'Or scoop 1/2 cup of the mixture onto lettuce, and enjoy!', 'Or top crostinis, and serve!', '(And enjoy!', ').', '(Mixture should keep covered in fridge for 4-6 days.', ').']"
Fried Artichokes Azzuro,"['3 small, tender artichokes (see notes)', 'Juice of 1 lemon', '2 1/2 tablespoons extra-virgin olive oil', '13 cup water', '1/2 teaspoon salt', '2 tablespoons chopped fresh parsley', '1 1/4 teaspoons mashed garlic']","['Slice off one inch from tops of artichokes.', 'Remove the layers of thick leaves until you reach the tender, pale yellow-green leaves.', 'Trim off all hard green parts around the base and the stem.', 'Rub with lemon juice.', 'Soak one hour in water mixed with the juice of one lemon as well as the rind (see notes).', 'Spread inner leaves and use a melon scoop to remove the choke from the center of each artichoke (see notes).', 'Cut in half lengthwise and cut each half into one-quarter-inch thick wedges.', 'Place artichokes and remaining ingredients into a 9- or 10-inch heavy nonaluminum skillet and cook over high heat, tossing until all the water has evaporated, two minutes.', 'Do not allow them to fry or the garlic will turn bitter.', 'Artichokes will be slightly crunchy.', 'Pour into a serving dish and serve lukewarm.']"
Kimberly's Meaty Meatloaf,"['2 pounds extra-lean ground beef', '1 1/2 cups dry bread crumbs', '2 eggs', '1/2 tablespoon Worcestershire sauce', '1 small onion, diced', '1/4 cup grated Parmesan cheese', '1 (8 ounce) can tomato sauce']","['Preheat oven to 350 degrees F (175 degrees C).', 'In a mixing bowl, combine ground beef, breadcrumbs, eggs, Worcestershire sauce, onion, and parmesan cheese.', 'Shape into a loaf and place in a 8x4-inch loaf pan.', 'Top with tomato sauce.', 'Bake in preheated oven for 1 hour, or until internal temperature measures 160 degrees F (70 degrees C); the meat should be well done, with no trace of pink.', 'Remove from oven, and allow to rest for 10 minutes before serving.']"
Shrimp Macaroni Salad,"['1 cup elbow macaroni', '1 tablespoon finely diced onion', '1 tablespoon chopped green bell pepper', '2 cups cauliflower, cooked', '14 cup olive, sliced', '12 cup diced celery', '34 cup mayonnaise', '14 cup sweet pickle relish', '2 tablespoons ketchup', '2 tablespoons white wine vinegar', '1 teaspoon prepared horseradish', '14 teaspoon hot pepper sauce', '1 tablespoon chopped fresh parsley', '12 teaspoon celery seed', '18 teaspoon chili powder', 'ground black pepper', '2 ounces cooked baby shrimp']","['Bring a large pot of salted water to a boil, add the macaroni and let it cook until al dente; drain well.', 'Cook califlower, making sure not to cook too soft-leave al dente.', 'Cool.', 'In a medium-size mixing bowl, combine onion, bell pepper, celery, califlower, mayonnaise, sweet pickle relish, ketchup, pickle juices, olive, horseradish, hot pepper sauce, parsley, celery seed, chili powder, salt, black pepper and shrimp.', 'Fold the macaroni into the mixture.', 'Cover and chill at least 3 hours before serving.']"
Grilled Eggplant with Summer Herb Relish,"['2 cups packed fresh parsley leaves', '1/2 cup packed fresh mint', '3 green onions, chopped ( 1/4 cup)', '1 1/2 Tbs. fresh oregano leaves', '2 Tbs. capers', '3 Tbs. pine nuts', '1 Tbs. red wine vinegar', '2 Tbs. olive oil', '2 medium eggplants, sliced (1 lb.)', '1 Tbs. olive oil']","['To make Herb Relish:', 'Puree ingredients with 5 Tbs.', 'water in blender until smooth.', 'Season with salt and pepper, if desired.', 'To make Eggplant:', 'Heat grill pan over medium heat.', 'Brush eggplant slices with oil.', 'Grill slices 3 minutes per side, or until tender.', 'Spread 1/2 tsp.', 'relish on each eggplant slice, and serve.']"
Tamale Batter From Masa Harina,"['1/3 cup nonhydrogenated lard or vegetable shortening, at room temperature', '1 cup masa harina', '1/4 teaspoon baking powder', '1/4 teaspoon salt', '1 1/4 cups Chicken Broth with Mexican Flavors or Pork Broth with Mexican Flavors, lukewarm', 'Electric hand mixer']","['Place the lard in a small bowl and whip with the hand mixer at medium speed until light and creamy, about 5 minutes.', 'Combine the masa harina, baking powder, and salt in a large bowl.', 'Pour in the broth and whip at medium speed until all the liquid has been absorbed.', 'Continue whipping as you slowly add the lard, a spoonful at a time.', 'Once the last spoonful of lard has been added, raise the mixer speed to high and continue to mix until the batter is light and fluffy, about 10 minutes, scraping down the sides of the bowl as you go.', 'Cover and refrigerate for at least 30 minutes.', 'You can also make the batter in advance and keep it refrigerated in a tightly sealed container for up to 1 day.']"
Lemon Vinaigrette,"['1 tablespoon Dijon mustard', '14 cup fresh lemon juice', '1 12 teaspoons kosher salt', '34 teaspoon fresh ground black pepper', '12 cup olive oil']","['Place the mustard, lemon juice, salt, and pepper in a small bowl.', 'Slowly whisk in the olive oil until the vinaigrette is emulsified.']"
