Name,Ingredients,Instructions
Simple Vegetarian Pho Broth,"['1 large onion (about 1/2 pound), peeled and quartered', '1 3-inch piece of fresh ginger', '3 quarts water', '1 pound leeks (1 1/2 large), tough ends cut away, halved lengthwise, cleaned and cut in thick slices', '2 medium turnips (about 10 ounces), peeled and cut in wedges', '1 pound carrots (3 large), peeled and sliced thick', '2 ounces mushroom stems (from about 8 ounces mushrooms), or 4 dried shiitakes', '1 head of garlic, cut in half', '2 stalks lemon grass, trimmed, smashed with the side of a knife, and sliced', 'Salt to taste', '1 to 1 1/2 tablespoons sugar (to taste), preferably raw brown sugar', '6 star anise pods', '5 whole cloves', '1 tablespoon black peppercorns', 'A 2- to 3-inch cinnamon stick', '1 to 2 tablespoons fish sauce (nuoc mam), to taste (optional)']","['Scorch the onion and ginger by holding the pieces above a flame with tongs, or in a dry frying pan if using an electric stove.', 'Turn the pieces until they are scorched black in places on all sides.', 'Slice the ginger lengthwise.', 'Combine the scorched onion and ginger with the water, leeks, turnips, carrots, mushroom stems or dried shiitakes, garlic, lemon grass, salt to taste and 1 tablespoon sugar in a large soup pot and bring to a boil.', 'Tie the spices in a cheesecloth bag and add to the soup.', 'Reduce the heat, cover and simmer for 1 hour.', 'Add the fish sauce if using, and simmer for another hour (2 hours total, with or without the fish sauce).', 'Strain through a cheesecloth-lined strainer.', 'Taste and adjust salt and sugar.']"
Seafood Fricassee,"['3 shallots (1 1/2 ounces), peeled and thinly sliced', '3/4 cup dry white wine', '2 tablespoons minced celery', '4 medium-size shrimp, peeled and deveined', '8 medium-size scallops (or larger ones sliced in half lengthwise)', '3/4 cup squid, cleaned', '2 tablespoons cored and minced sweet red pepper', '2 ripe medium-size tomatoes, cored, seeded and chopped', '4 1/2 tablespoons butter', '1 kaffir lime leaf, available in Asian groceries (or 1 teaspoon lime zest)', '1 Thai hot chili pepper (or any hot chili pepper), halved and seeded', '2 tablespoons chopped parsley', 'Salt and pepper to taste']","['In a saucepan over medium heat, cook the shallots with the white wine for 2 minutes.', 'Add the celery and cook for 1 minute, then the shrimp, and cook for another minute.', 'Add the scallops and cook for 1 minute, stirring gently.', 'Turn up heat to high, and add the squid, red pepper and tomato.', 'Cook, stirring, for 30 seconds.', 'Add the butter, kaffir lime leaf, chili and parsley, and salt and pepper to taste.', 'Remove from the heat and set aside for 1 minute to allow flavors to meld.', 'Distribute the fricassee into 4 warm serving bowls.', 'Serve with toasted sourdough bread.']"
Breakfast Burrito Scramble,"['3 large egg whites', '1/4 each onions chopped', '1 each tomatoes chopped', '1 clove garlic chopped', '1 x spinach 1 handful, chopped', '1 dash salt', '1/4 cup ground turkey or chicken, browned in olive oil, optional', '1 each flour tortillas, whole wheat']","['Combine the eggs, salt, pepper, and dillweed, and mix in a bowl.', 'Warm olive oil in skillet and add garlic, and onions to warmed skillet to sautee.', 'One golden, add the eggs and scramble to satisfaction.', 'After the eggs are scrambled to your satisfaction, add the chopped tomatoes and cooked meat if desired.', 'Place in low carb or whole-wheat tortilla.', 'This is a very high protein, filling, and very portable breakfast for those days when youre on the go.']"
Asian Spaghetti,"['12 lb spaghetti, uncooked', '1 tablespoon oil', '3 tablespoons sesame seeds', '3 tablespoons soy sauce', '1 -2 green onion, trimmed and thinly sliced']","['Bring large pot of salted water to a boil on high heat.', 'Add spaghetti.', 'Boil according to package directions until al dente.', 'Drain.', 'Heat oil in small skillet on medium heat.', 'Add sesame seeds.', 'Saute 2 minutes or until brown.', 'Toss spaghetti with soy sauce, sesame seeds and scallions.', 'Serve immediately.']"
Nacho Cheeseless Sauce,"['12 ounces silken tofu', '12 cup salsa', '14 teaspoon salt', '14 teaspoon turmeric', '2 tablespoons nutritional yeast', '14 cup water', '1 tablespoon cornstarch', '1 tablespoon vegetable oil', '2 tablespoons canned green chilies, chopped (optional)']","['Mix water and cornstarch.', 'In a blender, puree tofu, salsa, salt, turmeric, and water-cornstarch mixture.', 'Add nutritional yeast.', 'Heat oil in a skillet and make bottom of pan is coated.', 'Pour in tofu mixture and spread to cover pan.', 'Cook tofu mixture on low heat for about 5 minutes, without stirring.', 'Use a wooden spoon or spatula to mix up the tofu, stirring to get a creamy consistency.', 'Pour/scrape sauce into a bowl and serve with any combination of chips, beans, lettuce, and/or tomato.']"
P Salad,"[""1 bag (12 Oz. Bag) Broccoli Slaw (Don't Tell The Kids)"", '1/2 bags (16 Oz. Bag) Frozen Peas', '1 cup Dry Roasted Peanuts', ""1/2 bottles (15 Oz. Bottle) Poppy Seed Dressing (I Use Marzetti's--in The Refrigerated Section--because It Is White Instead Of Yellow)""]","['In a serving bowl, dump the bag of broccoli slaw.', 'Pour in the peas.', 'Sprinkle in the peanuts.', 'Douse it with the poppy seed dressing.', 'Stir.', 'Super easy and super yummy!', 'By the time everyone is ready to eat, the peas will be thawed and the salad still cold!', '(Of course, if you need to double it, by all means, go for it.', 'Then you wont have to stash your leftover ingredients.', 'This recipe is great to take for pot luck picnics.)', 'If you do make this on the way, plan ahead and take a bowl and spoon with you.', 'That is all you will need!']"
Easy Chocolate Buttery Cookies,"['12 cup sugar', '14 cup butter, softened', '1 egg yolk', '1 teaspoon almond extract', '1 12 cups all-purpose flour', '18 cup unsweetened cocoa', 'melted chocolate chips (to decorate) or almond bark (to decorate) or maraschino cherries (to decorate) or nuts (to decorate)']","['Preheat oven to 375.', 'In a large bowl, combine all ingredients except flour and cocoa.', 'Beat at medium speed until light and fluffy.', 'Gradually add the flour and cocoa until well mixed.', 'Shape rounded teaspoonfuls as desired (1-inch balls, 2-inch logs, balls flattened, etc.)', 'or use cookie press.', 'Put them 1 inch apart on cookie sheet.', 'Bake 7-9 minutes or until set.', 'Let cookies cool.', 'When cooled, you may decorate the cookies with whatever you like, example listed above, or leave them as they are.']"
Triple Cheese-Crusted Chicken Breasts,"[""1 pouch Shake'N Bake Extra Crispy Original Coating Mix"", '1/2 cup Kraft Parmesan, Romano & Asiago Shredded Cheese', '6 small boneless skinless chicken breasts (1-1/2 lb./675 g)']","['Heat oven to 400F.', 'Combine coating mix and cheese; use to coat chicken as directed on package.', 'Place on foil-covered baking sheet sprayed with cooking spray.', 'Bake 20 min.', 'or until chicken is done (165 degrees F).']"
Catalonian Pepper and Nut Sauce (Salsa Romesco),"['2 dried ancho chiles', '2 small red bell peppers', '1/2 cup hazelnuts', '1/2 cup blanched almonds, toasted', '4 garlic cloves, chopped', '1 (1-ounce) slice bread, toasted', '1/4 cup red wine vinegar', '2 tablespoons tomato paste', '4 teaspoons sweet smoked paprika', '1/4 teaspoon ground red pepper', '2/3 cup extra-virgin olive oil', '1/4 cup hot water', '1/2 teaspoon salt']","['1.', 'Place ancho chiles in a small saucepan.', 'Cover with water; bring to a boil.', 'Remove from heat; cover and let stand 20 minutes.', 'Drain well.', 'Remove stems, seeds, and membranes from chiles; discard.', 'Place chiles in a medium bowl.2.', 'Preheat broiler.3.', 'Cut bell peppers in half lengthwise; discard seeds and membranes.', 'Place pepper halves, skin sides up, on a foil-lined baking sheet; flatten with hand.', 'Broil 10 minutes or until blackened.', 'Place in a paper bag; fold to close tightly.', 'Let stand for 15 minutes.', 'Peel and cut into 2-inch pieces.', 'Add bell peppers to chiles.4.', 'Reduce oven temperature to 350.5.', 'Arrange hazelnuts in a single layer on a baking sheet.', 'Bake at 350 for 8 minutes or until toasted.', 'Turn nuts out onto a towel.', 'Roll up towel; rub off skins.', 'Place hazelnuts in a food processor.', 'Add almonds, garlic, and bread to food processor; process 1 minute or until finely ground.', 'Add chile mixture, vinegar, tomato paste, paprika, and ground red pepper; process 1 minute or until combined.', 'With processor on, slowly pour oil through food chute; process until well blended.', 'Add 1/4 cup hot water and salt; process 10 seconds or until combined.Note: Store in an airtight container in the refrigerator for up to two weeks.']"
Slab Apple Pie With Easy Crumb Top,"['1 pie crust', '6 apples, peeled, cored, and sliced', '12 cup sugar', '1 tablespoon lemon juice', '1 tablespoon cinnamon', '1 cup flour', '12 cup butter', '12 cup brown sugar', '12 cup chopped nuts']","['Preheat oven to 375.', 'Prepare pie crust according to directions and pat it into the bottom of a 9x13 pan.', 'In large mixing bowl, combine apple slices, sugar, lemon juice and cinnamon.', 'Spread in an even layer over crust.', 'In food processor, combine flour, butter, and brown sugar, pulsing until coarse crumbs are formed, or in a large mixing bowl, combine these ingredients, cutting butter into sugar and flour with a pastry blender or two knives held together.', 'Stir in nuts.', 'Sprinkle crumb top over apple layer.', '* Bake for 45 minutes to an hour or until filling bubbles.', 'Cool completely.', 'If preparing ahead of time to freeze.', 'Wrap with foil and label at the *.', 'Then, when ready to serve, bake frozen pie at 425 for 15 minutes.', 'Reduce heat to 375 and continue baking as directed.']"
