Name,Ingredients,Instructions
Lemony Shredded Brussels Sprouts,"['2 tablespoons olive oil', '2 lbs Brussels sprouts, trimmed and shredded with a knife (or in a food processor)', 'coarse kosher sea salt', 'fresh ground pepper', '2 tablespoons fresh lemon juice']","['In a large nonstick skillet, heat oil over medium-high heat.', 'Add Brussels sprouts and 2 tablespoons water; season with salt and pepper.', 'Cook, stirring occasionally, until crisp-tender, 8 to 10 minutes.', 'Remove from heat, and stir in lemon juice.', 'Serve immediately.']"
CROP Cookies,"['1- 1/2 cup Flour', '1 teaspoon Baking Soda', '1 teaspoon Salt', '1 cup Butter, Unsalted, Room Temperature', '3/4 cups Brown Sugar, Packed', '3/4 cups Sugar', '2 whole Eggs (large)', '1 teaspoon Vanilla Extract', '2- 1/2 cups Rolled Oats', '1- 1/2 cup Raisins', '1 package Chocolate Chips (12 Oz)', '1 cup Toasted Pecans (optional)']","['1.', 'Preheat oven to 375 F. In a medium bowl, whisk together flour, baking soda and salt.', 'Set aside.', 'With an electric mixer, cream butter and sugars until light and fluffy.', '2.', 'Add eggs and vanilla to the creamed mixture and beat until combined, scraping down sides of bowl as needed.', 'Add flour mixture, beat until just combined.', 'Add oats, raisins, chocolate chips, (and nuts if desired) and beat until just combined.', '3.', 'Drop heaping tablespoons of batter approximately 1 1/2 inches apart onto ungreased baking sheets.', 'Bake, rotating halfway through baking time.', 'Bake until cookies have spread and become a golden brown and are soft to touch, 10-12 minutes.', 'Cool 5 minutes on cookie sheets, then move to a wire rack to cool.', 'For crispier cookies, bake 350 F for 16-20 min.', 'Yield: 3 dozen']"
Avocado With Simple Dressing,"['1 very ripe avocado', '1 tablespoon extra virgin olive oil', '12-1 tablespoon soy sauce', '1 tablespoon lemon juice', '12 teaspoon smashed garlic (you can use 1/4 tsp ground if fresh is to much for you)', 'fresh ground black pepper (optional)']","['Scoop Avocado into a bowl.', 'Wisk dressing ingredients together, adjust to taste, and pour over Avocado.', 'Enjoy!']"
Restaurant Style Egg Drop Soup,"['4 cups chicken broth, divided', '18 teaspoon ground ginger', '1 pinch white pepper', '1 chopped green onion', '1 12 tablespoons cornstarch', '2 eggs', '1 egg yolk', 'garnish with dried chow mein noodles (optional)']","['Reserve 3/4 cup of chicken broth, and pour the rest into a large saucepan.', 'Stir the salt, ginger and chives into the saucepan, and bring to a rolling boil.', 'In a cup or small bowl, stir together the remaining broth and cornstarch until smooth.', 'Set aside.', 'In a small bowl, whisk the eggs and egg yolk together using a fork.', 'Drizzle egg a little at a time from the fork into the boiling broth mixture.', 'Egg should cook immediately.', 'Once the eggs have been dropped, stir in the cornstarch mixture gradually until the soup is the desired consistency.', 'Serve sprinkled with Green onion.', ""Garnish with Dried Chow Mein Noodle's.""]"
Nick Nethongkome's Thai-Style Cucumber Salad,"['2 firm, fresh cucumbers, about 3/4 pound', '1 tablespoon finely shredded, trimmed, seeded hot pepper, preferably red', '1/4 cup sugar', 'Salt to taste, if desired', '5 tablespoons white vinegar', '5 tablespoons water', '1 tablespoon shallots sliced as thin as possible', '1/4 cup chopped fresh coriander']","['Trim off the ends of the cucumbers and scrape them.', 'Quarter the cucumbers lengthwise and scrape out the seeds.', 'Cut the cucumbers crosswise into thin slices.', 'There should be about two cups.', 'Put the slices into a mixing bowl and add the pepper.', 'Combine the sugar, salt, vinegar, water and shallots in a saucepan and bring to the boil.', 'Cook, stirring, until the sugar dissolves.', 'Pour the sauce over the cucumber mixture and stir.', 'Sprinkle with coriander.']"
Chicken Stuffed Shells With Tomato Cream Sauce,"['1 lb pasta shells, for prepared stuffing', '2 lbs boneless skinless chicken breasts', 'salt and pepper', '3 tablespoons olive oil', '5 garlic cloves, chopped (or 1 tbsp jar chopped garlic)', '1 onion, chopped', '2 carrots, minced', '2 stalks celery, minced', '12 teaspoon crushed red pepper flakes', '2 cups chopped fresh spinach', '1 lb ricotta cheese', '1 egg, lightly beaten', '34 cup grated romano cheese', '14 cup chopped fresh parsley (or 2 tbsp dry)', '3 tablespoons fresh basil, julienne (or 1 tsp dry)', '3 tablespoons olive oil', '1 onion, chopped', '10 garlic cloves, chopped (or 2 tbsp jar chopped garlic)', '2 carrots, finely chopped', '2 (28 ounce) cans crushed tomatoes (if you access to some nice tomatoes, you can substitute about 2 lb ripe tomatoes)', '1 (28 ounce) can tomato puree', '12 cup red wine', '14 cup fresh parsley, chopped (or 2 tbsp dried)', '3 tablespoons fresh basil, julienne (or 2 tsp dry)', '34 cup heavy cream']","['Cook shells according to package directions.', 'Take 6 minutes off of cooking time.', 'Drain well, cool under cold running water, and toss with a minimal amount of olive oil (or cooking spray) to prevent sticking.', 'Meanwhile, season chicken on both sides with salt and pepper.', 'Cut into small pieces.', 'Heat 3 tbsp olive oil in a large skillet over medium-high heat.', 'Cook chicken until golden brown on both sides.', 'Drain on paper towels.', 'In same skillet, cook garlic, onion, carrot, celery and red pepper flakes.', 'Cook 5 minutes.', 'Add spinach, and cook 10 minutes more.', 'Season with salt and pepper.', 'Combine chicken and spinach mixture.', 'puree in a food processor or blender.', '(If you have a small machine, do this in batches.', ').', 'In a large bowl, combine ricotta, egg, Romano, parsley and basil.', 'Season with salt and pepper and mix well.', 'Add chicken puree and combine very well.', 'Chill for 30 minutes.', 'Meanwhile, prepare sauce.', 'In a large stockpot, heat 3 tbsp olive oil on medium-high heat.', 'Add onion, garlic and carrot, and saute until onion begins to brown.', 'Add tomatoes and puree.', 'Stir well.', 'Add wine and bring to a boil.', 'Reduce heat to low and let simmer 30 minutes.', 'After 30 minutes, add parsley and basil to sauce, and cook 15 minutes more.', 'Working in batches, puree sauce in blender; return to same pot.', '(If you have a hand blender, you can use it right in the pot).', 'Add cream and simmer 15 minutes.', 'Season to taste with salt and pepper.', 'Set aside.', 'Preheat oven to 350 degrees F. Spray a large baking pan well with cooking spray.', 'Place a thin layer of sauce in bottom of baking pan.', 'Stuff shells with chicken mixture.', '(I find a pastry bag with no tip is ideal for this.', ""If you don't have one, try a demitasse spoon.)"", 'Mixture should come to top of shells.', 'Place shells in baking pan in a single layer.', 'When all shells are filled, cover with sauce.', 'Top with grated provolone, and parsley.', 'Bake for 20 minutes.', 'Cheese should be golden and sauce should be bubbly.', 'Let sit for 10 minutes before serving.', 'Note:.', 'You can substitute half-and-half, or evaporated skim milk for the cream.', 'The cream sauce can be made up to 2 days ahead.', 'The entire dish can be made ahead of time and frozen (either baked or unbaked).', 'Cover top with plastic wrap then aluminum foil.', 'If unbaked: remove plastic wrap, and re-wrap with foil.', 'Place in a low oven (250 degrees F.) and bake until a knife is easily inserted.', 'Then raise heat to 350 degrees F. and bake as above.', 'If baked: remove plastic wrap and rewrap with foil.', 'Bake at 350 degrees F. until hot.']"
Antonio's House Italian,"['12 cup white vinegar', '14 cup apple cider vinegar', '14 cup sugar', '14 cup vegetable oil', '14 cup extra virgin olive oil', '1 teaspoon italian seasoning', '14 teaspoon garlic', '1 dash salt']",['add all ingredients together in a jar or bottle and shake well.']
Tastes-Like-Fried Tortillas with Andys Guacamole,"['8 whole Corn Tortillas', '1- 1/2 Tablespoon Olive Oil', '1 pinch Kosher Salt', '3 whole Ripe Hass Avocados, Peeled, Pitted, And Coarsely Smashed', '3 whole Scallions, Thinly Sliced', '1/2 whole Large Tomato, Cut Into Small Dice', '3 Tablespoons Chopped Cilantro', '1- 1/2 Tablespoon Lime Juice', '1/2 teaspoons Garlic Powder', '1/2 teaspoons Hot Red Pepper Sauce', '3/4 teaspoons Table Salt']","['Adjust oven rack to upper- and lower-middle positions and heat oven to 400 degrees.', 'Arrange tortillas in a single layer on 2 large cookie sheets.', 'Brush both sides of each tortilla with oil and generously sprinkle with salt.', 'Bake, switching pan positions at 8 minutes, until crisp and golden brown, about 12 minutes.', 'Mix avocado with remaining ingredients.', 'Serve with whole tortilla chips, allowing everyone to break off and dip chips.']"
"Grilled Cheese With Prosciutto, Basil and Dates","['4 tablespoons softened butter', '8 slices crusty bread', '8 slices prosciutto', '8 slices monterey jack cheese', '12 cup dates, pitted and thinly sliced', '14 cup fresh basil leaf, torn']","['Heat a large skillet over medium heat or heat your Panini press to medium heat.', 'Spread butter on one side of each slice of bread.', 'Buttered side down, layer 2 slices prosciutto, 1 slice cheese,.', 'one quarter each of dates and basil and another slice of cheese.', 'Top each with other slice of bread, buttered side up.', 'Grill sandwiches until golden and cheese has melted.', '3-4 minutes per side.']"
Brat Soup,"['1 package Brat Style Sausage (6 To A Pack) Give Or Take Some Dependent On Your Tastes', '4 whole Carrots Rough Chopped', '2 whole Potatoes Roughly Diced', '1 whole Yellow Onion Roughly Chopped', '2 quarts Chicken Stock', '1/2 heads Cabbage, Shredded', '2 cups Swiss Cheese']","['Slice brats into 1/2 inch rounds.', 'Chop vegetables and add all to a medium crock pot.', 'Feel free to add whatever additional veggies you desire.', 'Green beans would be great, kale instead of cabbage would be wonderful; make this your own.', 'Add chicken stock to fill crock pot until about a 1/2 inch from the top.', 'Turn on low and cook for 6 to 8 hours.', 'Place 1/4 cup Swiss cheese in the middle of a serving bowl and ladle hot soup over cheese.', 'This is so quick, I throw it together in the morning and have it for dinner when I get home from work.', 'Excellent with crusty bread.']"
Dark Cherry Merlot Sauce over Yogurt,"['2 cups unsweetened frozen pitted dark sweet cherries, thawed', '1 cup merlot', '2 tablespoons brown sugar', '1 teaspoon fresh lemon juice', '1/8 teaspoon salt', '2 cups vanilla fat-free frozen yogurt']","['1.', 'Combine cherries, merlot, brown sugar, lemon juice, and salt in a saucepan; bring to a boil.', 'Lightly crush about half of cherries with a potato masher.', 'Reduce heat, and cook until reduced to about 1 cup.', 'Let stand 5 minutes.', 'Spoon warm cherry sauce over yogurt.']"
G.F. Falafel,"['1 cup spouted garbanzo beans', '1 teaspoon garlic powder', '1 medium onion, chopped', '12 cup cooked quinoa', '2 teaspoons cumin', '1 teaspoon coriander', '3 tablespoons parsley, finely chopped', '12 teaspoon salt', '14 teaspoon pepper', '2 tablespoons flour, garbanzo bean', '12 teaspoon xanthan gum', '14 cup oil, for pan frying']","['Sprout chickpeas by soaking over night, rinse.', 'Rinse 2 times daily with fresh water until beans begin to sprout.', 'In blender or food processor combine chickpeas, onion, coriander, cumin, garlic powder, salt, pepper, and quinoa.', 'Pulse until a thick paste is made.', 'Add 1 tsp water if not combining well.', 'In separate bowl combine flour and xanthan gum, mix.', 'Add chickpea paste and parsley, mix until well combined.', 'Pre-heat oven to 400&deg;F Heat sautee pan to medium heat, add oil.', 'Spoon mixture into pan and slightly flatten.', 'Cook 2-3 minutes, or until golden brown, on each side.', 'Place on sheet pan with parchment paper and finish cooking in oven for 5-7 minutes.']"
Sally's Wheat Free Banana Muffins,"['1 14 cups whole spelt flour', '1 14 cups oat flour', '2 teaspoons cinnamon', '2 teaspoons baking soda', '1 teaspoon baking powder', '1 teaspoon salt', '12 cup butter (room temp.)', '1 13 cups sucanat, rapidura or 1 13 cups brown sugar', '3 large eggs, lightly beaten', '3 cups mashed bananas', '1 tablespoon vanilla', '4 teaspoons minced lemon zest', '12 cup chopped nuts', '12 cup millet']","['Preheat oven to 350 deg.', 'Butter 12 extra large muffin cups (2 6-cup pans).', 'Grate lemon zest and set aside.', 'Measure and mix dry ingredients (1st 6 ingreds.)', 'and set aside.', 'In large bowl, combine sugar and butter.', 'Add in eggs, banana and vanilla.', 'Add mixed dry ingredients, stirring only enough to combine.', 'Spoon into buttered muffin cups.', 'Combine lemon zest, nuts and millet and sprinkle heavily on top.', 'Bake aprox.', '40 minutes.']"
Low Cal Sesame Dressing,"['8 ounces plain fat-free yogurt or 8 ounces low-fat plain yogurt', '1 -2 garlic clove, pressed', '3 -5 dashes sesame oil', '12 green onion, finely chopped with some of the green', '1 teaspoon vinegar or 1 teaspoon lemon juice', 'sesame seeds']","['mix all together.', 'Use more or less of any ingredient according to taste.', 'Allow the flavors to blend for an hour.', 'Apply to salad and garnish with flat leaf parsely.']"
Creamy Peach Salad Recipe,"['1 (4 serving size) pkg. Jello brand peach flavor', '1 c. boiling water', '1/3 c. cool water', '1/2 c. plain yogurt', '1 3/4 c. thawed Cold Whip non-dairy whipped topping', '1 (16 ounce.) can sliced peaches, liquid removed and minced', '1/4 c. minced nuts']","['Dissolve gelatin in boiling water; add in cool water.', 'Refrigeratetill slightly thickened.', 'Blend yogurt into whipped topping; then blend in gelatin.', 'Stir in peaches and nuts.', 'Pour into 8x4-inch loaf pan.', 'Refrigeratetill hard, about 3 hrs.', 'Unmold.', 'Garnish with additional peach slices if you like.']"
"Baked Amaranth ""Polenta"" with Tomato Sauce","['3 cups low-sodium chicken stock', '1 cup amaranth', '4 tablespoons unsalted butter', '1/2 cup grated Parmigiano-Reggiano cheese, plus more for garnish', 'Kosher salt', 'Freshly ground black pepper', '2 tablespoons extra-virgin olive oil', '1 cup chopped white onion', '1 tablespoon minced garlic', '1 teaspoon crushed red pepper flakes', 'One 35-ounce can whole peeled Italian tomatoes with juices, crushed by hand']","['Bring the stock to a boil in a medium saucepan.', 'Whisk in the amaranth, reduce heat to low, cover, and simmer for 25 minutes or until the liquid is absorbed and the amaranth is tender, stirring occasionally.', 'Remove from the heat, stir in the butter and cheese and season to taste with salt and pepper.', 'Pour into a greased 9-by-9-inch baking pan and cool completely.', 'Refrigerate for at least two hours (preferably overnight) to set the polenta.""', 'Meanwhile, in a large saucepan, heat the oil over moderate heat.', 'Sweat the onion, garlic and red pepper flakes for five minutes.', 'Add the tomatoes and tomato juice, reduce the heat and simmer for 20 minutes.', 'Keep warm.', 'Preheat the oven to 450 degrees .', 'Brush the top of the polenta with olive oil, season with salt and pepper, and bake for 45 minutes, or until the top is golden brown.', 'Serve the polenta with the tomato sauce and garnish with cheese.']"
"Whole-Meal Chicken Noodle Soup, Chinese Style","['6 cups chicken stock', '10 slices peeled fresh ginger', '2 garlic cloves, peeled and lightly crushed', '1 tablespoon peanut or vegetable oil', '1 teaspoon minced garlic', '1 1/2 cups chopped cooked chicken', '1 cup broccoli florets, no larger than 1 inch on any side', '1 pound fresh thin egg noodles (labeled soup noodles or wonton noodle or simply noodles)', '2 tablespoons soy sauce, or to taste', '1 tablespoon sesame oil', '1/2 cup minced scallion']","['Heat the stock with the ginger and crushed garlic while you prepare the other ingredients.', 'Keep it warm and simmering until you are ready to use it.', 'Put the oil in a broad, deep skillet or saucepan over medium-high heat.', 'Add the minced garlic and stir, then add the chicken.', 'Turn the heat to high and cook, stirring occasionally, until the meat begins to brown.', 'Add the broccoli and cook, stirring occasionally, for about 5 minutes.', 'Strain and add the stock; adjust the heat so that it boils gently.', 'Add the noodles and cook, stirring occasionally, until they are separate and tender, about 3 minutes.', 'Stir in the soy sauce and sesame oil, then taste and adjust the seasoning.', 'Divide the soup among 4 bowls; add a little more stock to each if you want the mixture soupier.', 'Garnish with the scallion and serve.']"
