Name,Ingredients,Instructions
Chicken Parmesan,"['1 whole Sleeve (14 1/2 Oz. Size) Of Crackers, Like Ritz', '1/2 teaspoons Kosher Salt', '2 whole Eggs', '2 pinches Black Pepper', '6 whole Chicken Breast Halves', '1/4 cups Extra Light Olive Oil, Plus More If Needed', '2 cloves Fresh Garlic, Squeezed Through A Garlic Press', '2 cans (14 1/2 Oz. Size) Tomato Sauce', '1/2 teaspoons Dried Basil', '2 Tablespoons Butter', '1/4 cups Grated Parmesan Cheese', '1/2 pounds Spaghetti Noodles', '4 slices To 6 Slices Mozzarella Cheese']","['Preheat oven to 350 degrees F and lightly spray a 9x13 baking dish with baking spray (I use my Misto).', 'In a large bag (I use a produce bag), crush the crackers into small pieces and season with the kosher salt.', 'In a shallow dish, whisk together the eggs and black pepper.', 'Dip the chicken breast halves in one at a time coating both sides and drip any excess egg back into the dish.', 'Add the coated chicken into the bag with the crushed crackers and shake to coat, pressing the crackers into the chicken and then place on a large plate.', 'Repeat with the remaining chicken until all of the chicken breast halves are coated.', 'In a large 10-inch nonstick skillet, heat the olive oil over medium-high heat.', 'Once hot, work in batches, adding 2 of the chicken breast halves at a time, and cook for 3-4 minutes per side.', 'Flip when you notice the edges of the chicken are a deep golden and cook for another 3-4 minutes.', 'After each batch, remove to a paper towel-lined plate to absorb any excess oil and then arrange in the prepared 9x13 baking dish.', 'Repeat with the remaining chicken.', 'Once all of the chicken has been cooked, reduce the heat to medium and wipe the pan out with paper towel so only a trace of oil is left in the pan.', 'Squeeze in garlic through a garlic press and cook for a minute or two.', 'Slowly add in the tomato sauce and dried basil.', 'Simmer for 8 minutes and drop in the butter and stir.', 'Pour 1/3 of the sauce over top of the chicken, leaving pieces exposed.', 'Evenly sprinkle with the Parmesan and cover with foil.', 'Bake for 30 minutes.', 'In the meantime, bring a pot of water to boil.', 'Season with a generous pinch of kosher salt and add in the spaghetti noodles and cook as directed on the package.', 'Drain and add to the remaining marinara, toss and heat on low to keep warm.', 'After the 30 minutes, remove top with mozzarella slices and pop the pan back into the oven for 10-15 more minutes more until the cheese is melted and bubbly.', 'Dish out spaghetti into bowls and top with the Parmesan chicken.']"
Baked Chicken With Cream Cheese Vegetable Topping,"['4 bone-in skinless chicken breasts (about 2 1/4 pounds in all)', '1 tablespoon cooking oil', '12 red bell pepper, chopped', '12 orange bell pepper, chopped', '12 green bell pepper, chopped', '1 small onion, chopped', '1 carrot, grated', '1 small zucchini, diced', '8 ounces cream cheese, at room temperature', '1 teaspoon salt', '12 teaspoon fresh ground black pepper', '12 teaspoon dried whole dill weed']","['Heat the oven to 425 degrees F.', 'In a medium frying pan, heat the oil over moderate heat.', 'Add the bell pepper and cook, stirring occasionally, until starting to soften, about 3 minutes.', 'Add the onions,carrot and zucchini, cook 2 minutes longer, drain.', 'Mix the vegetables with the cream cheese, 3/4 teaspoon of the salt, 1/4 teaspoon of the black pepper and dill.', 'Sprinkle the chicken breasts with the remaining salt and pepper.', 'Put the breasts in a roasting pan and spread them with the vegetable cream cheese.', 'Bake the chicken until just done, 20 to 25 minutes.']"
Sweetheart Trifle,"['1 (18 1/4 ounce) package chocolate cake mix', '10 ounces peanut butter chips', '4 14 cups cold milk, divided', '12 cup whipping cream', '14 teaspoon vanilla', '2 (6 ounce) packages instant chocolate pudding mix', '1 (12 ounce) carton Cool Whip, thawed', ""4 -6 Reese's Peanut Butter cups, crumbled""]","['Prepare cake mix according to directions, let cool completely.', 'In a heavy saucepan, combine chips, 1/4 c milk and the whipping cream.', 'Cook and stir over low heat until chips are melted.', 'Remove from heat; stir in vanilla and cool to room temp.', ""(If you don't melt the chips on high heat, it will only take a 1/2 hour to cool) Place the remaining milk in a mixing bowl; beat in the pudding mixes on low speed for 2 minutes."", 'To assemble, crumble half the cake into a 4 qt trifle bowl or large bowl.', 'Layer with 1/2 the peanut butter sauce, pudding, whipped topping and then repeat layers.', 'At the end, add the crumbled peanut butter cups.', 'Cool for 3 hours.']"
Roasted-Beet Salad With Goat Cheese and Walnuts,"['3 large or 6 medium beets', '3/4 cup walnuts', '6 cups torn greens, one type or an assortment', '13 cup olive oil', '2 tablespoons red-wine vinegar', '1 tablespoon minced shallot', '2 teaspoons Dijon mustard', 'Salt and freshly ground black pepper', '4 ounces goat cheese']","['Heat the oven to 400.', 'Wash the beets, and while they are still wet, wrap them individually in foil.', 'Put them on a rimmed baking sheet and cook, undisturbed, until you can pierce them easily with a thin-bladed knife, 60 to 90 minutes.', 'Once the beets have cooled, peel them (I like to rub the skin off under running water), and cut them into chunks.', 'Put the walnuts in a dry skillet over medium heat and cook, shaking the pan frequently, until fragrant and beginning to darken, 3 to 5 minutes.', 'Rinse and dry the greens and put them in a large bowl; add the walnuts.', 'Combine the oil, vinegar, shallot and Dijon in a jar with a sprinkle of salt and pepper.', 'Screw the lid on tightly and shake vigorously until the dressing becomes thick and creamy.', 'Taste and adjust the seasoning.', 'Pour some of the dressing onto the greens and toss to coat; pile the greens on 4 plates.', 'Put the beets in the bowl, toss with some of the dressing and arrange them on top of or around the greens.', 'Crumble the goat cheese on top, and serve.']"
Braised Goose with Pears or Apples,"['1 goose, cut into serving pieces, excess fat removed', 'Salt and freshly ground black pepper', '1/2 cup diced bacon or pancetta (optional)', '2 large onions, roughly chopped', '4 bay leaves', 'A few fresh thyme sprigs', '1/2 pound dried pears or apples', '2 cups dry white wine', '1 tablespoon vinegar: white wine, champagne, or sherry', 'About 2 pounds pears or apples, peeled, cored, and sliced']","['Turn the heat to medium-high under a casserole or deep skillet at least 12 inches across; a minute later, add the goose pieces, skin side down.', 'Cook, rearranging the pieces now and then so that they brown evenly, until nicely browned and rendered of fat, 10 to 15 minutes.', 'Sprinkle with salt and pepper and turn; brown for 2 or 3 minutes on the meat side.', 'Remove the goose and pour off all but a tablespoon of the fat.', 'If youre using it, cook the bacon in the same skillet over medium-high heat until brown and crisp all over, about 10 minutes.', 'Add the onions, bay leaves, and thyme and cook, stirring occasionally and seasoning with salt and pepper, until the onions are softened, about 10 minutes.', 'Add the dried fruit and cook for another minute or two, stirring occasionally.', 'Add the wine and raise the heat to high; cook until the wine is reduced by about half, 5 minutes or so.', 'Return the goose pieces to the skillet and turn the heat to very low.', 'Cover and cook (the mixture should be bubbling, but barely) for at least 2 hours, turning only once or twice, until the goose is very tender.', 'Add the vinegar, sliced fruit, and a good grinding of black pepper and cook, stirring occasionally, until the fruit is tender, 10 to 15 minutes.', 'Taste and adjust the seasoning.']"
Delicious Apple Crisp Recipe,"['6-8 peeled & sliced sm. McIntosh apples', '1-1 1/2 c. apple juice, unsweetened', '1/4 c. cornstarch']","['Oven at 350 degrees.', 'Slice apples into medium saucepan.', 'Mix cornstarch and apple juice.', 'Pour mix over apples.', 'Mix should be at a slightly lower level than apples (about 1/4).', 'Cook apples and juice mix over medium high heat till liquid is thick.', 'Remove from heat.', 'Prepare topping by combining dry ingredients first (except for nutmeg and cinnamon) then mixing with butter till topping resembles coarse crumbs.', 'Place cooked apples in a shallow casserole dish or possibly a square 8 x 8 x 2 or possibly 9 x 9 x 2 inch baking pan.', 'Sprinkle desired amount of cinnamon on mix (I use a heavy coating).', 'Cover with topping and sprinkle nutmeg in desired amount over topping.', 'Sprinkle nuts over topping if you like.', 'Bake for 45 min.', 'Serve warm with frzn vanilla yogurt.']"
Lebanon Shortbread (Ghurayba),"['1-1/2 cup butter, softened', ""1-3/4 cup confectioners' sugar"", '1 tsp. orange-flower water (mazahar)', '1 egg yolk', '3 cups flour', '40 blanched almonds']","[""Place butter, 1 1/2 cups of the confectioner's sugar, orange-flower water, and egg yolk in a blender and blend for 1 minute."", 'Transfer to a mixing bowl; then gradually add flour while mixing with fingers, until a smooth dough is formed.', 'Form dough into 40 balls, a little smaller than walnuts; then place on a ungreased cookie sheet and flatten slightly to about 1/2-inch thickness.', 'Press an almond on each piece.', 'Bake in an oven preheated to 300 degrees F. for 20 minutes or until bottoms turn light brown.', 'Remove from oven and allow to cool.', ""Sprinkle with the remaining confectioner's sugar; then serve or store."", 'The ghurayba may feel soft at the end of baking time, but they will harden as they cool.', 'Makes 40 pieces.']"
Easy Mushroom Rice Pilaf,"['1 cup brown rice', '2 cups broth (I used chicken broth)', '4 ounces chopped fresh mushrooms (1 1/4 cups)', '23 cup chopped onion', '2 tablespoons chopped fresh parsley', '1 tablespoon olive oil', '2 garlic cloves (minced)', '18 teaspoon pepper']","['Combine all ingredients in 3-quart saucepan.', 'Bring to boil.', 'Reduce heat to low.', 'Cover and simmer for 50 minutes.', 'Remove from heat and let stand, covered for 10 minutes.', 'Stir and serve immediately.', 'ENJOY!']"
Red Curry Stew & Vegetable Noodles,"['2 whole Large Carrots, Peeled', '1 whole Medium Yellow Squash', '2 whole Medium Zucchini', '1 package (14 Oz. Size) Firm Tofu', '1- 1/2 Tablespoon Olive Oil', '13 whole Medium Red Onion, Chopped', '1 piece (1 Inch Size) Fresh Ginger, Peeled And Sliced', '3 cloves Garlic, Minced Or Pressed', '5 teaspoons Red Curry Paste', '1 whole Large Potato, Peeled And Diced', '4 cups Vegetable Stock', '1 cup Light Coconut Milk', '1/2 heads Cabbage Chopped', '2 Tablespoons Fish Sauce', '2 Tablespoons Lime Juice', '1- 1/2 Tablespoon Sea Salt', '8 whole Large Basil Leaves, Chopped', '1 Tablespoon Black Sesame Seeds (optional)']","['1.', 'Make vegetable noodles with the carrots, yellow squash, and zucchini with a julienne peeler.', 'Place all the noodles into a medium-sized bowl, and mix them together.', 'Set aside.', 'Chop up the parts of the vegetables that were not cut by the julienne peeler.', 'Save it for the stew.', '2.', 'Drain the water from the tofu package and rinse the tofu.', 'Chop the tofu into smaller cubes, and set aside.', '3.', 'Heat the olive oil in a medium-sized pot over medium-high heat.', 'Once the pot is heated, pour in the onions and ginger.', 'Saute them for about 2 minutes, or until the onions turn translucent.', 'Next, add the minced garlic, curry paste, diced potatoes, and the leftover chopped carrots, and stir everything together.', '4.', 'Add the vegetable stock and cover the pot with a lid.', 'Once the stock starts boiling, add the coconut milk, cabbage and the leftover chopped squashes.', 'Stir, and wait for the liquid to start boiling again.', 'Once the stew boils, season with fish sauce, lime juice, and sea salt.', 'Check to see if the potatoes are fully cooked by piercing a fork into a piece of potato.', 'If the fork can go through it easily, theyre ready.', '5.', 'Turn off the heat, and add the chopped basil.', 'You can also save some for garnish.', '6.', 'In a bowl, put about 1 to 1-1/2 cups of the vegetable noodles on the bottom, and pour the stew on top.', 'Sprinkle black sesame seeds over the top for garnish.', '7.', 'Refrigerate leftover noodles in a separate container from the stew.']"
Wholemeal Bread,"['300 grams whole wheat flour', '200 grams strong white flour', '10 grams salt', '370 ml water', '7 grams fast action dried yeast', '2 tbsp olive oil', '1 cup boiling water']","['Put the flour in a large bowl with the salt and yeast on either side', 'Chuck a tablespoon of olive oil in', 'Add the water, mixing with your hand in a claw shape.', 'The mixture will be quite wet', 'When the mixture comes together, cover and leave to autolyse for 30 mins', 'After 30 mins the mixture should be slightly easier to handle.', 'Stretch and fold a few times to give it a hand and leave to autolyse for a further 30 mins', 'Take the dough out of the bowl, slap it down on the work surface and slap and fold several more times, using a dough scraper to keep everything together', 'Oil your hands and the work surface and shape into the desired shape.', 'This is easiest by stretching the dough to a rectangle and folding over the edges before inverting and stretching the surface until the seams meet at the bottom', 'Leave to prove for 40-60 mins, covered, on a baking tray or pizza tray dusted with semolina', 'Meanwhile preheat the oven to 220C and place a metal tray at the bottom of the oven', 'When the dough is light and significantly bigger, pour a cup of boiling water into the tray in the oven', 'Make some shallow cuts in the surface of the dough and dust with flour and sprinkle on some salt crystals', 'Bake for around 35 mins.', 'If browining too quickly, turn down to 200C after 25 mins and cook for a further 15-20']"
