Name,Ingredients,Instructions
Orange-Cinnamon Honey Sticky Buns,"['7 tablespoons unsalted butter at room temperature, plus 1 tablespoon for greasing the bowl', '1/4 cup warm water (105F to 115F)', '3 teaspoons instant dry yeast', '1/3 cup sugar, divided', '1 1/4 teaspoons kosher salt', '1 large egg, slightly beaten', '1 egg yolk', '2 heaping tablespoons (about 1 medium orange) freshly grated orange zest', '1 cup whole milk or buttermilk, at room temperature', '4 1/4 cups flour, divided', '4 tablespoons ( 1/2 stick) unsalted butter, melted and cooled', '2/3 cup packed light brown sugar', '3 teaspoons ground cinnamon', '1/2 cup (1 stick) unsalted butter', '3/4 cup packed light brown sugar', '1/4 cup honey', '1/4 cup heavy cream', '1 1/2 cups chopped pecans or walnuts', '2 teaspoons (about 1/2 medium orange) freshly grated orange zest', '3 tablespoons freshly squeezed orange juice', '1/4 teaspoon kosher salt']","['To make the dough, lightly grease a large bowl with 1 tablespoon of the butter and set aside.', 'In the bowl of a stand mixer combine the water, yeast, and 1 teaspoon of the sugar.', 'Stir to dissolve and let stand until foamy (about 5 minutes.)', 'Add the remaining sugar, the salt, the remaining butter, egg, egg yolk, orange zest, milk, and 3 cups of the flour.', 'Mix on low speed until combined.', 'Switch to a dough hook and continue mixing on low speed, slowly adding the remaining flour 1/4 cup at a time.', 'Increase the speed to medium and mix until the dough looks silky smooth and a bit tacky, but not too sticky.', '(If the dough is too wet, add another tablespoon or two of flour.)', 'Continue mixing for 3 to 4 minutes.', 'Turn the mixer off, and shape the dough into a ball.', 'Put the dough in the greased bowl, turning it so that it is completely covered in butter.', 'Lay a sheet of plastic wrap directly on the surface of the dough, patting it down lightly around the edge of the bowl so that the dough is, not exposed to too much air.', 'Let the dough rise in a warm spot until it doubles in volume (about 2 hours).', 'After the dough has risen, punch it down, discard the plastic wrap, and turn it out onto a lightly floured surface.', 'With a floured rolling pin, roll the dough into a rectangle measuring 18 by 9 inches.', 'To make the filling, brush the dough with the melted butter and sprinkle evenly with the brown sugar and cinnamon.', 'Roll up the dough from one long end, so it forms a cigar-shaped, cinnamon-spiral log.', 'Arrange the log so it rests seam side down, then slice it into 14 equal pieces.', 'To make the glaze, combine all the ingredients in a small saucepan and heat, stirring, just until melted.', 'Pour the glaze into a 13 3/4-by-9 3/4-inch baking pan.', 'Arrange the sticky buns in the pan (there should be a little bit of room for them to rise).', 'Cover the pan with plastic wrap, and place in the refrigerator overnight.', 'The next morning, preheat the oven to 350F.', 'Remove the plastic wrap from the pan, and bake the sticky buns for 25 to 30 minutes, or until they are golden brown.', 'Let the buns cool for 5 to 10 minutes before turning them out onto a large baking sheet.', 'Let them cool for another 10 minutes before serving.']"
Chicken Enchiritos,"['3 small boneless skinless chicken breast halves or 2 large boneless skinless chicken breast halves', '2 cups chicken stock', '1 small green pepper, diced', '1 onion, diced', '3 garlic cloves, minced', '2 tablespoons oil', '1 teaspoon oregano', '1 teaspoon cumin', '1 teaspoon salt', '12 teaspoon pepper', '8 ounces Mexican tomato sauce', '14 ounces stewed tomatoes, broken up', '10 ounces red enchilada sauce', '4 ounces diced green chilies', '8 flour tortillas, 10-inch size', '16 ounces spicy refried beans', '4 cups Mexican blend cheese, shredded']","['Poach chicken breasts in stock just until no longer pink.', 'Remove, cool and shred with 2 forks.', 'Make sauce: Saute onions, peppers and garlic in oil just until soft.', 'Add oregano, cumin, salt and pepper.', 'Add tomato sauce, stewed tomatoes, red enchilada sauce and green chiles.', 'Spread enough sauce to cover the bottom of a 9"" by 15"" glass baking dish.', 'Microwave 2 tortillas at a time for 15 seconds and assemble before microwaving the next 2.', 'Assemble enchiritos: Spread center of a tortilla with about 2 T. beans, add about 3 T. shredded chicken and top with about 1/3 cup cheese.', 'Roll up burrito-style, tucking in sides and place seam-side down in baking dish.', 'Repeat until all tortillas are used.', 'You will have to keep assessing amounts as you go to divide evenly.', 'Pour the rest of the sauce over enchiritos and top with the rest of the cheese.', 'Bake at 350F for 1 hour, or until bubbly and cheese is beginning to brown.']"
Ranch Style Chex Mix,"['9 cups Chex cereal (any kind, any combination)', '2 cups small pretzels', '2 cups bite-size cheese crackers', ""3 tablespoons margarine or 3 tablespoons butter, melted (don't use spread or tub products)"", '1 (1 ounce) package dry ranch dressing mix', '12 cup grated parmesan cheese']","['Mix dry ingredients in large resealable plastic food-storage bag.', 'Add remaining ingredients and seal bag.', 'Shake until well mixed.']"
Whole Wheat Honey Flax Biscuits,"['1 12 cups whole wheat flour', '14 cup all-purpose flour', '14 cup flax seed meal', '1 tablespoon baking powder', '2 tablespoons Smart Balance Omega Plus', '1 cup buttermilk', '14 cup sugar-free honey']","['Sift dry ingredients together.', 'Cut in Smart Balance with a pastry blender.', 'Add milk and honey, mix quickly.', 'Knead dough for a few minutes.', 'Divide into 12 portions and place on a lightly oiled baking sheet.', 'Bake in a 425F oven 12 to 15 minutes until lightly browned.']"
Hollywood Hash,"['5 slices bacon', '1 large onions', '2 1/2 pounds ground beef, lean', '8 Ounces spaghetti or very thin noodles', '10 Ounces soup, cream of mushroom', '1 can mushrooms', '16 Ounces green peas canned, including liquid', '1 Pound cheese, soft cubed', '2 Teaspoons salt', '1 teaspoon black pepper']","['Dice and cook bacon.', 'Allow 1 minute per slice on high.', 'Remove bacon from drippings.', 'Dice and saute onion in bacon drippings about 2 minutes on high.', 'Cook hamburger in covered large mixing bowl 8 to 10 minutes stirring occasionally, on high.', 'Cook noodles on high, uncovered, until tender, about 8 minutes.', 'Use 4 cup measuring cup with 2 cups water.', 'Drain.', 'Mix together all ingredients.', 'Heat 10 minute or to serving temp.', 'May be frozen.', 'If prepared to serve 4 divide into 3 casserole dishes, cover, freeze, defrost and reheat as above.']"
Geriatric Salad,"['2 envelopes gelatin', '1 cup hot water', '3/4 cup sugar', '1/2 cup white vinegar', 'One 15-ounce can asparagus, drained and chopped', '1 cup diced celery', '1/2 cup chopped pecans', '1/4 cup pimentos, chopped', '2 teaspoons minced onion', '1/2 lemon, juiced', 'Kosher salt', 'Mayo, for dipping', 'Lemon wedges, for garnish']","['In a large bowl, add 1 cup cold water, sprinkle the gelatin on top and allow to dissolve.', 'In the meantime, add the hot water and sugar to another bowl and stir together.', 'Then add the white vinegar and stir until it dissolves.', 'Pour the sugar mixture over the gelatin.', 'Place in the freezer and stir occasionally until it thickens, about 30 minutes.', 'Remove from the freezer and add the asparagus, celery, pecans, pimentos, onions, lemon juice and salt to taste.', 'Pour into a mold and place in the refrigerator until ready to serve.', 'Serve with mayo and lemons.']"
Low Carb & Guilt Free Pumpkin Pancakes,"['1 cup almond flour, sifted', '14 teaspoon salt', '1 tablespoon powdered stevia (recommend Truvia powder)', '14 teaspoon ground cinnamon', '14 teaspoon ground allspice', '14 teaspoon ground ginger', '18 teaspoon ground cloves', '18 teaspoon nutmeg', '3 egg whites', '2 tablespoons grapeseed oil', '14 cup sparkling water or 14 cup club soda', '12 cup canned pumpkin']","['Heat a griddle or pan to 325 degrees Fahrenheit.', 'In a large bowl, sift together the almond flour, salt, stevia, ground cinnamon, allspice, ginger, cloves and nutmeg.', 'Gently whisk until combined and set aside.', 'In another bowl, whisk together the egg whites, grapeseed oil, sparkling water or club soda and the canned pumpkin until combined.', 'Slowly whisk the dry ingredients into the wet until no lumps remain and you have a smooth batter.', ""Chef's Note: I like to pour the batter into a container that has a spout or a squeeze bottle that is large enough to hold the batter."", 'This will make it super easy to clean up and help you shape the perfect pancake.', 'Pour the pancake batter onto the griddle into 2-3 inch circles and allow to cook until the sides begin to bubble and the bottom turns a golden brown color.', 'Using a large spatula, turn the pancakes over and allow the second side to turn a golden brown color.', 'Turn onto a plate and serve immediately with your favorite warmed sugar-free maple syrup and enjoy.']"
Hopping John,"['1 lb ground beef', '1 (16 ounce) can red kidney beans', '2 tablespoons bacon drippings', '1 (16 ounce) can tomatoes', 'salt and pepper']","['Brown ground beef in bacon drippings.', 'Add beans and tomatoes.', 'Season to taste.', 'Allow to simmer until desired thickness has been reached.']"
Chicken With Sun-Dried Tomatoes and Capers,"['4 boneless skinless chicken breasts (about 4 to 6 ounces each)', '1 12 tablespoons olive oil', 'salt, to taste', 'fresh ground black pepper, to taste', 'flour, for dredging', '12 cup low sodium chicken broth', '2 tablespoons lemon juice', '12 cup sun-dried tomato, rehydrated and chopped', '2 tablespoons capers', '2 tablespoons parsley, chopped']","['Lay the chicken between two pieces of waxed paper and flatten each cutlet with the flat end of a mallet until thin.', 'Heat the olive oil in a large, non-stick skillet until hot.', 'While the oil is heating, season the chicken with salt and pepper and dredge it in flour.', 'Saute the chicken over high heat, about 3 minutes on each side.', 'Remove to a warm platter and keep warm.', 'Quickly add the chicken broth to the pan and stir with a wooden spoon to release any caramelized bits that may be stuck to the pan.', 'Add the tomatoes and cook until the broth has reduced by half.', 'Add the lemon juice and capers.', 'Pour the sauce over the chicken, sprinkle with parsley and serve.']"
Bearnaise Sauce,"['14 cup white wine vinegar or 14 cup tarragon vinegar', '14 cup white wine or 14 cup vermouth', '2 teaspoons shallots, minced', '1 tablespoon fresh tarragon, minced', 'salt and pepper', '2 egg yolks', '14 lb butter', '12 lemon, juice of', '1 tablespoon parsley, minced (or Chervil)']","['In a small saucepan, bring vinegar, wine, shallots, tarragon, salt and pepper to a boil and reduce to about 2 tablespoons.', 'Cool slightly.', 'Beat in yolks until smooth.', 'Put mixture into a small stainless steel bowl and place in a skillet with about 1 inch of simmering water in it.', 'Whisk sauce until it begins to thicken.', 'Beat in butter, bit by bit.', 'Before serving, add a few drops of lemon juice and parsley.']"
