Name,Ingredients,Instructions
Ricotta and orange fritters with honey,"['250 grams ricotta', '1 orange - zest', '1/2 cup caster sugar', '1 egg', '1 cup flour (if you use plain you need to add 1tsp baking powder)', '1 orange juice (to make batter the right consistency)', '1 oil to deep fry - I ONLY use Rice Bran Oil']","['Grate the zest of one orange and squeeze the juice', 'Mix ricotta, sugar, flour, egg, zest and juice of the Orange together in a bowl', 'The mix will be fairly dry so add orange juice until the mixture resembles a thick batter', 'Heat your oil and drop teaspoon full amounts of the mix into the hot oil....I use a deep fryer for mine and set the temp at 170C so that the insides cook through.', 'I only use RICE BRAN OIL when I am cooking as it has a high smoke point, which means it does not burn (unlike olive oil and other oils) and is NOT carcinogenic at high temps', 'When the balls are golden brown/blonde brown remove them from the oil', ""Drizzle honey over a pile of fritters and you can sprinkle icing sugar over the top....if you have some extra ricotta you can dollop some onto the fritters AND you can also serve with some candied orange zest (I didn't have any in my humble kitchen)""]"
Chewy Chocolate Cookies,"['1 pkg. (2-layer size) chocolate cake mix', '2 eggs', '1 cup MIRACLE WHIP Dressing', ""1 cup BAKER'S Semi-Sweet Chocolate Chunks"", '1/2 cup chopped PLANTERS Walnuts']","['Heat oven to 350F.', 'Beat cake mix, eggs and dressing in large bowl with mixer until well blended.', 'Stir in remaining ingredients.', 'Drop rounded teaspoonfuls of dough, 2 inches apart, onto greased baking sheets.', 'Bake 10 to 12 min.', 'or until cookies are slightly firm to the touch.', 'Cool completely on wire racks.']"
Banana Orange Muffin Bread,"['2 cups flour', '12 cup sugar', '2 teaspoons baking powder', '12 teaspoon baking soda', '12 teaspoon salt', '1 cup mashed banana (about 2 medium ripe bananas)', '1 egg', '14 cup butter, melted', ""1 teaspoon orange peel (I would have used fresh orange zest if I was doing this myself but I didn't want them zesting)"", '13 cup orange juice', '2 tablespoons butter', '2 tablespoons sugar', '14 cup flour', '1 teaspoon orange peel (would have zested here too)']","['Preheat oven to 400 degrees.', 'Spray bottom of a 9 x 5 loaf pan with vegetable spray.', 'To prepare bread:', 'In a large bowl, combine flour, sugar, baking powder, baking soda and salt.', 'In large mixer bowl combine bananas, egg, butter, orange peel and juice.', 'Mix well.', 'Add dry ingredients to banana mixture and mix until just combined.', 'Pour into prepared pan.', 'To prepare streusel:.', 'Combine butter, sugar, flour and orange peel in mixing bowl.', 'Mix until blended.', 'Mixture will be crumbly.', 'Sprinkle over batter.', 'Bake for 32 minutes or until toothpick comes out clean.']"
Bubble Gum Vodka Hawaiian Sherbert Recipe,"['1 ounce Vodka', '1 ounce Bubble Gum Schnapps fill pineapple juice', '1 ounce cream']",['Ice // rocks or possibly blended // frzn']
Light Hollandaise Sauce,"['4 egg yolks', '1 tablespoon fresh lemon juice', '12 cup light butter, melted (1 stick)', '1 mushroom, diced', '1 dash hot sauce', '1 pinch salt']","['Vigorously whisk the egg yolks and lemon juice together in a stainless steel bowl and until the mixture is thickened.', 'A small skillet can be used, as long as it fits over the bowl you plan to use in the next step.', 'Place the bowl over a saucepan containing barely simmering water.', 'IMPORTANT: the water should not touch the bottom of the bowl.', 'Continue to whisk rapidly.', 'Be careful not to let the eggs get too hot or they will scramble.', 'Slowly drizzle in the melted butter and continue to whisk until the sauce is thickened.', 'Stir in diced mushrooms.', 'Remove from heat, whisk in hot sauce and salt.', 'Cover and place in a warm spot until ready to use.', 'If the sauce gets too thick, whisk in a few drops of warm water before serving.']"
Arctic Char with Mushrooms,"['4 6 -ounce skinless arctic char fillets (about 1 inch thick)', 'Kosher salt and freshly ground pepper', '4 tablespoons extra-virgin olive oil, plus more for drizzling', '8 ounces white button mushrooms, sliced', '2 shallots, finely chopped', '2 tablespoons red wine vinegar, plus more for drizzling', '2 teaspoons whole-grain mustard', '1 tablespoon chopped chives', '1 tablespoon chopped fresh parsley', '2 bunches arugula, trimmed']","['Preheat the oven to 350 degrees.', 'Season the fish with salt and pepper.', 'Heat 1 tablespoon olive oil in a large nonstick skillet over medium-high heat until shimmering.', 'Add the fish and sear until golden on the bottom and cooked halfway through, about 3 minutes.', 'Flip onto a baking sheet and bake until cooked through, 3 to 5 more minutes.', 'Meanwhile, wipe out the skillet, return to medium-high heat and add the remaining 3 tablespoons oil.', 'Add the mushrooms and cook, without stirring, until browned on one side, about 1 minute.', 'Stir and cook until browned all over, about 3 more minutes.', 'Add the shallots and cook until soft, stirring, about 2 minutes.', 'Whisk in 2 tablespoons vinegar and the mustard and bring to a boil.', 'Remove from the heat and stir in the chives and parsley.', 'Drizzle the arugula with oil and vinegar in a bowl, season with salt and pepper and toss.', 'Divide among plates and serve with the fish.', 'Spoon the mushrooms and pan juices on top.', 'Per serving: Calories 376; Fat 19 g (Saturated 3 g); Cholesterol 80 mg; Sodium 399 mg; Carbohydrate 14 g; Fiber 1 g; Protein 38 g', 'Photograph by Antonis Achilleos']"
Bacon-Wrapped Breadsticks,"['4 slices OSCAR MAYER Bacon Rite Aid 2 For $7.00 thru 02/06', '4 breadsticks (7 inch)', '2 Tbsp. KRAFT Grated Parmesan Cheese']","['Wrap 1 slice bacon in spiral-fashion around each breadstick.', 'Place on double-thick layer of paper towels on microwaveable plate.', 'Microwave on HIGH 2 min.', 'Roll immediately in cheese until evenly coated.']"
Veggie Cheese Sticks,"['4 ounces cucumbers cut into 1/2-inch cubes, 12 cubes total', '12 each basil leaves', '12 each cherry tomatoes', '3 ounces mozzarella cheese cut into 1/2-inch cubes, 12 cubes total', '12 each wooden sticks']","['Place 1 cucumber cube onto 1 stick.', 'Place 1 basil leave on top of the cucumber.', 'Then put 1 cherry tomato on top of the basil.', 'Put 1 cube of mozzarella cheese above tomato.', 'Repeat until finish all the sticks.']"
Healthy Chocolate Chip Halloween Skillet Cookie,"['1- 1/2 cup White Whole Wheat Flour', '1- 1/2 teaspoon Cornstarch', '1/4 teaspoons Salt', '3/4 teaspoons Baking Powder', '2 teaspoons Pumpkin Pie Spice', '1/2 cups Plus 1 Tablespoon Mashed Avocado', '3/4 cups Brown Sugar, Packed', '3 Egg Yolks', '1- 1/2 teaspoon Vanilla Extract', '1- 1/2 Tablespoon Honey', '1/4 cups Plus 2 Tablespoons Mini Chocolate Chips', '1/2 cups Candy Corn Plus More For Topping If Desired']","['1.', 'Preheat oven to 350 F and lightly spray an 8-inch cast iron skillet with cooking spray.', '2.', 'In a medium bowl, stir together the whole wheat flour, cornstarch, salt, baking powder and pumpkin pie spice.', 'Set aside.', '3.', 'In a large bowl, beat together the mashed avocado and brown sugar.', 'See note below about the avocado.', 'Then add the egg yolks, vanilla and honey.', 'Beat until well combined.', '4.', 'Stir the dry ingredients into the avocado mixture until well combined.', 'Then, stir in the chocolate chips and candy corn until evenly dispersed.', 'Your dough will be very wet and sticky.', '5.', 'Pour the mixture into the prepared skillet and smooth it with a spatula.', '6.', 'Bake for 45-50 minutes (see note below), until the cookie is a deep brown color.', 'If topping with additional candy corn, lightly press them into the top of the cookie in the last 3-4 minutes of baking time to lightly melt them int the cookie.', 'Remove from oven.', '7.', 'Let it stand for 10 minutes to cool a bit, then devour.', 'Notes: 1.', 'If your avocado isnt super soft, and you cant get all the chunks out of it after beating it with the hand mixer, transfer the mixture to a small food processor and blend for a 1 minute.', 'Then, transfer back to the big bowl.', '2.', 'I like my cookies a little bit gooey and underdone, so 45 minutes was perfect for me.', 'If you want it a little more set, bake it for 50 minutes.']"
Summer Special,"['60 ml gin', '60 ml grapefruit juice', '4 -5 ice cubes', '150 ml tonic water']","['Place the ice in the bottom of a large glass.', 'Place gin and grapefruit juice in the bottom and fill up with tonic water.', 'Enjoy.']"
