Name,Ingredients,Instructions
Moussaka Recipe,"['3 eggplants', '3 onions, peeled and minced', '1/4 pound butter', '2 lbs. grnd round steak', '2 tbsp. parsley, freshly minced', 'Salt and pepper to taste', '2 teaspoon cinnamon', '1 teaspoon nutmeg', '3/4 c. tomato paste', '1/2 c. water', '1 c. Romano cheese, grated', '1/2 c. red wine', '1/2 c. extra virgin olive oil', '1/4 c. butter', '1/4 c. flour', '2 1/2 c. lowfat milk', '4 Large eggs, slightly beaten']","['Preheat oven to 350 degrees.', 'Saute/fry onion till tender; add in meat and brown.', 'Add in seasonings and tomato paste diluted in the water.', 'Add in wine and simmer till liquid is absorbed.', 'Peel and cut eggplant into 1/2-inch slices, sprinkle with flour and brown in frying pan on both sides.', 'Alternate eggplant with meat mix in large greased baking dish, ending with meat layer.', 'In frying pan heat butter; add in the flour and stir till smooth.', 'Add in the lowfat milk and Large eggs, half the cheese and cook, stirring constantly till thick.', 'Pour over casserole, add in the remaining cheese, dot with butter and bake about 45 min.']"
Chicken Stock,"['1 (3 1/2- to 4 1/2-pound) whole chicken, cut into 8 pieces', '2 celery ribs, cut into 2-inch lengths', '2 carrots, quartered', '2 medium onions, left unpeeled, trimmed, and halved', '6 fresh parsley stems (without leaves)', '1 Turkish or 1/2 California bay leaf', '8 whole black peppercorns', '4 quart cold water', '1 1/2 teaspoons salt']","['Bring all ingredients to a boil in an 8- to 10-quart heavy pot and skim froth.', 'Reduce heat and gently simmer, uncovered, skimming froth occasionally, 3 hours.', 'Remove chicken, then pour stock through a fine-mesh sieve into a large bowl and discard solids.', 'If using stock right away, skim off and discard any fat.', 'If not, cool stock completely, uncovered, before skimming fat, then chill, covered.']"
Homemade Lemonade,"['14 lemons', '2 cups raspberries (frozen)', '14 cup sugar', '10 cups ice', '32 ounces water (filtered)']","['Squeeze 10 lemons put juice into 1 gallon jug with sugar.', 'Add ice and water then frozen raspberries stir with wooden spoon gently until raspberries are fully combined with juice,ice and water.', 'Thinly slice remaining 4 lemons and put into jug stir gently until you can see them throughout the jug.Put lid on jug and let stand in refrigerator or counter top until very cold.', 'Serve.']"
Mr. Chestnut Seaweed Maki for Character Bentos,"['1 as much (to taste) Hot cooked white rice', '1 as much (to taste) Mentsuyu or other preferred sauce', '1 Nori seaweed', '1 White sesame seeds', '1 bit Cheese', '1 Ketchup']","['Mix the ingredients with rice and wrap the seaweed around in the shape of a chestnut.', 'Wrap white rice around the seaweed.', 'Seal the edges into a round shape, then wrap another piece of seaweed around the rice.', 'For the face parts, use seaweed and cheese for the eyes, cut seaweed for the mouth, ketchup for the cheeks, and white sesame seeds for the chestnut base.', 'Cut the seaweed roll, and place the face parts on top.']"
Chocolate-Ginger Brownies,"['1/2 cup (1 stick) unsalted butter, plus more for baking dish', '3 ounces bittersweet chocolate, coarsely chopped', '1 cup sugar', '2/3 cup all-purpose flour', '1/4 cup unsweetened Dutch-process cocoa powder', '2 large eggs', '1 teaspoon grated peeled fresh ginger', '1/2 teaspoon pure vanilla extract', '1/2 teaspoon freshly grated nutmeg', '1/2 teaspoon ground ginger', '1/4 teaspoon coarse salt', '1/8 teaspoon ground cloves']","['Preheat oven to 325F.', 'Butter an 8-inch square baking dish.', 'Line bottom with parchment, allowing 2 inches to hang over two sides.', 'Butter lining (not overhang).', 'Melt butter and chocolate together in a medium saucepan over medium-low heat, stirring until smooth.', 'Remove from heat, and stir in remaining ingredients.', 'Pour batter into prepared dish.', 'Spread evenly with a rubber spatula.', 'Bake until a cake tester inserted into center comes out with moist crumbs, 30 to 35 minutes.', 'Let cool in pan on a wire rack 15 minutes.', 'Lift out, and let cool completely on rack.', 'Cut into sixteen 2-inch squares.', 'Brownies can be stored in an airtight container at room temperature up to 4 days.']"
Two-Cheese Spaghetti Bake,"['6 ounces uncooked spaghetti, broken into thirds', '1 lb ground beef', '14 cup chopped onion', '1 (14 ounce) jar spaghetti sauce', '2 tablespoons butter', '4 teaspoons all-purpose flour', '14 teaspoon salt', '34 cup evaporated milk', '13 cup water', '4 ounces Velveeta cheese, cubed, divided', '2 tablespoons grated parmesan cheese']","['Cook spaghetti according to package directions.', 'Meanwhile, in a large skillet, cook beef an d onion over medium heat until meat is no longer pink; drain.', 'Add spaghetti sauce; bring to a boil.', 'Decrease heat; simmer, uncovered, for 10 minutes.', 'Drain spaghetti; stir into beef mixture; set aside.', 'In a small saucepan, melt butter; stir in flour and salt; gradually stir in milk and water.', 'Bring to a boil; cook and stir until thickened and bubbly; add 1/2 c Velveeta and Parmesan cheese; stir until melted.', 'Spread half of the spaghetti mixture into a greased 11 x 7 inch baking dish.', 'Cover with cheese sauce; top with remaining spaghetti mixture and Velveeta cheese.', 'Bake, uncovered, at 350 for 25-30 minutes or until heated through.']"
Sweet Thai Chili Chicken Wings,"['3 tablespoons peanut oil', '14 cup rice vinegar', '1 tablespoon soy sauce, divided', '2 garlic cloves, minced', '12 teaspoon minced fresh ginger', '1 teaspoon chili oil (optional)', '1 14 lbs chicken wings, tips trimmed and cut at the joint', '14 cup sweet Thai sweet chili sauce', '1 tablespoon hot sauce (siracha)']","['In a bowl whisk together peanut oil, rice vinegar, 2 teaspoons soy sauce, garlic, ginger and chili oil (if using).', 'Place chicken wings in marinade and toss to coat.', 'Cover and refrigerate for at least 1 hour.', 'Preheat oven to 400 degrees.', 'Line a baking sheet with aluminum foil.', 'Place marinated chicken wings on top, cook 20 25 minutes or until chicken is cooked through and skin has darkened.', 'Turning once.', 'In another bowl whisk together sweet Thai chili sauce, 1 teaspoon of sriracha and remaining teaspoon of soy sauce.', 'Taste and add more sriracha if desired.', 'Transfer hot wings to the bowl and toss to coat.', 'Serve with plenty of napkins.']"
Nori Apple Brandy,"['6 1/3 sheets of nori', 'One 750-ml bottle bonded apple brandy']","['In a large jar or bowl, cover the nori with the apple brandy.', 'Let infuse for 90 seconds (really) and strain into a container.', 'Cover and keep at room temperature for up to 1 month.']"
Cherry Delight,"['1 (12 ounce) package vanilla wafers, crushed', '1 cup whipping cream', '1 (8 ounce) package cream cheese, softened', ""12 cup confectioners' sugar"", '1 (21 ounce) can cherry pie filling']","['Crumble cookies into a 9x9 inch pan and set aside.', 'In a medium bowl, whip cream and set aside.', ""In a separate mixing bowl, whip together cream cheese and confectioners' sugar until smooth and fluffy."", 'Fold whipped cream into cream cheese mixture and spoon over crumbled cookies.', 'Spread pie filling over top and refrigerate overnight.', '**Cook time does not include overnight refrigeration.']"
"Sauteed Collard Greens with Garlic, Peppers and Onions","['1 bunch collard greens', '2 tablespoons olive oil', '1/2 medium onion, sliced', '1/2 red or green bell pepper, sliced', '1 teaspoon minced garlic', 'Salt and pepper']","['Remove and discard all but 1 inch of the collard stems.', 'Cut the remaining stems out of the leaves, separating the leaves and stems.', 'Cut the leaves into 2-inch squares.', 'Slice the stems into thin slices.', 'Wash the leaves in a big basin of water.', 'Leave the water in the basin or sink and use a strainer to dip the leaves out of the water.', ""Don't wash the leaves inside a colander or pour the water off the container with the leaves inside; this would allow any sand to stay with the greens."", 'Wash the stems separately in the same basin of water, using the same method as the leaves.', 'Bring a large pot of water to a boil and add 2 tablespoons salt.', 'Have a colander ready in the sink to drain the greens and a bowl of water with ice cubes in it to chill the greens.', 'Cook the stems for 1 minute.', 'Add the leaves, and once they turn bright green, fish out a small leaf to taste it.', 'The greens are done when they taste tender.', ""You can't really tell whether the greens are done without tasting them."", 'Pour the cooked greens into the colander to drain.', 'Once the hot water has drained off, carefully put the hot greens into the ice water.', 'Once the greens feel cool to the touch, drain them in a colander again.', 'Drain for about 10 to 15 minutes so that they are quite dry.', '(At this point, the greens may be stored in the refrigerator for up to 3 days.)', 'Put the olive oil in a large skillet over medium heat.', 'Saute the onions gently in the oil.', 'Raise the heat and add the peppers, and then the garlic.', 'Add the blanched greens and saute until heated through.', 'Season with salt and pepper.']"
Mocha Fondue in Minutes,"['2 Tbsp. MAXWELL HOUSE Instant Coffee', '1 Tbsp. warm water', ""1 pkg. (4 oz.) BAKER'S Semi-Sweet Chocolate, broken into pieces"", '1 cup thawed COOL WHIP Whipped Topping']","['Combine coffee and water in medium microwaveable bowl.', 'Add chocolate.', 'Microwave on HIGH 25 sec.', '; stir.', 'Add COOL WHIP; stir.', 'Microwave 20 sec.', '; stir until chocolate is completely melted and mixture is well blended.', '(If necessary, microwave an additional 10 sec.', 'or until chocolate is completely melted when stirred.)']"
Creamy Green Tomato Salsa,"['2 cups Green Tomatoes, Quartered', '2 whole Jalapeno Peppers, Seeded Or Not, Depending On Your Personal Heat Level', '4 cloves Garlic, Peeled And Smashed', '23 cups Sweet Onion (Vidalia Or Walla Walla Or OSO)', '23 cups Water', '1/4 cups Fresh Cilantro Leaves, Packed', '1/2 cups Canola Oil', '1- 1/2 teaspoon Sea Salt', '2 teaspoons Sugar', '3 Tablespoons Fresh Lime Juice']","['Dump tomatoes, jalapeno, garlic, onion and water into a small saucepan.', 'Cover and simmer for 3 minutes.', 'In a blender, place cilantro, canola oil, salt, sugar and lime juice.', 'Pour hot tomato mixture into blender with other ingredients and blend on high until smooth.', 'May be served warm or cold.', 'I felt the flavor was better after several hours in the refrigerator, but some liked it best right away.', 'I even used it as the seasoning for my guacamole and didnt have to add anything else.', 'Its great for using up all those green tomatoes from your garden.']"
Cornmeal 'dropped' Scones,"['13 cup cornmeal, preferably stone-ground', '23 cup all-purpose flour', '1/2 teaspoon sugar', '1/2 teaspoon baking soda', '1/2 teaspoon salt', '1/2 teaspoon baking powder', '1 large egg', '1/2 cup buttermilk', 'Oil or drippings for the pan']","['In a medium bowl, combine dry ingredients.', 'In a separate bowl, beat egg and buttermilk.', 'Add liquid ingredients to dry ingredients and blend until just combined.', 'Do not overmix.', 'May be prepared up to 1 hour in advance to this point.', 'Grease a skillet or griddle as you would for pancakes.', 'Heat over medium-high heat.', 'Drop in batter by scant tablespoons and cook about 1 minute each side, or until puffy and golden brown.', 'Drain briefly on paper towels and serve hot.']"
Grilled Swordfish With Lemon Caper Butter,"['1 lb swordfish steak', '2 teaspoons olive oil', '18 teaspoon salt', '18 teaspoon pepper', '2 tablespoons butter', '1 tablespoon lemon juice', '1 tablespoon drained capers', '2 garlic cloves, minced', '18 teaspoon salt']","['Preheat grill or broiler.', 'Brush swordfish with oil and season with salt and pepper.', 'Grill or broiler 3-5 minutes until browned outside and just opaque throughout.', 'While fish is grilling, in a small saucepan, combine butter, lemon juice, capers, garlic and salt.', 'Heat on grill or stovetop until butter is melted and flavors have combined, 2-3 minutes.', 'Serve swordfish with butter sauce spooned on top.']"
Walnut Double Chocolate Fudge,"['1 12 cups white sugar (fine granuals)', '23 cup evaporated milk', '2 tablespoons butter', '14 teaspoon salt', '34 cup walnuts (chopped)', '12 cup chocolate chips', '1 cup white chocolate chips', '2 cups mini marshmallows', '1 12 teaspoons real vanilla extract']","['line a (8 or 10 in) square baking pan with foil.', 'Combine sugar, milk, salt and butter in pan and bring to a boil over med.', 'heat for 4 minutes and remove from heat.', 'Make sure not to let it burn by stirring constantly.', 'Do not leave it!', 'Once boiling, stir nuts, marshmallows and vanilla.', 'Stir until marshmallows are melted and pour into pan.', 'Refridgerate until firm (a couple hours.', 'Once cool, lift the whole thing out by pulling up on the foil.', 'Cut into pieces.']"
Ginger Highball,"['2 ounces Bourbon', '1 piece fresh ginger', 'soda water']","['Pour bourbon into a highball glass.', 'Pass the ginger through a garlic press into the glass.', 'Add 2-3 ice cubes and top with soda.', 'Stir gently.']"
