Name,Ingredients,Instructions
Hazelnut-Butter Cookies with Mini Chocolate Chips,"['1 1/2 cups all purpose flour', '3/4 teaspoon baking soda', '1/2 teaspoon baking powder', '1/2 teaspoon salt', '1/2 cup (1 stick) unsalted butter, room temperature', '1 cup creamy unsalted hazelnut butter', '1/2 cup sugar', '1/2 cup (packed) golden brown sugar', '1 large egg', '1 teaspoon vanilla extract', '1 12-ounce package semisweet mini chocolate chips (2 cups)']","['Sift first 4 ingredients into medium bowl.', 'Using electric mixer, beat butter, hazelnut butter, and both sugars in large bowl until light and fluffy.', 'Beat in egg and vanilla.', 'Beat in flour mixture.', 'Stir in chocolate chips.', 'Cover and refrigerate at least 2 hours.', '(Can be prepared 1 day ahead.', 'Keep refrigerated.', 'Soften dough slightly at room temperature before shaping.)', 'Preheat oven to 350F.', 'Line 2 baking sheets with parchment paper.', 'Using 1 level tablespoon for each cookie, roll dough between palms of hands into 1-inch balls.', 'Arrange 1 inch apart on prepared sheets.', 'Bake 1 sheet at a time until cookies are golden brown, about 12 minutes.', 'Let cool on sheets on racks 5 minutes.', 'Transfer cookies to racks and cool.', '(Can be made 5 days ahead.', 'Store airtight between sheets of waxed paper at room temperature.)']"
Orange Creamsicle Cake,"['1 (18 1/4 ounce) box orange cake mix', '1 (3 ounce) box orange Jell-O', '3 eggs', '12 cup vegetable oil', '1 14 cups water', '1 (8 ounce) carton Cool Whip', '4 -8 ounces sour cream', '12 ounces frozen coconut, thawed', '14-12 cup orange juice', '1 12 cups sugar']","['Combine cake mix, eggs, water, jello and oil.', 'Beat well with mixer.', 'Pour into two 9 greased and floured 9"" cake pans.', 'Bake in a preheated oven at 350 for 30 minutes or until done.', 'Cool and cut in half horizontally, to make four layers.', 'Frost between layers, top and sides.', 'Store in the refrigerator.', 'For Frosting:.', 'Mix drained coconut, and sour cream.', 'in a separate bowl combine orange juice and sugar, stir until dissolved.', 'Combine all ingredients, adding more if too stiff.']"
Fish Amandine (Low Fat),"['1 lb pollock or 1 lb cod or 1 lb haddock or 1 lb trout', '2 tablespoons flour', '12 teaspoon seasoning salt', '12 teaspoon paprika', '2 tablespoons butter', '2 tablespoons sliced almonds', '1 tablespoon lemon juice', '3 drops hot sauce', '2 teaspoons parsley']","['Heat broiler.', 'Combine flour, salt, paprika.', 'Dredge fish fillets in flour.', 'Place on a greased broiler pan.', 'Drizzle 1 tbsp of melted butter over the top of the fish.', 'Broil 10-15 mins until fish is flakey.', 'In a pan over medium heat, saute nuts until toasted.', 'Add remaining butter, lemon juice, hot sauce, and parsley.', 'Pour over fish when cooked.']"
Marble Layer Cake,"['4 cups cake flour (1 L)', '1 tbsp baking powder (15 mL)', '1/2 tsp salt (2 mL)', '1 1/4 cups cold water, divided (300 mL)', '1 tbsp vanilla extract (15 mL)', '1 1/4 cups unsalted butter, softened (300 mL)', '2 cups granulated sugar (500 mL)', '6 egg whites', '1/3 cup unsweetened Dutch-process cocoa powder, sifted Old-Fashioned Chocolate Fudge Frosting, optional (75 mL)', 'Two 9-inch (23 cm) round cake pans, sprayed with nonstick spray']","['Preheat oven to 350F (180C)', 'In a large bowl, whisk together flour, baking powder and salt.', 'In a small bowl, stir together 2 cups (250 mL) of the water and vanilla.', 'Set both aside.', 'In a mixer bowl fitted with paddle attachment, cream butter and sugar until light and fluffy, about 3 minutes.', 'Add egg whites, one at a time, beating for 1 minute between each addition.', 'Using a wooden spoon, stir in flour mixture alternating with water mixture, making three additions of flour and two of water, just until blended.', 'Transfer about 1 1/2 cups (375 mL) of batter to another small bowl.', 'Blend in remaining water and cocoa powder.', 'Divide white batter evenly between prepared pans.', 'Using a spoon, drop six large puddles of chocolate batter over top of each pan of white batter.', 'Using a small knife, drag through puddles in a spiral motion to create a marbling effect.', 'Bake in preheated oven until a toothpick inserted into center comes out clean, 22 to 28 minutes.', 'Let cool in pans on a wire rack for 10 minutes before transferring to rack to cool completely.', 'For best results for decorating, wrap cake layers in plastic wrap and freeze for 1 to 2 days.', 'Decorate with Old-Fashioned Chocolate Fudge Frosting or any of the icings(see Notes).']"
Thai Noodle Salad,"['1/4 cups Peanut Butter', '1/2 cups Water', '1 clove Garlic, Crushed', '1 teaspoon Grated Ginger', '1 Tablespoon Lime Juice', '1 Tablespoon Honey', '1- 1/2 Tablespoon Soy Sauce', '1/2 teaspoons Chinese 5 Spice', '1/2 Tablespoons Sesame Seed Oil', '1 whole Red Bell Pepper, Diced', '1 whole Carrot, Grated', '4 whole Green Onions, Sliced', '3 cups Cooked Whole-wheat Spaghetti']","['In a small dish or measuring cup, combine peanut butter, water, garlic, ginger, lime juice, honey, soy sauce, spice and oil to make the dressing.', 'In a large bowl, combine pepper, onions, carrot and noodles.', 'Pour dressing into the bowl and toss until fully coated.', 'Chill in the refrigerator and serve cold.']"
Traditional Cheesecake Recipe,"['1 3/4 c. graham crackers', '1/4 c. sugar', '1/3 c. melted butter', '3 (8 ounce.) Packages cream cheese', '1 1/3 c. (14 ounce. can) sweetened condensed lowfat milk', '4 Large eggs', '1/4 c. flour', '2 tbsp. lemon juice', '1 tbsp. grated lemon rind', '1 (8 ounce.) carton lowfat sour cream', 'Fruit topping or possibly fruit pie filling (optional)']","['Combine cracker crumbs and sugar; stir in butter.', 'Press in bottom and 2 inches up sides of 9 inch spring-form pan.', 'Beat cream cheese and sweetened condensed lowfat milk in large mixer bowl.', 'Beat in Large eggs, flour, lemon juice, and rind.', 'Pour into crumb crust.', 'Bake in moderate oven (350 degrees) for 50 min.', 'Spread with lowfat sour cream.', 'Cook an additional 10 min or possibly till set.', 'Cold in pan.', 'Garnish with your favorite fruit topping when served.']"
Raspberry Coulis,"['12 oz (350g) fresh raspberries', '1/4 cup water', '3 tbsp superfine sugar, as needed', '2 tsp fresh orange or lemon juice']","['Puree the raspberries, water, sugar, and juice.', 'Using a wooden spoon, push the puree through a fine sieve into a bowl, discarding the seeds.', 'Taste and adjust the flavor with sugar or juice if needed.', 'Cover and refrigerate at least 1 hour, until chilled.']"
Chocolate Waffles,"['1 1/4 cups cake flour', '1 1/2 teaspoons baking powder', '1 tablespoon brown sugar', '2 teaspoons cocoa powder', '1 pinch salt', '1 each eggs', '1 1/2 teaspoons vanilla extract', '1/2 teaspoon rum', '1 cup milk', '1 tablespoon butter melted']",['Prepare and cook like normal waffles.']
Punchbowl Cake,"['One 3.4-ounce package instant cream of coconut pudding mix', '1 to 2 pints strawberries', '1 cup heavy whipping cream', '2 tablespoons sugar', 'Half recipe 5-Flavor Pound Cake, recipe follows, or 1 store-bought pound cake, cut into 1-inch cubes', 'One 20-ounce can crushed pineapple, drained', '3 medium bananas, sliced', '1 cup butter, softened, plus more for pan', '3 cups all-purpose flour, plus more for pan', '3 cups sugar', '5 large eggs', '1 1/2 teaspoons baking powder', '1/4 teaspoon salt', '1 cup whole buttermilk', '1 teaspoon lemon zest', '1 teaspoon orange zest', '1 teaspoon vanilla extract', '1/4 teaspoon almond extract', '1/4 teaspoon coconut extract']","['Prepare the pudding mix according to package directions.', 'Remove half the strawberries from the pint container and mash.', 'Reserve 2 whole strawberries for garnish and slice the remaining whole strawberries.', 'Toss together the strawberry slices with the mashed strawberries.', 'With a blender, whip together the heavy whipping cream and sugar until you get soft peaks.', 'Set aside.', 'In a large trifle bowl, arrange half the pound cake pieces on the bottom.', 'Place some of the strawberries around the edge of bowl on top of the pound cake pieces.', 'Spoon the prepared pudding over the pound cake pieces in the trifle bowl.', 'Layer with pineapple, bananas, the remaining half of the pound cake pieces and the remaining strawberries.', 'Top with the whipped cream.', 'Garnish with the 2 reserved whole strawberries.', 'Preheat the oven to 325 degrees F. Grease and flour a 12 to 15-cup tube pan.', 'In a large bowl, beat the butter at medium speed with a mixer until creamy, about 2 minutes.', 'Add the sugar and beat until fluffy, about 5 minutes.', 'Add the eggs one at a time, beating well after each addition.', 'In a medium bowl, combine the flour, baking powder and salt.', 'Gradually add to the butter mixture alternately with the buttermilk, beginning and ending with the flour mixture, beating just until combined after each addition.', 'Stir in the extracts and zest.', 'Pour the batter into the prepared pan.', 'Bake until a long wooden pick inserted in center comes out clean, about 1 hour and 15 minutes.', 'Let cool in the pan on a wire rack for 10 minutes.', 'Remove from the pan, and cool completely on a wire rack.']"
Super Easy Lemon Cookies!,"['1 (18 ounce) boxmoist deluxe lemon cake mix', '2 large eggs', '12 cup vegetable oil (Canola)', '1 teaspoon grated lemon rind', 'pecan halves (to garnish)']","['Preheat oven to 350*.', 'Combine all ingredients and stir until combined.', 'Drop onto ungreased cookie sheet by rounded teaspoons about 2 inches a part.', 'Press a pecan half into the center of each (opt.', ').', 'Bake 9-11 minute or until edges are golden.', 'Cool for 1 minute before removing to a wire rack.', 'Store airtight.']"
