Name,Ingredients,Instructions
Spiced Tofu in Butter Lettuce Wraps,"['2 teaspoons olive oil', '4 carrots, peeled and diced small', '4 celery ribs, diced', '1 onion, diced', '1 jalapeno pepper, minced', '2 garlic cloves, minced', '1 lb asian spiced tofu, drained, dried, and crumbled', 'low-sodium tamari', '2 tablespoons thai red chili paste', '1 cup chopped scallion', '1 bunch cilantro, finely chopped', '1 lime, juice and zest of', '12 cup dry roasted peanuts, chopped', '1 -2 head butter lettuce (depending on size)']","['Heat olive oil in a large saute pan and add carrots, celery, onion, jalapeno, and garlic.', 'Let cook 4-5 minutes.', 'Add tofu and season with tamari and Thai chile paste.', 'Stir and cook for another 5 minutes.', 'Turn off heat and add chopped scallions, cilantro, lime juice, and zest, and peanuts.', 'Scoop 2-3 tablespoons tofu mixture onto each butter lettuce leaf, wrap, and enjoy!']"
Escabeche Hot and Sour Chicken Soup,"['1 whole chicken, cut up into parts', '1 12 quarts water', '3 medium yellow onions, sliced', '2 carrots, sliced', '1 bell pepper, sliced', '5 tablespoons vinegar (or more, adjust to taste)', '3 jalapeno chiles, diced', '3 garlic cloves, minced', '1 tablespoon dried oregano leaves', 'salt and pepper']","['Put the water in large pot to boil.', 'Salt and pepper the chicken pieces and brown in large fry pan.', 'Pour off rendered fat and add chicken to boiling water and cook for 10-15 minutes.', 'Add chiles, oregano, garlic, salt and pepper and turn down heat.', 'Simmer for five to ten minutes.', 'Add vegetables and vinegar.', 'Simmer for ten minutes.', 'or until vegetables are tender and serve.']"
Apple Cinnamon Wrap and Roll,"['1 12 tablespoons sugar', '12 teaspoon cinnamon', '1 12 teaspoons vegetable oil', '1 apple, chopped (1 cup)', '2 -3 tablespoons low-fat vanilla yogurt', '2 (6 inch) flour tortillas']","['Mix sugar and cinnamon in small bowl.', 'Pour 1 teaspoon oil in small saucer.', 'Wash and chop apples.', 'Place in medium bowl.', 'Add yogurt to apples, stirring to combine.', 'Lay tortilla flat on plate.', 'Use fingers to lightly coat top side with oil.', 'Sprinkle with a spoonful of cinnamon sugar.', 'Flip tortilla so unoiled side is up.', 'Using 1/4 of apple mixture, fill half of tortilla, folding other half over mixture.', 'Heat 2 teaspoons oil in frying pan on medium heat.', 'Place folded tortilla in pan and cook about 1 minute, or until lightly browned.', 'Flip to cook second side.', '(If oil starts to smoke, remove pan from burner for a minute and then continue).', 'Remove from pan and cut in half.', 'Repeat with remaining tortilla.']"
Apple Streusel Sour Cream Muffins,"['1/2 cup walnuts chopped', '1/4 cup flour, all-purpose', '3 tablespoons sugar', '2 tablespoons butter at room temperature', '1/4 teaspoon cinnamon', '1 1/2 cups flour, all-purpose', '1/2 cup sugar', '2 teaspoons baking powder', '1 teaspoon cinnamon', '1/4 teaspoon baking soda', '1/4 teaspoon salt', '2 large eggs', '1 cup sour cream', '1/4 cup butter melted', '1 cup apples, granny smith unpeeled, diced, any tart apple will do']","['Heat oven to 375F (190C).', 'Grease muffin cups or use foil baking cups.', 'Put streusel topping ingredients into a medium-size bowl.', 'Mix with a fork, then crumble with fingers until mixture looks like chopped walnuts.', 'To make the muffin batter, thoroughly mix fllour, sugar, baking powder, cinnamon, allspice, baking soda, and salt in a large bowl.', 'Break eggs into another bowl.', 'Add sour cream and melted butter, and whisk until well blended.', 'Stir in diced apple.', 'Pour egg mixture over flour mixture and fold in just until dry ingredients are moistened.', 'Scoop batter into muffin cups.', 'Top each muffin with about 2 teaspoons of the streusel topping.', 'Bake 20 to 25 minutes, or until browned.', 'A toothpick inserted into the center should come out clean.', 'Remove from pans and let cool at least 1 hour before serving.', 'Makes 18 (1 1/2 dozen) muffins.']"
Peanut Patties,"['2 12 cups sugar', '1 cup milk', '23 cup white corn syrup', '2 12 cups raw peanuts']","['Mix all of the ingredients in a heavy boiler (I use my 4 quart pressure cooker).', 'Bring to a boil.', 'Turn burner to simmer and cook for 1 hour.', 'Remove from heat and add 1 teaspoon vanilla.', 'Beat until creamy as it cools.', 'Beating is a must for it to turn out right.', 'Spoon out into buttered muffin pan.']"
S'mores Party Mix,"['3 cups Honey Graham cereal', '1 12 cups chocolate chips', '1 12 cups miniature marshmallows']","['Mix well and put in a large ziplock bag or large bowl.', 'Store until ready to serve.']"
Grecian Baklava,"['Syrup:', '3/4 cup water', '3/4 cup white sugar', '1/4 cup orange juice', '1 1/2 cups honey', '1 tablespoon ground cinnamon', 'Pastry:', '3/4 cup white sugar', '1/2 teaspoon ground cinnamon', '1/8 teaspoon ground nutmeg', '2 cups ground walnuts', '1 (16 ounce) package phyllo dough', '1 1/2 cups melted butter']","['Make the syrup by bringing the water, 3/4 cup sugar, orange juice, honey, and 1 tablespoon cinnamon to a boil in a saucepan over medium-high heat.', 'Reduce heat to medium-low and simmer 10 minutes.', 'Remove from heat and allow to cool to room temperature.', 'Preheat an oven to 325 degrees F (165 degrees C).', 'Butter a 10x15 inch baking dish.', 'Stir together 3/4 cup sugar, 1/2 teaspoon cinnamon, nutmeg, and ground walnuts until evenly blended; set aside.', 'Press 2 sheets of phyllo into the prepared dish and brush with melted butter.', 'Continue adding phyllo sheets brushed with butter two at a time until you have 12 sheets total.', 'Sprinkle 1/3 of the walnut mixture evenly over the phyllo, then add another 6 sheets, buttering between every two.', 'Sprinkle 1/2 of the remaining walnut mixture evenly over the phyllo; top with another 6 buttered phyllo sheets.', 'Finally, sprinkle the remaining walnut mixture onto the phyllo.', 'Place the remaining phyllo on top of the baklava, buttering every two sheets.', 'Brush the remaining butter onto the top of the baklava.', 'Bake in the preheated oven until the phyllo is golden brown and crispy, about 1 hour.', 'Remove from the oven; pour the cooled syrup over the hot baklava.', 'Cool to room temperature before cutting into 1-inch squares or diamonds to serve.']"
Mexican Wedding Cookies,"['1 cup Butter Or Margarine (For These, I Always Use Butter At My House)', '1/2 cups Powdered Sugar', '1/4 teaspoons Salt', '1 teaspoon Vanilla', '2- 1/4 cups Flour', '3/4 cups Ground Nuts (I Use Sliced Almonds Ground)', 'Extra Powdered Sugar To Roll Cookies In']","['1.', 'Preheat oven to 350 F. Combine the first 4 ingredients in a bowl, cream together.', '2.', 'Add flour gradually, with the mixer on low, until combined.', 'Stir in nuts.', '3.', 'Shape into 1 balls.', 'Place 1 apart on an ungreased cookie sheet.', '4.', 'Bake at 350F for 8-10 minutes.', 'While warm, roll in powdered sugar right out of the oven.', 'Cool, then roll in powdered sugar again.', 'Yields 2 dozen cookies.']"
Vernors ham glaze (moms),"['1 8oz jar dijon mustard', '2 cup Orange marmalade', '1 Liter vernors', '1 cup Light brown sugar', '1 cup Orange juice']","['Put vernors in a small pot and boil rapidly until liquid is reduced to one cup.', 'Add mustard, marmalade, sugar,& orange juice.', 'Simmer 10 to 15 minutes or until its the consistency of a light syrup.', 'Baste ham during the last 45 minutes of cooking.', 'Baste at 8 to 10 minute intervals.', 'You can also serve the remaining blade as a sauce.']"
Chocolate Ganache,"['1 -1/2 cups whipping cream (35%)', ""6 oz. Baker's Semi-Sweet Chocolate, coarsley chopped""]","['Pour cream into small saucepan.', 'Bring just to boil on medium heat; remove from heat.', 'Place chocolate in medium bowl.', 'Pour cream over chocolate; let stand 3 min.', 'Stir until chocolate is completely melted and mixture is well blended; pour over cake.', 'Let stand 3 hours or until ganache is set before serving.']"
