Name,Ingredients,Instructions
Poached Etruscan Salmon,"['2 tablespoons olive oil', '1 shallot, peeled and finely diced', '2 garlic cloves, chopped', '12 cup white wine', '14 teaspoon red pepper flakes', '1 12 cups seafood stock', '1 cup marinara sauce', '1 tablespoon capers', '14 cup kalamata olive, pitted and sliced', '1 tablespoon fresh rosemary, chopped', '4 (6 ounce) salmon fillets, skinned', 'salt and pepper, to taste']","['Heat basting oil in a brasing pan on medium-high.', 'Add shallots and garlic; cook, stirring, about 1 minute, until softened but not browned.', 'Add wine and red pepper flakes; cook 3-5 mins until liquid is reduced to one-third.', 'Add seafood stock, marinara sauce, capers, olives, and rosemary; heat to 170 degrees simmer.', 'Reduce heat to medium-low; simmer 5 min to combine flavors.', 'Season salmon with salt and pepper; place skinned side up, in pan.', 'Turn salmon over,; poach 5 minute Turn salmon over; poach, cover 5-7 mins, until internal temp reaches 130 degrees.', 'Remove pan from heat; let rest at least 2 minutes.']"
Slow Cooker Christmas Stuffing,"['2 chopped onions', '4 stalks thinly sliced celery', '1 diced tart apple, peeled and cored', '12 cup butter', '1 cup chopped fresh sage', '2 teaspoons mixed herbs, marjoram, thyme parsley', '1 teaspoon salt', '1 teaspoon pepper', '1 cup breadcrumbs', '1 cup fresh parsley, chopped', '1 12 cups chicken stock or 1 12 cups vegetable stock', '1500 g sausage meat', '1 cup dried cranberries']","['In a large fry pan or wok, saute onions, celery and apple in butter until onion is just translucent.', 'Stir in sage, mixed herbs, salt and pepper and mix well.', 'stir in breadcrumbs and parsley and mix well.', 'Pour stock over mixture, mixing well.', 'Spoon into your slow cooker.', 'Add sausagemeat and dried cranberries to slow cooker and mix well', 'Cover and cook on high for 3-4 hours.', 'you may need to decant some of the oil off the top.', 'take off lid and place under grill to brown off the top for 5-10 minutes (optional).', 'let it rest on a cool table surface for 1/2 hour.', 'you may need to decant some more of the oil off the top.', 'after the mixture has cooled down, it is ready to serve.', ""it isn't best to serve this piping hot so would really recommend the cooling down period of 1/2 hour."", 'this allows you to get all your other christmas dinner bits ready.']"
Artichoke and Roasted Red Pepper Dip,"['2 tablespoons butter', '1 leek, diced', '2 (6 1/2 ounce) jars marinated artichoke hearts, drained and chopped', '1 (7 ounce) jar roasted red peppers, drained and chopped', '34 cup freshly grated parmesan cheese', '3 tablespoons mayonnaise']","['Preheat oven to 350 degrees F (175 degrees C).', 'Melt butter in a saucepan over medium heat.', 'Saute diced leek until tender.', 'Stir in the artichoke hearts, roasted red peppers, Parmesan cheese, and mayonnaise.', 'Transfer to an 8x8 inch baking dish.', 'Bake for 30 minutes in the preheated oven, or until bubbly and lightly browned.']"
Doublecrust Apple Pie,"['1 x sour cream dough for a 2 crust pie', '3 pounds apples tart, firm', '3 tablespoons butter, unsalted', '1 tablespoon lemon juice', '23 cup sugar', '1 teaspoon cinnamon ground', '1 each eggs well beaten, with a pinch of salt', '1 teaspoon sugar for finishing the top of pie']","['Peel, halve and core the apples.', 'Cut each half into 5 or 6 wedges.', 'Melt the butter in a wide, shallow, slopingsided pan over medium heat.', 'When the butter begins to sizzle, add the sliced apples and cook, tossing or gently stirring, until they begin to sizzle about a minute.', 'Add the lemon juice and sugar and continue to toss or gently stir often until the apples are tender, but still fairly firm about 5 minutes longer.', 'If the appleshave exuded a large quantity of juice, they will reabsorb it as they cool.', 'Pour the filling out into a nonreactive pan, or a pan lined with plastic wrap, on which the apple slices will fit in a single layer.', 'Sprinkle with the cinnamon and let cool.', 'Set a rack at the upper and lower thirds of the oven and preheat to 400F (200C).', 'Roll out the bottom crust and arrange in pan.', 'Pour the cooled filling into the bottom crust.', 'Roll out the top crust for double crust pie.', 'Cut several slashes in the top crust and carefully brush with egg wash.', 'Be careful not to leave puddles of liquid on the crust.', 'If you wish, sprinkle the top crust with sugar.', 'Place the pie in the oven on the lower rack and lower the temperature to 375F (190C).', 'Bake the pie for about 40 minutes, until the crust is baked through and a deep golden brown and the filling is gently bubbling.', 'If the top crust has not colored sufficiently after 30 minutes, move the pie to the upper rack of the oven for the last 10 minutes.', 'Cool the pie on a rack.']"
Blueberry Banana Soy Protein Smoothie,"['3 cups low-fat soymilk', '13 cup unflavored soy powder', '1 medium size banana', '12 cup frozen blueberries', '12 cup Fiber One cereal', '1 teaspoon Splenda sugar substitute']","['Add plain lowfat soymilk and soy powder to a blender, blend for 10 seconds.', 'Add frozen blueberries and banana sliced in half and blend for 10 seconds.', 'Add Fiber One cereal and Splenda and blend until smooth and creamy.', 'Enjoy.']"
Mediterranean Grilled Steak Wraps,"['1 large navel orange, peeled, chopped Safeway 1 lb For $0.79 thru 02/09', '1/2 cup chopped red onions', '1 pkg. (4 oz.) ATHENOS Traditional Crumbled Feta Cheese', '1/2 cup KRAFT Italian Dressing', '1 Tbsp. chopped fresh mint', '1 boneless beef skirt steak (3/4 lb.)', '4 flour tortillas']","['Preheat greased grill to medium heat.', 'Combine oranges, onions and cheese in medium bowl; set aside.', 'Combine dressing and mint.', 'Remove half of the dressing mixture; mix with the orange mixture.', 'Reserve remaining dressing mixture for later use.', 'Grill steak 5 to 6 min.', 'on each side or until cooked to medium doneness (160F), brushing frequently with the remaining dressing mixture.', 'Cut steak into thin strips; divide evenly among tortillas.', 'Top with the orange mixture; roll up.']"
Low Carb Pita Pizza,"['1 low-carb pita bread', '1 teaspoon tomato sauce', '1 ounce mozzarella cheese', '12 ounce pepperoni (6 slices)']","['Cut the pita open and add 1/2 of the cheese evenly.', 'Close and spread the tomato sauce on top.', 'Add the rest of the.', 'cheese.', 'Top with quartered pepperoni slices.', 'Micro for 90 seonds.', 'Enjoy.']"
Hula Steaks,"['1 tablespoon fresh ginger, finely chopped', '2 garlic cloves, minced', '2 cups soy sauce', '14 cup brown sugar', '14 cup brandy or 14 cup Bourbon', '4 steaks, about 1-inch thick']","['Combine ginger, garlic, brandy, soy sauce, and brown sugar in a shallow dish or zip lock bag.', 'Add meat and marinate for 1 hour or up to 8 hours turning occasionally.', 'Grill or broil steaks to desired doneness (6-8 minutes per side for medium-rare).']"
Renee's Awesome Steak Marinade,"['1 cup olive oil', '1 cup balsamic vinegar', '12 cup teriyaki marinade', '2 tablespoons hoisin sauce', '2 tablespoons prepared mustard', '1 bunch chives (chopped)', '5 garlic cloves (chopped)', '2 tablespoons ground ginger', 'fresh pepper, couple grinds']","['Mix all ingredients well.', 'Pour over meat and let sit for at least 1 hour.']"
Celery Root Lasagna,"['3 lbs celery root, about', '2 tablespoons fresh lemon juice', 'sea salt', '2 cups tomato sauce (preferably homemade)', '34 cup heavy cream', 'butter, for preparing the gratin dish', '1 cup freshly grated parmigiano-reggiano cheese']","['Preheat oven to 400*F.', 'Peel the celery root and cut it in half to make it more manageable.', 'Using a mandoline, electric mandoline, or begetable slicer, cut into paper thin slices.', 'In a large pot, bring 6 quarts of water to a rolling boil.', 'Add the lemon juice, 3 TBS of salt and the celery root, stirring to prevent from sticking.', 'Cook until tender but firm, about 7 minutes.', 'DRain thoroughly, carefully pressing out any excess water.', 'Meanwhile, in a medium saucepan, combine the tomato sauce and cream, and warm over low heat.', 'Taste for seasoning.', 'Butter a gratin dish.', 'layer 1/3 of the drained celery root on the bottom of the gratin dish.', 'Top with 1/3 cup of the tomato sauce and 1/3 cup of the cheese.', 'Repeat two more times until all the celery root, tomato sauce, and cheese have been used.', '(The dish can be prepared to this point several hours in advance.', 'Bring to room temp before baking) Place in center of the oven and bake until golden brown, about 40 minutes.', 'Serve immediately, cut into thick wedges.']"
