Name,Ingredients,Instructions
Frozen Vanilla Yogurt Ice Cream (Low Fat),"['2 cups plain yogurt, drained', '12 cup sugar', '2 teaspoons vanilla extract']","['Drain yogurt according to instructions.', 'This can take up to 3 hours for a medium thick yogurt.', '(save the strained liquids -- they can be used for cooking rice).', 'Combine rest of ingredients and add to ice cream maker.', '(Note:This recipe can be made up ahead of time and chilled up to a week to this point).']"
Crock Pot Yogurt,"['8 cups skim milk', '1 (7/8 ounce) package fat-free sugar-free vanilla pudding mix', '1 cup nonfat yogurt']","['Pour the milk into the crock pot and turn it on low.', 'Let sit 2.5 hours.', 'Unplug crock pot, leave lid on.', 'Let sit for 3 hours.', 'Ladle out a bit of the milk and stir it in with the yogurt starter.', 'This yogurt MUST have live cultures.', 'I used nonfat, plain Greek yogurt.', 'Mix in pudding mix.', 'Return the mixture to the crock pot and the rest of the milk; stir.', 'Put lid back on and cover with a heavy bath towel or blanket (pot still unplugged).', 'This is its insulator.', 'Leave it like this at least 8 hours.', 'The longer it sits, the tart-er it gets.', 'I like mine nice and tart.', 'It will be thin.', 'If you want it thicker, place coffee filters in a colander and drain off whey.', 'You can save the whey for cooking, as it is very healthy!', 'You can use 2 tbs fat free dry milk or 1 packet plain gelatin in place of pudding mix.', 'I just happened to have pudding mix on hand.', 'Mix some jam, fresh fruit, etc.', 'into it when you serve.', ""If you don't use vanilla pudding mix, it could also be a great base for dips or sauces.""]"
Substitutions Using Greek Yogurt,"['1 cup Greek yogurt', '12 cup butter (for butter substitution)', '14 cup buttermilk (for buttermilk substitution)']","['1 cup butter = 1/4 cup Greek yogurt plus 1/2 cup butter.', '1 cup buttermilk = 2/3 cup Greek yogurt plus 1/4 cup buttermilk.', '1 cup oil = 3/4 cup Greek yogurt.', '1 cup sour cream = 1 cup Greek yogurt.', '1 cup mayonnaise = 1 cup Greek yogurt.', '1 cup cream cheese = 1 cup Greek yogurt.']"
OREO Brownie Treats,"['1 pkg. (19 to 21 oz.) brownie mix (13x9-inch pan size)', '15 OREO Cookies, coarsely chopped']","['Prepare brownies and bake as directed on package for 13x9-inch pan, stirring chopped cookies into batter before pouring into prepared pan.']"
Honey-Kissed Caramel Corn,"['12 cups Popped Popcorn', '13 cups Brown Sugar', '13 cups Honey', '1/2 teaspoons Kosher Salt', '1/2 cups Unsalted Butter', '1 teaspoon Vanilla', '1/2 teaspoons Baking Soda']","['Preheat the oven to 200 degrees F.', 'Pop your popcorn however you likeair popper, or brown bag in the microwave.', 'If you use seasoned microwave popcorn, omit the salt later on.', 'Put the cooked popcorn in a very large bowl.', 'In a good-sized saucepan, melt the brown sugar, honey, salt and butter together, stirring constantly over medium heat until boiling.', 'Stop stirring and let the mixture boil for 3 to 5 minutes.', 'Remove from heat, add the vanilla, and then add the baking soda.', 'Pour the caramel over the popcorn and toss well, making sure the popcorn is well coated.', 'Spread in a large baking pan with sides (its okay if the popcorn isnt in one layer; youll be stirring it up during the baking time).', 'Bake for 1 hour, stirring every 20 minutes to flip the popcorn around.', 'Spread out on foil or waxed paper (preferably on a wire rack to keep the popcorn crisp) to dry.', 'Makes 12 cups.']"
Gingerbread Cupcakes,"['1 (18.25 ounce) box vanilla cake mix', '1/2 cup buttermilk', '1/2 cup molasses', '1/3 cup vegetable oil', '4 large eggs', '1 1/2 teaspoons ground ginger', '1/2 teaspoon ground cinnamon', '1/4 teaspoon ground nutmeg']","['Preheat oven to 350 degrees F (175 degrees C).', 'Line 24 muffin cups with paper muffin liners.', 'Mix the cake mix, buttermilk, molasses, vegetable oil, eggs, ginger, cinnamon, and nutmeg together in large bowl until just combined.', 'Spoon the batter into a large resealable plastic bag, press out excess air, and seal the top of the bag.', 'Snip a corner of the bag about 1/4-inch from the bottom.', 'Pipe the batter into the prepared muffin cups, filling them about 2/3 full.', 'Bake in the preheated oven until a toothpick inserted into the center comes out clean, 15 to 20 minutes.', 'Cool in the pans for 10 minutes before removing to cool completely on a wire rack.']"
Tandoori Soup,"['1 tablespoon sesame oil', '2 garlic cloves', '1 tablespoon ground galangal', '1 stalk lemongrass', '2 plantains', '1 leek', '200 ml carrot juice', '200 ml vegetable stock', '1 tablespoon tandoori paste', '8 shrimp', '1 tablespoon lime juice', '50 ml Thai fish sauce', 'pepper', '4 stalks lemongrass']","['Peel and prepare the shrimps.', 'Stir lime juice and fish sauce, add pepper and marinate the shrimps for 15 minutes.', 'Heat sesame oil in a pot and roast the mashed garlic slightly.', 'Add galangal and finely cut lemon grass, roast slightly for another minute.', 'Add chopped plantain and leek and fill up with vegetabel stock, carrot juice and tandoory paste.', 'Boil the soup up and let it simmer for 30 minutes.', 'Heat frying pan and roast shrimps gently for 2 to 3 minutes on each side.', 'Skewer 2 shrimps on 1 lemon grass stalk.', 'Puree the soup with a blender and fill it into 4 bowls, place lemon grass stalk over bowl as decoration.']"
Best Baked Beans In Town Recipe,"['8 ounce. can baked beans', '1 teaspoon dry mustard', '1/2 c. catsup', '1/2 c. brown sugar', '1/2 c. onions, minced', '1-2 beef warm dogs, optional', '4 strips bacon']","['Mix beans, mustard, catsup, brown sugar and onion (and optional warm dogs) in casserole dish.', 'Place bacon on top and bake till bacon browns and serve.']"
Chicken With Rice and Eggs (Tabyeet),"['2 cups basmati rice', '4 pound broiler', 'Few dashes turmeric', 'Freshly ground black pepper and salt to taste', '4 tablespoons vegetable oil', 'Few dashes cinnamon', 'Pinch cloves', '1/4 teaspoon plus, ground cardamom', 'Dash nutmeg', '1 teaspoon tomato paste', '3 cups water', 'Eggs, as many as desired']","['Soak rice overnight in water to cover.', 'Rub turmeric into chicken and sprinkle with pepper.', 'Saute chicken in hot oil for about 10 minutes.', 'Add cinnamon, cloves, cardamom, nutmeg, tomato paste, salt and water.', 'Partially cover and boil chicken for 30 minutes.', 'Remove chicken.', 'Drain rice and add to chicken cooking liquid.', 'Bring to boil and cook 3 to 4 minutes.', 'Return chicken to pot.', 'Continue boiling until liquid has evaporated almost completely.', 'Cover chicken and rice with enough foil to hold the number of eggs you wish to cook.', 'Add the eggs in the shells.', 'Place in 400-degree oven for 30 minutes.', 'Reduce heat to 300 degrees and bake 30 minutes longer.', 'Reduce heat to 250 degrees and bake for 2 to 3 hours, until rice forms golden crust on bottom and sides.', 'To help with removal of crust, place pan in cold water in the sink for a minute or two.', 'Serve chicken on platter surrounded by rice.']"
Creamy Buttermilk Wheat Bread,"['3/4 cup buttermilk', '1/4 cup cream heavy', '3 tablespoons apple juice concentrate', '1 1/2 x egg beaters', '1 1/2 tablespoons honey', '13 teaspoon salt', '1 1/2 tablespoons gluten flour', '13 teaspoon baking soda', '313 cups whole wheat flour', '2 teaspoons yeast, active dry']",['Place in Bread Maker.']
