Name,Ingredients,Instructions
Minced Lamb With Tomato Recipe,"['3 c. cooked chopped lamb', '2 c. canned tomatoes', '1 c. boiling water', '1 tbsp. chopped onion', '1/4 c. chopped celery', '3 tbsp. flour', '1/2 teaspoon sugar', '1 teaspoon salt', '1/8 teaspoon pepper', 'Buttered crumbs']","['Combine all the ingredients except the buttered crumbs, and place in a baking dish.', 'Cover with the crumbs and bake 30 min in a warm 400 degree oven.']"
Bacon Sweet Potato Bites,"['3 slices bacon crosswise thinly sliced', '123 cups sweet potatoes, or yams peeled and dice into 1/4-inch', '1 x kosher salt to taste', '1 x black pepper to taste', '4 tablespoons chives thinly sliced', '2 each belgian endive medium size', '13 cup sour cream, light optional']","['Cook bacon in large nonstick skillet over medium heat until it has rendered some fat, 3 to 5 minutes.', 'Add diced sweet potato and 1/4 teaspoon each kosher salt and pepper or to taste.', 'Cook and stir often, until sweet potato is tender and bacon starts crispy, 6 to 9 minutes.', 'Stir in 2 tablespoons of chives and season with more salt and pepper to taste.', 'Let cool for bout 2 minutes.', 'Slice the bottom 1/2 inch off endives, so some of outer leaves break free.', 'Cut another 1/2 inch off and break some more leaves free.', 'Keep doing until all larger leaves are free.', '(You should have about 20.)', ""If you desire, trim leaves so they're all the same length."", 'Save remaining endive for salad.', 'Arrange endive leaves on a large platter.', 'Spoon sweet potato mixture near the bottom of the leaves.', 'Top each with a dollop of sour cream and then sprinkle with the remaining chives.', 'Let sit for up to 20 minutes before serving or serve right away.', ""If you're aiming for a Paleo diet, omit the sour cream and you are in compliance!""]"
Shortcut Pierogi Casserole,"['2 tsp. oil', '1 onion, chopped', '2 cloves garlic, finely chopped', '1 pkg. (8 oz.) PHILADELPHIA Neufchatel Cheese, cubed', '3/4 cup milk', '1 pkg. (1 lb.) frozen potato and four-cheese blend pierogies', '3/4 cup coarsely chopped OSCAR MAYER CARVING BOARD Slow Cooked Ham', '1 pkg. (10 oz.) frozen peas', '1/2 cup KRAFT Shredded Three Cheese with a TOUCH OF PHILADELPHIA']","['Heat oven to 350F.', 'Heat oil in large skillet on medium-high heat.', 'Add onions and garlic; cook 5 min.', 'or until tender, stirring frequently.', 'Remove from heat.', 'Add Neufchatel and milk; mix well.', 'Combine pierogies, ham and peas in 2-qt.', 'casserole sprayed with cooking spray; top with sauce and shredded cheese.', 'Bake 40 min.', 'or until heated through.']"
Taquitos (Easy) Recipe,"['1 package corn tortillas (dozen)', '2 lbs grnd beef (80%)', 'garlic salt', 'red pepper', '1 large potato, grated', 'vegetable oil', '1 large onion, finely diced']","['Brown hamburger over low heat.', 'Stir in diced onion, grated potato, garlic salt and red pepper.', 'Remove from skillet and wipe clean with a paper towel.', 'Heat vegetable oil over medium heat.', 'Fry corn tortillas one at a time till soft.', 'Roll a spoonful of hamburger mix in tortilla.', 'Place rolled taquitos onto cookie sheet side by side.', 'Bake in oven at 350']"
Yogurt Shake,"['1 scoop yogurt, 1 big scoop', '1 cup milk', '1 teaspoon sugar', '1 teaspoon honey', '1 cup cream (fresh)', 'mint leaf (to garnish)']","['Blend the yogurt with milk,yogurt,sugar ,honey and cream.', 'Top with mint leaves.']"
Cheesy Black Bean Triangles,"['1 (15 ounce) can black beans', '2 green onions, minced', '2 garlic cloves, minced', '1 teaspoon olive oil', '4 large whole wheat tortillas', '2 garnet yams, cooked and diced', '1 (8 ounce) jar roasted red peppers', '13 cup dried cranberries', '12 ounces cheddar cheese, grated', '14 cup parsley, chopped', '14 cup sour cream']","['Cut up yams into cubes and boil app.', '20 minutes.', 'Drain and cool.', 'Preheat broiler.', 'In a small bowl, partially mash black beans and set aside.', 'Chop green onions and garlic and combine with oil in skillet or pan.', 'Cook over medium heat, stirring until softened, 2 to 3 minutes.', 'Stir into beans.', 'Chop parsley and set aside.', 'Grate cheese or use pregrated.', 'Set up components on work surface.', 'Lay down tortillas.', 'First put 1/4 bean mixtures over half of each tortilla, followed by 1/4 of yams, cranberries, red pepper, and cheese.', 'Fold bare half of each tortilla over filling.', 'Arrange on baking sheet or shallow baking pan and place under broiler for 3 minutes or til toasty on top.', '(Five minutes was too much!', ').', 'To serve, cut each tortilla into wedges and top each wedge with 1 teaspoon of sour cream, then sprinkle with chopped parsley.', 'Serve immediately.', '**For reduced fat version, use reduced fat cheese and sour cream or top with plain yoghurt.', 'Any kind of sweet potato can be used, but we prefer the garnet yams.', 'Dried cherries or currants would be good in place of cranberries.', 'You might like to add more cheese for more of a ""melt"" effect.', 'I thought the red bell peppers could be optional.']"
Easy Peanut Butter - Chocolate Pie,"['12 cup chunky peanut butter', '12 cup milk', ""12 cup chocolate syrup, Hershey's"", '1 (12 ounce) container Cool Whip, defrosted overnight', '1 graham cracker crust or 1 chocolate wafer pie crust, store bought']","[""Blend chunky peanut butter, milk, and Hershey's chocolate syrup in a mixing bowl."", 'Add 12 oz.', 'Cool Whip (that you have defrosted by storing in the refrigerator overnight) and blend into other mixture.', 'Pour into a graham cracker pie crust or a chocolate cookie pie crust (store bought).', 'Freeze.', 'You only have to remove from freezer 5 minutes or so before you can cut and serve.']"
Made Simple with Combined Seasoning Base! My Original Chili Shrimp,"['10 large shrimp Shrimp', '1 Katakuriko', '1 clove Garlic', '1 piece Ginger', '1/2 onion', '2 tbsp Doubanjiang', '5 tbsp Ketchup', '1 tbsp of each Sake, sugar', '1 tbsp Soy sauce', '1 Soup stock cube', '60 ml Water', '1 tbsp Katakuriko', '20 grams The flavoring for this time is Chinese Bean Noodles']","['Finely chop the garlic, ginger, and onions.', 'Mix the ingredients together.', 'Prepare the shrimp by rubbing them with salt and katakuriko (not listed), and rinsing in water.', 'Season with a bit of salt and pepper, and sprinkle with 1 tablespoon sake (not listed).', 'Put the shrimp from Step 2 and katakuriko into a plastic bag, and coat by shaking the bag.', 'This time I am using crispy harusame glass noodles.', 'Cut into 5-6 cm pieces, and deep fry.', 'Fry the noodles a bit at a time, drain the oil, and transfer to a plate.', 'Press down on the noodles with kitchen parchment paper to break them up a bit.', 'Heat a generous quantity of oil in a pan, and cook the shrimp through.', 'Take them out on a plate after cooking.', 'Add doubanjiang to the pan from Step 6 and saute the garlic and ginger.', 'Add in the onions once aromatic, and saute some more.', 'Once the onions have become transparent, add the shrimp from Step 6 back into the pan, briskly mix in the sauce, and it is finished once the sauce has thickened.', 'Arrange on top of the fried glass noodles, and enjoy!', 'This is also delicious served with boiled bok choy or shredded cabbage on the side too!']"
Five Spice Ice Cream,"['8 cups vanilla ice cream, softened', '1 12 teaspoons Chinese five spice powder (available in the ethnic foods section)', '2 tablespoons brandy', '1 teaspoon vanilla']","['Combine all ingredients.', 'Spoon into a container.', 'Cover and freeze until firm.', 'May be frozen for up to four days.']"
Creme Brulee,"['300 ml double cream', '4 egg yolks', '3 tablespoons erythritol', '1 teaspoon vanilla extract', '100 g cherries or 100 g raspberries or 100 g strawberries', '1 tablespoon erythritol', '1 pinch xanthan gum']","['Fruit sauce:.', 'Place the fruits and erythritol in a small saucepan and cook for couple of minutes.', 'Sprinkle the xanthan gum on top and mix well.', 'Let it cool down completely and put in the fridge.', 'Cream brulee:.', 'Preheat oven to 100C and prepare 3 ramekins.', 'In a small saucepan heat up cream with vanilla extract.', 'Take off the heat just before it starts boiling.', 'Let it cool down a bit.', 'Put the egg yolks and sugar in a mixing bowl and whisk for 1 minute with an electric hand whisk until paler in colour and a bit fluffy.', 'Pour the cream into the beaten egg yolks, continuously stirring with a wire whisk.', 'Set a fine sieve over a large wide jug or bowl and pour the hot mixture through to strain it.', 'Pour into ramekins and bake for about 40 45min until the mixture is softly set.', 'It should wobble a bit like a jelly in the middle.', 'Dont let them get too firm.', 'Remove the desserts from the oven and let them cool down.', 'Refrigerate for a couple of hours.', 'Spoon about 1 tbsp of fruit sauce on top and serve.', 'Enjoy :).']"
