Name,Ingredients,Instructions
Smoked Salmon Deviled Eggs,"['12 large eggs', '3 tablespoons sour cream', '12 cup smoked salmon, finely chopped', '3 tablespoons fresh chives, finely chopped', '14 cup capers, chopped', '14 teaspoon salt, to taste', '14 teaspoon pepper, to taste', '14 teaspoon paprika, for dusting']","['In a large pot, arrange eggs in a signle layer and add enough water to cover.', 'Bring to boil over high heat, then cover and remove from the heat; let stand for 10 minutes.', 'Drain then cover eggs with ice water.', 'Let stand until cool to the touch.', 'Peel eggs, halve lengthwise and scoop the yolks into a medium bowl, reserving egg whites.', 'Mash yolks add sourcream, salmon, and chives, season with salt and pepper.', 'Spoon yolk mixture into egg white and dust with paprika.', 'You may want to add more or less sourcream to get the yolk mixture to your desired consistancy.']"
Coconut Cream Pie,"['1/2 (15-ounce) package refrigerated pie dough (such as Pillsbury)', 'Cooking spray', '2 cups 1% low-fat milk', '1 cup half-and-half', '1 1/2 cups flaked sweetened coconut', '1 vanilla bean, split lengthwise', '2/3 cup sugar', '1/3 cup cornstarch', '1/4 teaspoon salt', '4 large egg yolks', '2 tablespoons butter', '3 large egg whites, at room temperature', '1/2 teaspoon cream of tartar', '1/2 cup sugar', '1/4 cup water', '1/4 cup flaked sweetened coconut, toasted']","['1.', 'Preheat oven to 425.2.', 'Fit dough into a 9-inch pie plate coated with cooking spray.', 'Fold edges under; flute.', 'Line dough with foil; arrange pie weights or dried beans on foil.', 'Bake at 425 for 10 minutes; remove weights and foil, and bake an additional 10 minutes or until golden.', 'Cool completely on a wire rack.3.', 'Combine milk and half-and-half in a medium saucepan over medium heat.', 'Add 1 1/2 cups coconut.', 'Scrape seeds from vanilla bean; stir seeds and pod into milk mixture.', 'Bring milk mixture to a simmer; immediately remove from heat.', 'Cover and let stand 15 minutes.', 'Strain through a cheesecloth-lined sieve into a bowl.', 'Gather edges of cheesecloth; squeeze over bowl to release moisture.', 'Discard solids.4.', 'Combine 2/3 cup sugar, cornstarch, salt, and egg yolks in a large bowl, stirring with a whisk.', 'Gradually add milk mixture to egg yolk mixture, stirring constantly.', 'Return milk mixture to pan; bring to a boil, whisking constantly.', 'Remove from heat.', 'Add butter; whisk until smooth.', 'Place pan in a large ice-filled bowl for 6 minutes, stirring to cool.', 'Pour into prepared crust.', 'Cover and chill at least 1 hour.5.', 'Place 3 egg whites and cream of tartar in a large bowl; beat with a mixer at high speed until soft peaks form.', 'Combine 1/2 cup sugar and 1/4 cup water in a saucepan; bring to a boil.', 'Cook, without stirring, until candy thermometer registers 250.', 'Pour hot sugar syrup in a thin stream over egg whites, beating at high speed until thick.', 'Spread meringue over pie.', 'Cover and refrigerate at least 2 hours.', 'Top with toasted coconut before serving.']"
Chicken Cassoulet,"['1 cup dry navy beans (7-8 oz.)', '2 12-3 lbs chicken pieces, skinned', '12 lb cooked Polish sausage', '1 cup tomato juice', '1 tablespoon Worcestershire sauce', '1 teaspoon instant beef bouillon granules or 1 teaspoon chicken bouillon granule', '12 teaspoon dried basil, crushed', '12 teaspoon dried oregano, crushed', '12 teaspoon paprika', '12 cup chopped carrot', '12 cup chopped celery', '12 cup chopped onion']","['Rinse the beans and place in medium saucepan.', 'Add enough water to cover by 2 inches.', 'Bring to a boil, reduce heat and simmer for 10 minutes.', 'Remove from heat and let sit for 1 hour.', 'OR, soak beans overnight in a cool place, drain and rinse.', 'Rinse chicken,pat dry and set aside.', 'Halve the sausage lengthwise and cut into 1 inch pieces.', 'In a medium mixing bowl, combine drained beans, sausage, tomato juice, Worchestershire sauce, bouilion granules, basil, oregano and paprika.', 'Set this mixture aside.', 'In a 4 quart crockpot, combine celery, carrot and onion.', 'Place chicken pieces on top.', 'Pour the bean mixture on top of chicken.', 'Cook on low heat for 9-11 hours or high heat for 4 1/2 to 5 1/2 hours.', 'Remove Chicken and sausage with slotted spoon.', 'Mash the bean mixture slightly.', 'Serve chicken, sausage and beans in soup bowls.', 'Serve with crusty bread and enjoy!']"
Marmite and Cheddar Cheese Tea Cake,"['80 ml butter or 80 ml margarine', '1 egg', '200 ml sugar', '2 ml salt', '375 ml flour', '10 ml baking powder', '250 ml milk', '125 ml butter or 125 ml margarine', '125 ml finely grated cheese (mature cheddar is my choice)', '10 ml marmite']","['Preheat oven to 190 degrees Celsius', 'Grease a 23cm oven-proof dish.', 'Cream butter and sugar.', 'Add egg and beat well.', 'Sieve cake flour, baking powder and salt together.', 'Stir the flour mixture and milk alternately into egg mixture.', 'Pour dough mixture into a ring mould and bake for about 25 minutes.', 'For the topping, melt the butter and marmite.', 'Pour while hot, over cooled cake.', 'Sprinkle grated cheese over just before serving.']"
Caramel Apple Bread Pudding,"['1 cup Unsweetened Applesauce', '1 cup Fat Free Milk', '1/2 cups Packed Brown Sugar', '1/2 cups Egg Substitute', '1 teaspoon Vanilla Extract', '1/2 teaspoons Ground Cinnamon', '5 cups Cubed Wheat Bread', '1 whole Chopped Peeled Apple', '1/2 cups Fat-free Whipped Topping', '1/2 cups Fat-free Caramel Topping']","['Preheat oven to 325 F.', 'In a large bowl, combine applesauce, milk, brown sugar, egg substitute, vanilla and cinnamon.', 'Fold in bread cubes and apple.', 'Pour into an 8-inch square baking dish (or pie dish) coated with cooking spray.', 'Bake uncovered for 35 to 40 minutes (I bake for 45 minutes) or until a knife inserted near the center comes out clean.', 'Serve warm with whipped topping and caramel topping.', 'Refrigerate leftovers.']"
Summertime Fruit Salad,"['13 cup low-fat mayonnaise', '13 cup light sour cream', '1 tablespoon sugar', '1 tablespoon lime juice', '12 teaspoon lime zest', '1 cup strawberry', '1 cup blueberries', '12 cup honeydew', '12 cup cantaloupe', '1 cup pineapple chunk']","['In large bowl combine mayonnaise, sour cream, sugar, lime juice and zest.', 'Stir to combine and refridgerate.', 'Combine 4 cups fresh fruit in large bowl.', 'Serve sauce over fresh fruit.']"
Grandma's Original Pound Cake,"['1 cup butter', '2 cups sugar', '4 eggs, separated', '12 teaspoon salt', '1 lemon, rind of', '2 12 cups flour', '2 12 teaspoons baking powder', '1 cup milk']","['Heat oven to 350 degs.', 'Grease a tube pan or bundt pan.', 'In mixing bowl, cream butter and sugar.', 'Add egg yolks and lemon rind.', 'Sift together flour and baking powder and add to creamed mixture alternating with milk.', 'In separate bowl, beat egg whites and salt until stiff.', 'Mix some of whites into batter, and then fold batter into remaining whites.', 'Pour into pan and bake for 30-45 mins, until it tests as done.']"
Portuguese Sweet Bread,"['12 cup bread flour (unbleached, 2.25 ounces)', '1 tablespoon granulated sugar (.5 ounce)', '2 14 teaspoons instant yeast (.25 ounce)', '12 cup water, at room temperature (4 ounces)', '6 tablespoons granulated sugar (3 ounces)', '1 teaspoon salt (.25 ounce)', '14 cup powdered milk (1.25 ounces)', '2 tablespoons unsalted butter, at room temperature (1 ounce)', '2 tablespoons vegetable shortening (1 ounce)', '2 large eggs (3.3 ounces)', '1 teaspoon lemon extract (.17 ounce)', '1 teaspoon orange extract (.17 ounce)', '1 teaspoon vanilla extract (.17 ounce)', '3 cups bread flour (unbleached,13.5 ounces)', '6 tablespoons approx water, at room temperature (3 ounces)', '1 egg, whisked with', '1 teaspoon water, until frothy']","['To make the sponge, stir together flour, sugar, and yeast in a small bowl.', 'Add the water and stir until all ingredients are hydrated and make a smooth batter.', 'Cover with plastic wrap and ferment at room temperature for 60-90 minutes, or until the sponge gets foamy and seems on the verge of collapse.', 'To make the dough, combine the sugar, salt, powdered milk, butter, and shortening in a 4-quart mixing bowl (or the bowl of an electric mixer, which is what I use).', 'Cream together with a sturdy spoon (or the paddle attachment) until smooth, then mix in the eggs and the extracts.', 'Knead by hand (or switch to the dough hook) and mix in the sponge and flour (I wait to change out the attachments until most of the ingredients are mixed, as it seems I have a problem getting the dough to grab onto the hook if I switch too early).', 'Add the water, as needed, to make a very soft dough (more than likely you will not need the full amount of water, but it can vary due to factors such as the moisture content and protein percentage of your flour).', 'The finished dough should be very supple and soft, easy to knead, and not wet or sticky.', 'To achieve this will take 10-12 minutes with the mixer and close to 15 minutes by hand, as dough with high amounts of fat and sugar usually takes longer to knead because the gluten requires longer to set up.', 'The finished dough should pass the windowpane test (see note below if you are unsure what this is) and register 77F to 81F Lightly oil a large bowl, put the dough in the bowl, rolling it around to coat with oil.', 'Cover with plastic wrap.', 'Ferment at room temperature until dough doubles in size, around 2 hours.', 'Remove dough from bowl, divide in 2 equal pieces, and form each into a boule.', 'Lightly oil two 9-inch pie pans and place a boule, seam side down, in each pan.', 'Mist with spray oil and loosely cover with plastic wrap.', 'Proof at room temerature for 2 to 3 hours, or until the dough fills the pans fully, doubling in size.', '(If you want to bake only 1 of the loaves, you can retard the second in the refrigerator for 1 day, but it will take 4 to 5 hours to proof after it come out of the refrigerator.', ').', 'Very gently brush the loaves with the egg wash. Preheat the oven to 350F with the oven rack on the middle shelf.', 'Bake the loaves for 50 to 60 minutes, or until they register 190F in the center.', 'After 30 minutes, check the loaves and rotate 180 degrees, if necessary, for even baking.', 'The dough will brown rather quickly (please see intro), long before it is done.', 'When done, the loaves will be a rich mahogany brown.', 'Remove the bread from the pie pans and place on a rack to cool.', 'The bread will soften as it cools, resulting in a very soft, squishy loaf.', 'Allow the bread to cool for at least 90 minutes before slicing or serving.', '*Windowpane Test: Cut off a small piece of dough and gently stretch, pulling and turning it to see if it will hold a paper-thin, translucent membrane.', 'It it falls apart before it make this windowpane, continue to knead for another minute or two and test again.']"
Lobster and Corn Chowder,"['2/3 cup unsalted butter', '2 cups well rinsed and finely chopped leeks (white part only)', '1 1/3 cups finely chopped celery', '2/3 cup finely chopped yellow onions', '2/3 cup finely chopped red bell peppers', '2/3 cup finely chopped yellow bell peppers', '2/3 cup finely chopped green bell peppers', '1/2 cup chopped green onions', 'Reserved corn kernels from Lobster-Corn Stock recipe', '2/3 cup peeled, seeded, and finely chopped tomatoes', '1 teaspoon minced garlic', '2 teaspoons salt', '1 teaspoon freshly ground black pepper', '1 teaspoon Essence, recipe follows', '1/3 teaspoon crushed red pepper flakes', '1 cup all-purpose flour', '1/3 cup brandy', 'Lobster-corn stock, recipe follows', '1/3 teaspoon cayenne', '1 pound Idaho potatoes, peeled and diced', '1 2/3 cups heavy cream', 'Reserved lobster meat, from Lobster-Corn Stock recipe', '1/3 cup assorted fresh soft herbs, such as parsley, chervil, basil, and chives', '1/3 pound bacon, cooked until crisp, drained, and crumbled', '2 1/2 tablespoons paprika', '2 tablespoons salt', '2 tablespoons garlic powder', '1 tablespoon black pepper', '1 tablespoon onion powder', '1 tablespoon cayenne pepper', '1 tablespoon dried leaf oregano', '1 tablespoon dried thyme', '3 (1 1/4-pound) lobsters', '2 ears yellow corn', '1/8 cup vegetable oil', '2 ribs celery, quartered', '2 tomatoes, coarsely chopped', '1 yellow onions, peeled and quartered', '1 carrot, peeled and coarsely chopped', '1 small bulb fennel, cut in 1/2', '1 head garlic, cut in 1/2 horizontally', '2 sprigs fresh thyme', '1/2 tablespoon salt', '1/2 teaspoon freshly ground black pepper']","['In a very large pot, melt the butter over medium heat.', 'Add the leeks, celery, bell peppers, and 1/4 cup green onions, and cook, stirring until soft, about 5 minutes.', 'Add the corn kernels, tomatoes, garlic, salt, pepper, Essence, and red pepper, and cook, stirring, for 4 minutes.', 'Add the flour and cook, stirring constantly, until the flour smells slightly toasted, but does not brown, about 3 minutes.', 'Add the brandy and cook, stirring, for 2 minutes.', 'Add the lobster stock and cayenne, and stir well to incorporate.', 'Bring to a boil, stirring occasionally.', 'Reduce the heat to medium-low and simmer uncovered, stirring occasionally, for 30 minutes.', 'Add the potatoes, stir well, and simmer until tender, about 16 minutes.', 'Add the cream, lobster, remaining 1/4 cup green onions, and assorted herbs, and cook, stirring, for 5 minutes.', 'Remove from the heat and stir in the bacon.', 'Adjust the seasoning, to taste.', 'Ladle into bowls and serve.', 'Combine all ingredients thoroughly and store in an airtight jar or container.', 'Yield: about 2/3 cup', 'Recipe from ""New New Orleans Cooking"", by Emeril Lagasse and Jessie Tirsch.', 'Published by William and Morrow, 1993.', 'Bring a large stockpot of water to a boil.', 'In batches, plunge the lobsters headfirst into the boiling water and cook, covered, for 5 minutes.', 'Transfer the lobsters with tongs to a large bowl filled with ice water to cool.', 'When the lobsters are cool enough to handle, crack the shells, remove the tail and claw meat, and coarsely chop.', 'Reserve the shells for the stock, cover and refrigerate the meat.', 'Cut the kernels from the corn and reserve for the chowder.', 'Reserve the corn cobs.', 'To make the stock, in a very large clean pot, heat the oil over medium-high heat.', 'Add the shells and cook, stirring, for 5 minutes.', 'Add the corn cobs and remaining stock ingredients and stir well.', 'Cover with water by 2 inches (about 1 gallon) and bring to a boil.', 'Reduce the heat to medium-low and simmer until reduced by half, about 4 hours, stirring occasionally.', 'Remove from the heat and strain through a fine mesh strainer.', 'Set aside.']"
"Paella, Ala Electric Skillet","['2 (14 ounce) cans chicken broth', '34 cup white wine', '14 cup vermouth', '1 teaspoon turmeric', '2 teaspoons paprika', '1 lb boneless skinless chicken thighs, cut into strips', '12 lb Italian sausage, we prefer the hot type (2 links)', '1 tablespoon olive oil', '1 large green bell pepper, cut into thin slices', '1 large red bell pepper, cut into thin slices', '1 large white onion, halved and sliced thin', '2 jalapeno peppers, seeded and chopped', '5 cloves garlic, minced', '1 teaspoon thyme', '1 teaspoon oregano', '12 teaspoon ground coriander', '2 cups rice (short grain works best)', '1 lb medium shrimp, raw,shells and tails removed', '4 roma tomatoes, chopped', '1 12 cups fresh green beans or 1 12 cups frozen green beans, sliced into 1/2 inch pieces', '12 cup black olives, sliced']","['Add broth, wine, vermouth, turmeric, and paprika to a saucepan and bring to simmer, stirring occasionally.', 'Squeeze sausage out of casings, break into dime-sized pieces, and brown in a large electric skillet remove.', 'Brown chicken strips remove.', 'Add olive oil and saute onions, peppers, and garlic until limp.', ""Don't overcook as the garlic will bitter."", 'Stir spices into hot wine mixture.', 'Return browned meat to skillet and pour in hot wine mixture stir to blend.', 'Bring to a low boil for 2-3 minutes than add the rice stir gently to spread out the rice.', 'Spread the shrimp, tomatoes, beans, and olives on top use spatula to""tuck"" the shrimp into the mixture DO NOT STIR THE MIXTURE.', 'Boil for 4-5 minutes, then cover (with lid vent closed).', 'Turn heat down to 225-250 and simmer 20 minutes DO NOT LIFT COVER OR STIR.', 'Turn heat OFF and rest for 10 minutes DO NOT LIFT COVER OR STIR.', 'Ok, now you can peek- ENJOY!']"
