Name,Ingredients,Instructions
Summer Squash & Cottage Cheese Gratin,"['2 cups small-curd nonfat cottage cheese or 2 cups low-fat cottage cheese', '1 12 lbs summer squash (can be yellow, green or a mixture)', 'salt, to taste', '12 medium onion, finely chopped', '1 -2 garlic clove, minced (optional)', '1 tablespoon extra virgin olive oil', '4 eggs', '14 cup chopped flat-leaf parsley', '2 tablespoons chopped fresh dill', '14 cup grated gruyere cheese', 'freshly ground pepper']","['Place the cottage cheese in a strainer set over a bowl, and drain for 20 minutes while you prepare the remaining ingredients.', 'Grate the squash, and place in a large bowl or colander.', 'Sprinkle with salt and toss.', 'Allow to sit for 20 minutes.', 'Squeeze out excess water, then squeeze in a towel to dry.', 'Preheat the oven to 350F Oil a 2-quart gratin or baking dish.', 'Heat the olive oil over medium heat in a medium frying pan, and add the onion.', 'Cook, stirring, until tender, about five minutes.', 'Add the garlic, and stir for another 30 seconds to a minute until fragrant.', 'Remove from the heat.', 'Beat the eggs in a large bowl.', 'Stir in the cottage cheese, parsley, dill, Gruyere, onion and garlic, and squash.', 'Combine well.', 'Season to taste with salt and pepper, and scrape into the oiled baking dish.', 'Bake 45 minutes or until set and lightly browned.', 'Remove from the heat, and allow to sit for five to 10 minutes before serving.', 'Serve warm or at room temperature.']"
Roasted Orange Chipotle Shrimp,"['1 12 lbs large shrimp, peeled and deveined', '1 tablespoon olive oil, plus 2 T', 'salt and pepper', '2 garlic cloves, minced and smeared into a paste', '1 chipotle chile in adobo, minced and mashed into a paste', '2 tablespoons apple cider vinegar', '2 tablespoons orange juice', '1 teaspoon honey', '1 dash Worcestershire sauce', '2 scallions, thinly sliced']","['Preheat the oven to 400 F with a rack in the upper third.', 'Put the shrimp on a sheet pan and add the 1 tablespoon of oil and salt and pepper, tossing to combine.', 'Spread out in a single layer and roast until almost cooked through, about 6 minutes.', 'Let rest for a few minutes to continue cooking.', 'Meanwhile make the sauce.', 'In a large bowl, whisk together the garlic, chipotle, vinegar, honey, orange juice, worcestershire sauce, and the remaining oil.', 'Add the shrimp and scallions and toss to coat.']"
JELL-O Spiders,"['2 pkg (85 g each) Jell-O Berry Black Jelly Powder', '1-1/4 cups boiling water', '6 (3 oz / 85 mL) paper cups', 'licorice allsorts or other decorating candies', 'string licorice cut into 3-inch pieces']","['DISSOLVE jelly powder in boiling water, stirring until completely dissolved, about 2 min.', 'Pour into paper cups.', 'REFRIGERATE until firm, at least 2 hours.', 'CAREFULLY peel away paper cups from jelly.', ""Slice a thin layer from long side to help 'spider' sit flat."", 'Insert 3 licorice pieces on each side of spider for legs; place licorice allsorts on top for eyes.']"
Quiche Lorraine,"['1 12 cups grated natural swiss cheese', '4 tablespoons flour', '12 cup finely chopped cooked ham', '3 eggs', '1 cup milk', '14 teaspoon salt', '14 teaspoon dry mustard', '1 (9 inch) unbaked pie shells']","['Combine the cheese and flour and sprinkle into the pie shell.', 'Spread the ham evenly over this.', 'Combine the eggs, milk, salt and mustard.', 'Beat until smooth and pour evenly over the cheese and ham.', 'Bake at 375 degrees for 45 minutes, or until the custard is set.', 'Serve warm, garnished with chopped parsley.', 'To freeze: Prepare recipe through step 4.', 'Wrap well with saran wrap and then foil.', 'Freeze.', 'To serve: Thaw in fridge overnight.', 'Bake as directed.']"
"Garden State Iced Tea ""the Fruit Bomb""","[""12 ounce seagram's lime twisted gin"", '12 ounce grey goose pear vodka', '12 ounce citrus tequila (Margaritaville Lime Flavored Tequila or 267 Orange Tequila Infusion)', '12 ounce mango rum', '12 ounce triple sec', '12 ounce fresh lemon juice', 'Coca-Cola', 'ice', '4 frozen mango chunks (optional)', '1 slice lemon']","['Mix ingredients together over ice in a tall Collins Glass.', 'Pour into a shaker and give one brisk shake.', 'Pour back into the glass and make sure there is a touch of fizz at the top.', 'Garnish with lemon and frozen mango.']"
Cherry Delight,"['6 egg whites', '2 cups white sugar', '3/4 teaspoon cream of tartar', '2 cups crushed saltine crackers', '1 cup chopped walnuts', '2 teaspoons vanilla extract', '2 (21 ounce) cans cherry pie filling', '1 (16 ounce) package frozen whipped topping, thawed']","['Preheat oven to 350 degrees F (175 degrees C).', 'Grease a 9x13 inch pan.', 'Beat egg whites until stiff.', 'Gradually add the sugar and cream of tarter; beat until sugar is dissolved.', 'Add crackers, nuts and vanilla.', 'Pour into prepared pan and bake for 25 minutes in the preheated oven.', 'Remove from oven, cool and cut into squares.', 'Top each serving with pie filling and whipped topping.']"
Special Occasion Spinach Salad,"['1 (5 1/2 ounce) package fresh spinach', '4 slices bacon, fried and crumbled', '1 (4 ounce) bag candied walnuts or 1 (4 ounce) bag pecans', '1 red pepper, diced', '13 cup dried cranberries', '1 (11 ounce) can mandarin oranges, drained', '1 (4 ounce) containerof crumbled blue cheese', '13 cup raspberry-walnut vinaigrette (or to taste)']","['In a large salad bowl, toss first 7 ingredients.', 'Add desired amount of dressing and toss with remaining ingredients.', 'Enjoy!']"
Spicy Chipotle Butter,"['1 cup (2 sticks) butter, softened', ""1/4 cup BULL'S-EYE Original Barbecue Sauce"", '2 whole chopped chipotle peppers in adobo sauce, or to taste']","['Beat all ingredients with electric hand mixer on medium speed until well blended.', 'Spoon into airtight container.', 'Refrigerate at least 30 min.', 'or until firm.', 'Spoon 1 Tbsp.', 'of the butter mixture over each 3-oz.', 'serving of cooked beef blade steak.']"
Crispy and Fluffy Meatballs with Sweet-Sour Sauce,"['300 grams Mixed pork and beef mince', '1/2 Onion', '1 Egg', '3 tbsp Panko', '2 tbsp Sake', '1 tbsp Water', '2 tbsp Katakuriko', '1 tbsp Sesame oil', '1 Salt and pepper', '3 tbsp Vinegar', '3 tbsp Soy sauce', '3 tbsp Sugar', '2 tbsp Ketchup', '2 tbsp Sake', '1 tbsp Mirin', '4 tbsp Water', '1 tbsp Katakuriko']","['Chop the onion finely and put all the ingredients for the meatballs in a bowl.', 'Mix the ingredients really well.', 'Shape into balls.', 'Deep-fry the meatballs in oil heated to 160C oil until golden brown.', 'When the surface becomes crispy, it is done.', 'Combine all the sweet and sour sauce ingredients.', 'Add the katakuriko and stir well.', 'Place the meat balls and sauce ingredients in a frying pan.', 'Stir and continue to cook until the sauce has thickened.', 'Sprinkle with sesame seeds if you like.', 'Serve.', 'You can freeze these for later!', 'You can put quail eggs inside the meatballs like Scotch eggs.', 'It is tasty and colourful for your lunch box.']"
Marie Callender's Lemon Cream Cheese Pie by Todd Wilbur,"['1 cup graham cracker crumbs', '14 cup butter, melted', '2 tablespoons granulated sugar', '8 ounces cream cheese, softened', '14 cup granulated sugar', '12 teaspoon vanilla', '1 egg', '12 cup granulated sugar', '2 tablespoons cornstarch', '1 dash salt', '1 cup water', '2 egg yolks', '2 tablespoons fresh lemon juice', '1 tablespoon butter']","['Preheat oven to 350 degrees.', 'Make the crust by combining the graham cracker crumbs with melted butter and sugar in a small bowl.', 'Press the crust mixture into an 8-inch pie pan.', 'Prepare the cream cheese filling by mixing cream cheese with 1/4 cup sugar, vanilla and an egg using an electric mixer.', 'Mix well until smooth.', 'Pour cream cheese filling into graham cracker crust and bake for 30 to 35 minutes or until center is cooked.', 'A knife stuck in the middle of the filling should come out mostly clean.', 'As the pie cools, make the lemon filling by combining 1/2 cup sugar with cornstarch, salt and water in a small saucepan.', 'Set mixture over low heat and bring to a simmer, stirring often.', 'Whisk in egg yolks, then add lemon juice and butter.', 'When mixture simmers again remove it immediately from the heat.', 'Pour the lemon filling over the cream cheese filling, and let the pie cool.', 'When cool, chill pie in the refrigerator for several hours before serving.', 'Slice into 6 pieces to serve restaurant-size portions.']"
